,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
614,gpt-4,King James Bible,768,21," man in his own image, in the image of God created he him; male and female created he them","[' man', ' in', ' his', ' own', ' image', ',', ' in']","['the', ' image', ' of', ' God', ' created', ' he', ' him', ';', ' male', ' and', ' female', ' created', ' he', ' them']","[' the', ' image', ' of', ' God', ' created', ' he', ' him', ';', ' male', ' and', ' female', ' created', ' he', ' them']",0.0714285714285714,"the image of God created he him; male and female created he them. And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish", the image of God created he him; male and female created he them,tensor([[0.9974]]),13,"[tensor([[0.7596]]), tensor([[0.7984]]), tensor([[0.8222]]), tensor([[0.8530]]), tensor([[0.8784]]), tensor([[0.9105]]), tensor([[0.9408]]), tensor([[0.9453]]), tensor([[0.9747]]), tensor([[0.9757]]), tensor([[0.9899]]), tensor([[0.9943]]), tensor([[0.9974]]), tensor([[0.9895]]), tensor([[0.9913]]), tensor([[0.9892]]), tensor([[0.9732]]), tensor([[0.9738]]), tensor([[0.9755]]), tensor([[0.9740]]), tensor([[0.9704]]), tensor([[0.9668]]), tensor([[0.9658]]), tensor([[0.9686]]), tensor([[0.9567]]), tensor([[0.9581]]), tensor([[0.9535]]), tensor([[0.9542]]), tensor([[0.9539]]), tensor([[0.9541]]), tensor([[0.9490]]), tensor([[0.9492]]), tensor([[0.9496]]), tensor([[0.9461]]), tensor([[0.9477]]), tensor([[0.9488]]), tensor([[0.9471]]), tensor([[0.9471]]), tensor([[0.9473]]), tensor([[0.9445]])]",767,787,0.002
617,gpt-4,King James Bible,188,24," day.
9And God said, Let the waters under the heaven be gathered together unto one place, and let the dry","[' day', '.\n', '9', 'And', ' God']","['said', ',', ' ""', 'Let', ' the', ' waters', ' under', ' the', ' heaven', ' be', ' gathered', ' together', ' unto', ' one', ' place', ',', ' and', ' let', ' the']","[' said', ',', ' Let', ' the', ' waters', ' under', ' the', ' heaven', ' be', ' gathered', ' together', ' unto', ' one', ' place', ',', ' and', ' let', ' the', ' dry']",0.2105263157894736,"said, ""Let the waters under the heaven be gathered together unto one place, and let the dry land appear"": and it was so. 10And God called the dry land Earth; and the gathering together of the waters called he Seas: and"," said, Let the waters under the heaven be gathered together unto one place, and let the dry",tensor([[0.9931]]),18,"[tensor([[0.7424]]), tensor([[0.8227]]), tensor([[0.8381]]), tensor([[0.8423]]), tensor([[0.8957]]), tensor([[0.9043]]), tensor([[0.9096]]), tensor([[0.9368]]), tensor([[0.9347]]), tensor([[0.9488]]), tensor([[0.9556]]), tensor([[0.9589]]), tensor([[0.9620]]), tensor([[0.9675]]), tensor([[0.9691]]), tensor([[0.9734]]), tensor([[0.9725]]), tensor([[0.9931]]), tensor([[0.9841]]), tensor([[0.9722]]), tensor([[0.9774]]), tensor([[0.9790]]), tensor([[0.9782]]), tensor([[0.9729]]), tensor([[0.9696]]), tensor([[0.9638]]), tensor([[0.9595]]), tensor([[0.9589]]), tensor([[0.9554]]), tensor([[0.9499]]), tensor([[0.9430]]), tensor([[0.9463]]), tensor([[0.9470]]), tensor([[0.9467]]), tensor([[0.9475]]), tensor([[0.9482]]), tensor([[0.9473]]), tensor([[0.9442]]), tensor([[0.9400]]), tensor([[0.9402]]), tensor([[0.9353]]), tensor([[0.9377]])]",187,210,0.002
620,gpt-4,King James Bible,30,32," of the deep. And the Spirit of God moved upon the face of the waters.
3And God said, Let there be light: and there was light.
","[' of', ' the', ' deep', '.', ' And', ' the', ' Spirit', ' of', ' God', ' moved', ' upon']","['the', ' face', ' of', ' the', ' waters', '.', ' And', ' God', ' said', ',', ' ""', 'Let', ' there', ' be', ' light', ',""', ' and', ' there', ' was', ' light', '.']","[' the', ' face', ' of', ' the', ' waters', '.\n', '3', 'And', ' God', ' said', ',', ' Let', ' there', ' be', ' light', ':', ' and', ' there', ' was', ' light', '.\n']",0.3809523809523809,"the face of the waters. And God said, ""Let there be light,"" and there was light. God saw that the light was good, and He separated the light from the darkness. God called the light ""day,"" and the darkness He called"," the face of the waters.
3And God said, Let there be light: and there was light.
",tensor([[0.9845]]),18,"[tensor([[0.7620]]), tensor([[0.8019]]), tensor([[0.8361]]), tensor([[0.8526]]), tensor([[0.8467]]), tensor([[0.8964]]), tensor([[0.9067]]), tensor([[0.9331]]), tensor([[0.9524]]), tensor([[0.9567]]), tensor([[0.9529]]), tensor([[0.9545]]), tensor([[0.9814]]), tensor([[0.9799]]), tensor([[0.9800]]), tensor([[0.9813]]), tensor([[0.9824]]), tensor([[0.9845]]), tensor([[0.9777]]), tensor([[0.9727]]), tensor([[0.9765]]), tensor([[0.9760]]), tensor([[0.9780]]), tensor([[0.9724]]), tensor([[0.9737]]), tensor([[0.9733]]), tensor([[0.9477]]), tensor([[0.9574]]), tensor([[0.9508]]), tensor([[0.9536]]), tensor([[0.9578]]), tensor([[0.9536]]), tensor([[0.9590]]), tensor([[0.9582]]), tensor([[0.9591]]), tensor([[0.9538]]), tensor([[0.9434]]), tensor([[0.9500]]), tensor([[0.9495]]), tensor([[0.9442]]), tensor([[0.9485]]), tensor([[0.9446]])]",29,60,0.002
623,gpt-4,King James Bible,300,36," yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good.
13And the evening and the","[' yielding', ' seed', ' after', ' his', ' kind']","[',', ' and', ' the', ' tree', ' yielding', ' fruit', ',', ' whose', ' seed', ' was', ' in', ' itself', ',', ' after', ' his', ' kind', ':', ' and', ' God', ' saw', ' that', ' it', ' was', ' good', '.']","[',', ' and', ' the', ' tree', ' yielding', ' fruit', ',', ' whose', ' seed', ' was', ' in', ' itself', ',', ' after', ' his', ' kind', ':', ' and', ' God', ' saw', ' that', ' it', ' was', ' good', '.\n']",0.04,", and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good.",", and the tree yielding fruit, whose seed was in itself, after his kind: and God saw that it was good.
13And the evening and the",tensor([[0.9774]]),22,"[tensor([[0.7485]]), tensor([[0.8068]]), tensor([[0.8158]]), tensor([[0.8031]]), tensor([[0.8555]]), tensor([[0.8709]]), tensor([[0.9025]]), tensor([[0.9140]]), tensor([[0.9251]]), tensor([[0.9325]]), tensor([[0.9306]]), tensor([[0.9374]]), tensor([[0.9426]]), tensor([[0.9462]]), tensor([[0.9478]]), tensor([[0.9530]]), tensor([[0.9615]]), tensor([[0.9683]]), tensor([[0.9686]]), tensor([[0.9697]]), tensor([[0.9709]]), tensor([[0.9774]])]",299,328,0.002
626,gpt-4,King James Bible,229,25," and the gathering together of the waters called he Seas: and God saw that it was good.
11And God said, Let","[' and', ' the', ' gathering', ' together', ' of', ' the']","['waters', ' called', ' he', ' Seas', ':', ' and', ' God', ' saw', ' that', ' it', ' was', ' good', '.', ' And', ' God', ' said', ',', ' ""', 'Let']","[' waters', ' called', ' he', ' Seas', ':', ' and', ' God', ' saw', ' that', ' it', ' was', ' good', '.\n', '11', 'And', ' God', ' said', ',', ' Let']",0.3157894736842105,"waters called he Seas: and God saw that it was good. And God said, ""Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, having seed in itself, upon the earth"": and"," waters called he Seas: and God saw that it was good.
11And God said, Let",tensor([[0.9860]]),16,"[tensor([[0.7311]]), tensor([[0.8284]]), tensor([[0.8678]]), tensor([[0.8911]]), tensor([[0.9083]]), tensor([[0.9273]]), tensor([[0.9354]]), tensor([[0.9479]]), tensor([[0.9537]]), tensor([[0.9598]]), tensor([[0.9635]]), tensor([[0.9703]]), tensor([[0.9829]]), tensor([[0.9811]]), tensor([[0.9851]]), tensor([[0.9860]]), tensor([[0.9834]]), tensor([[0.9722]]), tensor([[0.9680]]), tensor([[0.9653]]), tensor([[0.9489]]), tensor([[0.9512]]), tensor([[0.9430]]), tensor([[0.9395]]), tensor([[0.9402]]), tensor([[0.9453]]), tensor([[0.9459]]), tensor([[0.9445]]), tensor([[0.9422]]), tensor([[0.9373]]), tensor([[0.9363]]), tensor([[0.9397]]), tensor([[0.9415]]), tensor([[0.9421]]), tensor([[0.9422]]), tensor([[0.9375]]), tensor([[0.9371]]), tensor([[0.9391]]), tensor([[0.9366]]), tensor([[0.9385]]), tensor([[0.9340]]), tensor([[0.9366]])]",228,252,0.002
629,gpt-4,King James Bible,773,22,", in the image of God created he him; male and female created he them.
28And God blessed them","[',', ' in', ' the', ' image', ' of', ' God', ' created', ' he', ' him', ';']","['male', ' and', ' female', ' created', ' he', ' them', '.', ' And', ' God', ' blessed', ' them', ',']","[' male', ' and', ' female', ' created', ' he', ' them', '.\n', '28', 'And', ' God', ' blessed', ' them']",0.4166666666666667,"male and female created he them. And God blessed them, and God said unto them, Be fruitful, and multiply, and replenish the earth, and subdue it: and have dominion over the fish of the sea, and over the f"," male and female created he them.
28And God blessed them",tensor([[0.9672]]),10,"[tensor([[0.7778]]), tensor([[0.8071]]), tensor([[0.8421]]), tensor([[0.8519]]), tensor([[0.8992]]), tensor([[0.9199]]), tensor([[0.9288]]), tensor([[0.9310]]), tensor([[0.9540]]), tensor([[0.9672]]), tensor([[0.9656]]), tensor([[0.9624]]), tensor([[0.9665]]), tensor([[0.9605]]), tensor([[0.9591]]), tensor([[0.9574]]), tensor([[0.9584]]), tensor([[0.9482]]), tensor([[0.9454]]), tensor([[0.9388]]), tensor([[0.9363]]), tensor([[0.9368]]), tensor([[0.9334]]), tensor([[0.9325]]), tensor([[0.9290]]), tensor([[0.9325]]), tensor([[0.9274]]), tensor([[0.9255]]), tensor([[0.9267]]), tensor([[0.9245]]), tensor([[0.9234]]), tensor([[0.9209]]), tensor([[0.9196]]), tensor([[0.9165]]), tensor([[0.9176]]), tensor([[0.9209]]), tensor([[0.9183]]), tensor([[0.9208]]), tensor([[0.9197]]), tensor([[0.9223]])]",772,793,0.002
632,gpt-4,King James Bible,696,33," saw that it was good.
26And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of","[' saw', ' that', ' it', ' was', ' good', '.\n']","['And', ' God', ' did', ' create', ' the', ' heavens', ' and', ' the', ' earth', ',', ' the', ' trees', ' and', ' plants', ',', ' the', ' birds', ' of', ' the', ' air', ' and', ' the', ' beasts', ' of', ' the', ' field', '.']","['26', 'And', ' God', ' said', ',', ' Let', ' us', ' make', ' man', ' in', ' our', ' image', ',', ' after', ' our', ' likeness', ':', ' and', ' let', ' them', ' have', ' domin', 'ion', ' over', ' the', ' fish', ' of']",0.925925925925926,"And God did create the heavens and the earth, the trees and plants, the birds of the air and the beasts of the field. And when He beheld all of His creation, he saw that it was good. Indeed, it was more than","26And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of",tensor([[0.8436]]),6,"[tensor([[0.7477]]), tensor([[0.7937]]), tensor([[0.8141]]), tensor([[0.8194]]), tensor([[0.8311]]), tensor([[0.8436]]), tensor([[0.8023]]), tensor([[0.8069]]), tensor([[0.8174]]), tensor([[0.8089]]), tensor([[0.8208]]), tensor([[0.8239]]), tensor([[0.8244]]), tensor([[0.8192]]), tensor([[0.8265]]), tensor([[0.8321]]), tensor([[0.8364]]), tensor([[0.8369]]), tensor([[0.8301]]), tensor([[0.8296]]), tensor([[0.8309]]), tensor([[0.8330]]), tensor([[0.8346]]), tensor([[0.8351]]), tensor([[0.8252]]), tensor([[0.8277]]), tensor([[0.8259]]), tensor([[0.8272]]), tensor([[0.8294]]), tensor([[0.8269]]), tensor([[0.8247]]), tensor([[0.8247]]), tensor([[0.8176]]), tensor([[0.8203]]), tensor([[0.8211]]), tensor([[0.8211]]), tensor([[0.8232]]), tensor([[0.8223]]), tensor([[0.8162]]), tensor([[0.8152]]), tensor([[0.8197]]), tensor([[0.8170]]), tensor([[0.8135]]), tensor([[0.8161]])]",695,727,0.002
635,gpt-4,King James Bible,915,33,"owl of the air, and to every thing that creepeth upon the earth, wherein there is life, I have given every green herb for meat: and it was","['owl', ' of', ' the', ' air', ',', ' and', ' to', ' every']","['be', 'ast', ' of', ' the', ' field', ';', ' but', ' for', ' Adam', ' there', ' was', ' not', ' found', ' an', ' help', ' meet', ' for', ' him', '.', ' Therefore', ',', ' the', ' Lord', ' God', ' caused']","[' thing', ' that', ' creep', 'eth', ' upon', ' the', ' earth', ',', ' wherein', ' there', ' is', ' life', ',', ' I', ' have', ' given', ' every', ' green', ' herb', ' for', ' meat', ':', ' and', ' it', ' was']",0.96,"beast of the field; but for Adam there was not found an help meet for him. Therefore, the Lord God caused a deep sleep to fall upon Adam, and while he slept, took one of his ribs and created woman, making her a"," thing that creepeth upon the earth, wherein there is life, I have given every green herb for meat: and it was",tensor([[0.8046]]),41,"[tensor([[0.7428]]), tensor([[0.7627]]), tensor([[0.7680]]), tensor([[0.7703]]), tensor([[0.7993]]), tensor([[0.7936]]), tensor([[0.7964]]), tensor([[0.7927]]), tensor([[0.7964]]), tensor([[0.8016]]), tensor([[0.7778]]), tensor([[0.7796]]), tensor([[0.7870]]), tensor([[0.7817]]), tensor([[0.7834]]), tensor([[0.7842]]), tensor([[0.7719]]), tensor([[0.7859]]), tensor([[0.7934]]), tensor([[0.7989]]), tensor([[0.8014]]), tensor([[0.7965]]), tensor([[0.7928]]), tensor([[0.7914]]), tensor([[0.7968]]), tensor([[0.7993]]), tensor([[0.7912]]), tensor([[0.7935]]), tensor([[0.7914]]), tensor([[0.7875]]), tensor([[0.7871]]), tensor([[0.7881]]), tensor([[0.7889]]), tensor([[0.7851]]), tensor([[0.7859]]), tensor([[0.7841]]), tensor([[0.7870]]), tensor([[0.7965]]), tensor([[0.7967]]), tensor([[0.7985]]), tensor([[0.8046]]), tensor([[0.8016]]), tensor([[0.8001]]), tensor([[0.7986]])]",914,946,0.002
638,gpt-4,King James Bible,300,24," yielding seed after his kind, and the tree yielding fruit, whose seed was in itself, after his kind: and God","[' yielding', ' seed', ' after', ' his', ' kind', ',', ' and', ' the', ' tree', ' yielding', ' fruit']","[',', ' whose', ' seed', ' was', ' in', ' itself', ',', ' after', ' his', ' kind', ':', ' and', ' God']","[',', ' whose', ' seed', ' was', ' in', ' itself', ',', ' after', ' his', ' kind', ':', ' and', ' God']",0.0,", whose seed was in itself, after his kind: and God saw that it was good. And the evening and the morning were the third day.",", whose seed was in itself, after his kind: and God",tensor([[1.]]),12,"[tensor([[0.7537]]), tensor([[0.8032]]), tensor([[0.8257]]), tensor([[0.8980]]), tensor([[0.9262]]), tensor([[0.9152]]), tensor([[0.9556]]), tensor([[0.9576]]), tensor([[0.9670]]), tensor([[0.9787]]), tensor([[0.9825]]), tensor([[1.]]), tensor([[0.9805]]), tensor([[0.9772]]), tensor([[0.9778]]), tensor([[0.9773]]), tensor([[0.9563]]), tensor([[0.9627]]), tensor([[0.9647]]), tensor([[0.9488]]), tensor([[0.9506]]), tensor([[0.9495]]), tensor([[0.9487]]), tensor([[0.9438]]), tensor([[0.9411]]), tensor([[0.9336]]), tensor([[0.9211]])]",299,322,0.002
641,gpt-4,King James Bible,578,21," it was good.
22And God blessed them, saying, Be fruitful, and multiply, and fill the","[' it', ' was', ' good', '.\n', '22']","['And', ' God', ' blessed', ' them', ',', ' saying', ',', ' Be', ' fruitful', ',', ' and', ' multiply', ',', ' and', ' fill', ' the']","['And', ' God', ' blessed', ' them', ',', ' saying', ',', ' Be', ' fruitful', ',', ' and', ' multiply', ',', ' and', ' fill', ' the']",0.0,"And God blessed them, saying, Be fruitful, and multiply, and fill the waters in the seas, and let fowl multiply in the earth. 23 And the evening and the morning were the fifth day.","And God blessed them, saying, Be fruitful, and multiply, and fill the",tensor([[1.0000]]),13,"[tensor([[0.7553]]), tensor([[0.8016]]), tensor([[0.8276]]), tensor([[0.8808]]), tensor([[0.9182]]), tensor([[0.9266]]), tensor([[0.9289]]), tensor([[0.9539]]), tensor([[0.9585]]), tensor([[0.9840]]), tensor([[0.9866]]), tensor([[0.9973]]), tensor([[1.0000]]), tensor([[0.9790]]), tensor([[0.9796]]), tensor([[0.9786]]), tensor([[0.9643]]), tensor([[0.9665]]), tensor([[0.9682]]), tensor([[0.9531]]), tensor([[0.9577]]), tensor([[0.9569]]), tensor([[0.9562]]), tensor([[0.9518]]), tensor([[0.9487]]), tensor([[0.9514]]), tensor([[0.9495]]), tensor([[0.9349]]), tensor([[0.9388]]), tensor([[0.9384]]), tensor([[0.9349]]), tensor([[0.9353]]), tensor([[0.9337]]), tensor([[0.9286]]), tensor([[0.9216]])]",577,597,0.002
644,gpt-4,King James Bible,853,39," God said, Behold, I have given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding","[' God', ' said', ',', ' Beh', 'old', ',', ' I', ' have']","['given', ' you', ' every', ' herb', ' bearing', ' seed', ',', ' which', ' is', ' upon', ' the', ' face', ' of', ' all', ' the', ' earth', ',', ' and', ' every', ' tree', ',', ' in', ' the', ' which', ' is', ' the', ' fruit', ' of', ' a', ' tree', ' yielding']","[' given', ' you', ' every', ' herb', ' bearing', ' seed', ',', ' which', ' is', ' upon', ' the', ' face', ' of', ' all', ' the', ' earth', ',', ' and', ' every', ' tree', ',', ' in', ' the', ' which', ' is', ' the', ' fruit', ' of', ' a', ' tree', ' yielding']",0.032258064516129,"given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding seed; to you it shall be for meat. And to every beast of the earth, and"," given you every herb bearing seed, which is upon the face of all the earth, and every tree, in the which is the fruit of a tree yielding",tensor([[1.0000]]),29,"[tensor([[0.7787]]), tensor([[0.8079]]), tensor([[0.8017]]), tensor([[0.8344]]), tensor([[0.8860]]), tensor([[0.9094]]), tensor([[0.9285]]), tensor([[0.9321]]), tensor([[0.9318]]), tensor([[0.9386]]), tensor([[0.9393]]), tensor([[0.9380]]), tensor([[0.9458]]), tensor([[0.9515]]), tensor([[0.9480]]), tensor([[0.9544]]), tensor([[0.9582]]), tensor([[0.9614]]), tensor([[0.9650]]), tensor([[0.9712]]), tensor([[0.9713]]), tensor([[0.9746]]), tensor([[0.9752]]), tensor([[0.9746]]), tensor([[0.9865]]), tensor([[0.9858]]), tensor([[0.9850]]), tensor([[0.9886]]), tensor([[1.0000]]), tensor([[0.9918]]), tensor([[0.9962]]), tensor([[0.9958]]), tensor([[0.9970]]), tensor([[0.9944]]), tensor([[0.9929]]), tensor([[0.9897]]), tensor([[0.9641]]), tensor([[0.9712]]), tensor([[0.9749]]), tensor([[0.9759]]), tensor([[0.9697]]), tensor([[0.9735]]), tensor([[0.9733]]), tensor([[0.9688]]), tensor([[0.9726]])]",852,890,0.002
647,gpt-4,King James Bible,701,29,".
26And God said, Let us make man in our image, after our likeness: and let them have dominion over the fish of the","['.\n', '26', 'And', ' God', ' said', ',', ' Let']","['us', ' make', ' man', ' in', ' our', ' image', ',', ' after', ' our', ' likeness', ':', ' and', ' let', ' them', ' have', ' domin', 'ion', ' over', ' the', ' fish', ' of', ' the']","[' us', ' make', ' man', ' in', ' our', ' image', ',', ' after', ' our', ' likeness', ':', ' and', ' let', ' them', ' have', ' domin', 'ion', ' over', ' the', ' fish', ' of', ' the']",0.0454545454545454,"us make man in our image, after our likeness: and let them have dominion over the fish of the sea, and over the fowl of the air, and over the cattle, and over all the earth, and over every creeping thing that"," us make man in our image, after our likeness: and let them have dominion over the fish of the",tensor([[1.]]),20,"[tensor([[0.7704]]), tensor([[0.7892]]), tensor([[0.8159]]), tensor([[0.8255]]), tensor([[0.8375]]), tensor([[0.8715]]), tensor([[0.9265]]), tensor([[0.9263]]), tensor([[0.9333]]), tensor([[0.9434]]), tensor([[0.9481]]), tensor([[0.9542]]), tensor([[0.9576]]), tensor([[0.9617]]), tensor([[0.9744]]), tensor([[0.9757]]), tensor([[0.9775]]), tensor([[0.9971]]), tensor([[0.9996]]), tensor([[1.]]), tensor([[0.9922]]), tensor([[0.9926]]), tensor([[0.9923]]), tensor([[0.9930]]), tensor([[0.9770]]), tensor([[0.9808]]), tensor([[0.9811]]), tensor([[0.9746]]), tensor([[0.9756]]), tensor([[0.9734]]), tensor([[0.9762]]), tensor([[0.9699]]), tensor([[0.9723]]), tensor([[0.9698]]), tensor([[0.9694]]), tensor([[0.9719]]), tensor([[0.9691]]), tensor([[0.9702]]), tensor([[0.9661]]), tensor([[0.9680]]), tensor([[0.9644]]), tensor([[0.9602]]), tensor([[0.9643]])]",700,728,0.002
650,gpt-4,King James Bible,251,32," said, Let the earth bring forth grass, the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the","[' said', ',', ' Let', ' the', ' earth', ' bring', ' forth', ' grass']","[',', ' the', ' herb', ' yielding', ' seed', ',', ' and', ' the', ' fruit', ' tree', ' yielding', ' fruit', ' after', ' his', ' kind', ',', ' having', ' seed', ' in', ' itself', ',', ' upon', ' the', ' earth']","[',', ' the', ' herb', ' yielding', ' seed', ',', ' and', ' the', ' fruit', ' tree', ' yielding', ' fruit', ' after', ' his', ' kind', ',', ' whose', ' seed', ' is', ' in', ' itself', ',', ' upon', ' the']",0.125,", the herb yielding seed, and the fruit tree yielding fruit after his kind, having seed in itself, upon the earth: and it was so. And the earth brought forth grass, and herb yielding seed after his kind, and the tree yielding fruit",", the herb yielding seed, and the fruit tree yielding fruit after his kind, whose seed is in itself, upon the",tensor([[0.9964]]),21,"[tensor([[0.7714]]), tensor([[0.8260]]), tensor([[0.8296]]), tensor([[0.8736]]), tensor([[0.9192]]), tensor([[0.9406]]), tensor([[0.9457]]), tensor([[0.9470]]), tensor([[0.9623]]), tensor([[0.9646]]), tensor([[0.9690]]), tensor([[0.9704]]), tensor([[0.9740]]), tensor([[0.9774]]), tensor([[0.9825]]), tensor([[0.9872]]), tensor([[0.9832]]), tensor([[0.9838]]), tensor([[0.9886]]), tensor([[0.9951]]), tensor([[0.9964]]), tensor([[0.9787]]), tensor([[0.9864]]), tensor([[0.9860]]), tensor([[0.9828]]), tensor([[0.9690]]), tensor([[0.9755]]), tensor([[0.9792]]), tensor([[0.9732]]), tensor([[0.9660]]), tensor([[0.9628]]), tensor([[0.9496]]), tensor([[0.9541]]), tensor([[0.9568]]), tensor([[0.9592]]), tensor([[0.9586]]), tensor([[0.9607]]), tensor([[0.9603]]), tensor([[0.9580]]), tensor([[0.9580]]), tensor([[0.9584]]), tensor([[0.9602]]), tensor([[0.9598]]), tensor([[0.9605]])]",250,281,0.002
653,gpt-4,King James Bible,126,38,", and let it divide the waters from the waters.
7And God made the firmament, and divided the waters which were under the firmament from the waters which were above the firmament","[',', ' and', ' let', ' it', ' divide', ' the', ' waters', ' from', ' the', ' waters', '.\n', '7', 'And', ' God', ' made', ' the']","['firm', 'ament', ',', ' and', ' divided', ' the', ' waters', ' which', ' were', ' under', ' the', ' firm', 'ament', ' from', ' the', ' waters', ' which', ' were', ' above', ' the', ' firm', 'ament']","[' firm', 'ament', ',', ' and', ' divided', ' the', ' waters', ' which', ' were', ' under', ' the', ' firm', 'ament', ' from', ' the', ' waters', ' which', ' were', ' above', ' the', ' firm', 'ament']",0.0454545454545454,"firmament, and divided the waters which were under the firmament from the waters which were above the firmament: and it was so. 8And God called the firmament Heaven. And the evening and the morning were the second day."," firmament, and divided the waters which were under the firmament from the waters which were above the firmament",tensor([[0.9984]]),17,"[tensor([[0.7393]]), tensor([[0.8643]]), tensor([[0.8744]]), tensor([[0.8973]]), tensor([[0.9213]]), tensor([[0.9559]]), tensor([[0.9633]]), tensor([[0.9667]]), tensor([[0.9786]]), tensor([[0.9770]]), tensor([[0.9861]]), tensor([[0.9869]]), tensor([[0.9848]]), tensor([[0.9887]]), tensor([[0.9876]]), tensor([[0.9890]]), tensor([[0.9984]]), tensor([[0.9979]]), tensor([[0.9941]]), tensor([[0.9953]]), tensor([[0.9948]]), tensor([[0.9941]]), tensor([[0.9857]]), tensor([[0.9867]]), tensor([[0.9766]]), tensor([[0.9653]]), tensor([[0.9627]]), tensor([[0.9601]]), tensor([[0.9505]]), tensor([[0.9506]]), tensor([[0.9518]]), tensor([[0.9432]]), tensor([[0.9438]]), tensor([[0.9450]]), tensor([[0.9417]]), tensor([[0.9423]]), tensor([[0.9409]]), tensor([[0.9353]]), tensor([[0.9284]])]",125,162,0.002
656,gpt-4,King James Bible,542,23," whales, and every living creature that moveth, which the waters brought forth abundantly, after their kind, and","[' whales', ',', ' and', ' every', ' living', ' creature', ' that', ' mov']","['eth', ',', ' which', ' the', ' waters', ' brought', ' forth', ' abund', 'antly', ',', ' after', ' their', ' kind', ',', ' and']","['eth', ',', ' which', ' the', ' waters', ' brought', ' forth', ' abund', 'antly', ',', ' after', ' their', ' kind', ',', ' and']",0.0,"eth, which the waters brought forth abundantly, after their kind, and every winged fowl after his kind: and God saw that it was good.","eth, which the waters brought forth abundantly, after their kind, and",tensor([[1.]]),12,"[tensor([[0.7489]]), tensor([[0.8647]]), tensor([[0.8807]]), tensor([[0.8853]]), tensor([[0.9212]]), tensor([[0.9637]]), tensor([[0.9725]]), tensor([[0.9872]]), tensor([[0.9918]]), tensor([[0.9943]]), tensor([[0.9984]]), tensor([[1.]]), tensor([[0.9992]]), tensor([[0.9858]]), tensor([[0.9691]]), tensor([[0.9714]]), tensor([[0.9737]]), tensor([[0.9680]]), tensor([[0.9746]]), tensor([[0.9689]]), tensor([[0.9655]]), tensor([[0.9651]]), tensor([[0.9676]]), tensor([[0.9676]]), tensor([[0.9567]])]",541,563,0.002
659,gpt-4,King James Bible,416,37," lights; the greater light to rule the day, and the lesser light to rule the night: he made the stars also.
17And God set them in the firmament of the heaven","[' lights', ';', ' the', ' greater', ' light', ' to', ' rule', ' the', ' day', ',', ' and', ' the', ' lesser', ' light']","['to', ' rule', ' the', ' night', ':', ' he', ' made', ' the', ' stars', ' also', '.', ' And', ' God', ' set', ' them', ' in', ' the', ' firm', 'ament', ' of', ' heaven', ' to', ' give']","[' to', ' rule', ' the', ' night', ':', ' he', ' made', ' the', ' stars', ' also', '.\n', '17', 'And', ' God', ' set', ' them', ' in', ' the', ' firm', 'ament', ' of', ' the', ' heaven']",0.3043478260869565,"to rule the night: he made the stars also. And God set them in the firmament of heaven to give light upon the earth, to rule over the day and over the night, and to divide the light from the darkness. And God saw"," to rule the night: he made the stars also.
17And God set them in the firmament of the heaven",tensor([[0.9827]]),20,"[tensor([[0.7372]]), tensor([[0.7603]]), tensor([[0.8313]]), tensor([[0.8484]]), tensor([[0.8806]]), tensor([[0.8958]]), tensor([[0.9031]]), tensor([[0.9046]]), tensor([[0.9245]]), tensor([[0.9324]]), tensor([[0.9451]]), tensor([[0.9579]]), tensor([[0.9596]]), tensor([[0.9623]]), tensor([[0.9601]]), tensor([[0.9660]]), tensor([[0.9732]]), tensor([[0.9751]]), tensor([[0.9799]]), tensor([[0.9827]]), tensor([[0.9770]]), tensor([[0.9719]]), tensor([[0.9727]]), tensor([[0.9777]]), tensor([[0.9734]]), tensor([[0.9749]]), tensor([[0.9667]]), tensor([[0.9626]]), tensor([[0.9682]]), tensor([[0.9577]]), tensor([[0.9665]]), tensor([[0.9592]]), tensor([[0.9651]]), tensor([[0.9635]]), tensor([[0.9654]]), tensor([[0.9645]]), tensor([[0.9582]]), tensor([[0.9623]]), tensor([[0.9570]]), tensor([[0.9583]]), tensor([[0.9608]]), tensor([[0.9562]]), tensor([[0.9587]]), tensor([[0.9530]]), tensor([[0.9547]])]",415,451,0.002
