model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
gpt-4-1106-preview,Famous Quotes,5,8,"Knowledge speaks, but wisdom listens. ","['Knowledge', ' speaks', ',', ' but']","['wis', 'dom', ' listens', '.']","[' wisdom', ' listens', '.', ' ']",0.75,wisdom listens., wisdom listens. ,tensor([[1.0000]]),3,"[tensor([[0.7727]]), tensor([[0.8941]]), tensor([[1.0000]])]",0,7
gpt-4,Famous Quotes,5,8,"Knowledge speaks, but wisdom listens. ","['Knowledge', ' speaks', ',', ' but']","['wis', 'dom', ' listens', '.']","[' wisdom', ' listens', '.', ' ']",0.75,wisdom listens., wisdom listens. ,tensor([[1.0000]]),3,"[tensor([[0.7727]]), tensor([[0.8941]]), tensor([[1.0000]])]",0,7
gpt-3.5-turbo,Famous Quotes,6,18,Deep listening is the kind of listening that can help relieve the suffering of another person. ,"['Deep', ' listening', ' is', ' the', ' kind', ' of', ' listening', ' that', ' can']","['help', ' transform', ' someone', ""'s"", ' life', '.']","[' help', ' relieve', ' the', ' suffering', ' of', ' another']",1.0,help transform someone's life., help relieve the suffering of another person. ,tensor([[0.8787]]),5,"[tensor([[0.7869]]), tensor([[0.8666]]), tensor([[0.8247]]), tensor([[0.8621]]), tensor([[0.8787]])]",0,14
gpt-4-1106-preview,Famous Quotes,6,18,Deep listening is the kind of listening that can help relieve the suffering of another person. ,"['Deep', ' listening', ' is', ' the', ' kind', ' of', ' listening', ' that', ' can']","['help', ' relieve', ' the', ' suffering', ' of', ' another', ' person', '.', ' You']","[' help', ' relieve', ' the', ' suffering', ' of', ' another', ' person', '.', ' ']",0.2222222222222222,help relieve the suffering of another person. You listen with only one purpose: to help him or her to empty his heart., help relieve the suffering of another person. ,tensor([[1.]]),8,"[tensor([[0.7869]]), tensor([[0.8666]]), tensor([[0.9106]]), tensor([[0.9156]]), tensor([[0.9495]]), tensor([[0.9510]]), tensor([[0.9860]]), tensor([[1.]]), tensor([[0.9877]]), tensor([[0.9605]]), tensor([[0.9625]]), tensor([[0.9495]]), tensor([[0.9454]]), tensor([[0.9386]]), tensor([[0.9376]]), tensor([[0.9311]]), tensor([[0.9215]]), tensor([[0.9266]]), tensor([[0.9277]]), tensor([[0.9269]]), tensor([[0.9169]]), tensor([[0.9187]]), tensor([[0.9076]])]",0,17
gpt-4,Famous Quotes,6,18,Deep listening is the kind of listening that can help relieve the suffering of another person. ,"['Deep', ' listening', ' is', ' the', ' kind', ' of', ' listening', ' that', ' can']","['help', ' us', ' get', ' to', ' the', ' heart', ' of', ' things', '.']","[' help', ' relieve', ' the', ' suffering', ' of', ' another', ' person', '.', ' ']",0.8888888888888888,help us get to the heart of things., help relieve the suffering of another person. ,tensor([[0.8666]]),2,"[tensor([[0.7869]]), tensor([[0.8666]]), tensor([[0.8481]]), tensor([[0.8449]]), tensor([[0.8326]]), tensor([[0.8229]]), tensor([[0.8387]]), tensor([[0.8360]]), tensor([[0.8438]])]",0,17
gpt-3.5-turbo,Famous Quotes,7,20,"There are no problems we cannot solve together, and very few that we can solve by ourselves. ",['There'],"['is', ' no', ' power', ' for', ' change', ' greater', ' than', ' a', ' community', ' discovering', ' what', ' it', ' cares', ' about', '.']","[' are', ' no', ' problems', ' we', ' cannot', ' solve', ' together', ',', ' and', ' very', ' few', ' that', ' we', ' can', ' solve']",0.9333333333333333,is no power for change greater than a community discovering what it cares about.," are no problems we cannot solve together, and very few that we can solve by ourselves. ",tensor([[0.8472]]),15,"[tensor([[0.7706]]), tensor([[0.7842]]), tensor([[0.8229]]), tensor([[0.8095]]), tensor([[0.8089]]), tensor([[0.8230]]), tensor([[0.8163]]), tensor([[0.8193]]), tensor([[0.8200]]), tensor([[0.8192]]), tensor([[0.8189]]), tensor([[0.8177]]), tensor([[0.8159]]), tensor([[0.8170]]), tensor([[0.8472]])]",0,15
gpt-4-1106-preview,Famous Quotes,7,20,"There are no problems we cannot solve together, and very few that we can solve by ourselves. ",['There'],"['There', ' are', ' various', ' famous', ' quotes', ' beginning', ' with', ' the', ' word', ' ""', 'There', ',""', ' but', ' without', ' more', ' context', ',', ' it', ' is']","[' are', ' no', ' problems', ' we', ' cannot', ' solve', ' together', ',', ' and', ' very', ' few', ' that', ' we', ' can', ' solve', ' by', ' ourselves', '.', ' ']",1.0,"There are various famous quotes beginning with the word ""There,"" but without more context, it is difficult to select the appropriate one to complete. Here are a few examples of famous quotes that start with ""There"":

1. ""There are only two ways"," are no problems we cannot solve together, and very few that we can solve by ourselves. ",tensor([[0.8022]]),18,"[tensor([[0.7706]]), tensor([[0.7749]]), tensor([[0.7963]]), tensor([[0.7706]]), tensor([[0.7309]]), tensor([[0.7694]]), tensor([[0.7569]]), tensor([[0.7585]]), tensor([[0.7583]]), tensor([[0.7521]]), tensor([[0.7629]]), tensor([[0.7710]]), tensor([[0.7814]]), tensor([[0.7815]]), tensor([[0.7993]]), tensor([[0.7926]]), tensor([[0.7934]]), tensor([[0.8022]]), tensor([[0.7968]]), tensor([[0.7899]]), tensor([[0.7858]]), tensor([[0.7877]]), tensor([[0.7909]]), tensor([[0.7918]]), tensor([[0.7946]]), tensor([[0.7860]]), tensor([[0.7804]]), tensor([[0.7828]]), tensor([[0.7852]]), tensor([[0.7825]]), tensor([[0.7800]]), tensor([[0.7711]]), tensor([[0.7766]]), tensor([[0.7776]]), tensor([[0.7677]]), tensor([[0.7665]]), tensor([[0.7656]]), tensor([[0.7671]]), tensor([[0.7646]]), tensor([[0.7781]]), tensor([[0.7783]]), tensor([[0.7839]])]",0,19
gpt-4,Famous Quotes,7,20,"There are no problems we cannot solve together, and very few that we can solve by ourselves. ",['There'],"['are', ' no', ' shortcuts', ' to', ' any', ' place', ' worth', ' going', '.']","[' are', ' no', ' problems', ' we', ' cannot', ' solve', ' together', ',', ' and']",0.8888888888888888,are no shortcuts to any place worth going.," are no problems we cannot solve together, and very few that we can solve by ourselves. ",tensor([[0.8448]]),4,"[tensor([[0.7706]]), tensor([[0.7874]]), tensor([[0.8241]]), tensor([[0.8448]]), tensor([[0.8442]]), tensor([[0.8359]]), tensor([[0.8299]]), tensor([[0.8262]]), tensor([[0.8400]])]",0,9
gpt-3.5-turbo,Famous Quotes,8,21,I always wondered why somebody didn't do something about that; then I realized that I am somebody. ,"['I', ' always', ' wondered', ' why', ' somebody', ' didn', ""'t""]","['do', ' something', ' about', ' that', '.', ' Then', ' I', ' realized', ' I', ' am', ' somebody', '.', ' -', ' Lily']","[' do', ' something', ' about', ' that', ';', ' then', ' I', ' realized', ' that', ' I', ' am', ' somebody', '.', ' ']",0.42857142857142855,do something about that. Then I realized I am somebody. - Lily Tomlin, do something about that; then I realized that I am somebody. ,tensor([[0.9949]]),11,"[tensor([[0.7445]]), tensor([[0.7771]]), tensor([[0.8331]]), tensor([[0.8403]]), tensor([[0.8661]]), tensor([[0.8780]]), tensor([[0.9105]]), tensor([[0.9385]]), tensor([[0.9449]]), tensor([[0.9551]]), tensor([[0.9949]]), tensor([[0.9938]]), tensor([[0.9428]]), tensor([[0.9147]])]",0,20
gpt-4-1106-preview,Famous Quotes,8,21,I always wondered why somebody didn't do something about that; then I realized that I am somebody. ,"['I', ' always', ' wondered', ' why', ' somebody', ' didn', ""'t""]","['do', ' something', ' about', ' that', ',', ' then', ' I', ' realized', ' I', ' am', ' somebody', '.']","[' do', ' something', ' about', ' that', ';', ' then', ' I', ' realized', ' that', ' I', ' am', ' somebody']",0.3333333333333333,"do something about that, then I realized I am somebody.", do something about that; then I realized that I am somebody. ,tensor([[0.9975]]),11,"[tensor([[0.7445]]), tensor([[0.7771]]), tensor([[0.8331]]), tensor([[0.8403]]), tensor([[0.8676]]), tensor([[0.8695]]), tensor([[0.9082]]), tensor([[0.9388]]), tensor([[0.9459]]), tensor([[0.9581]]), tensor([[0.9975]])]",0,18
gpt-4,Famous Quotes,8,21,I always wondered why somebody didn't do something about that; then I realized that I am somebody. ,"['I', ' always', ' wondered', ' why', ' somebody', ' didn', ""'t""]","['do', ' something', ' about', ' that', '.', ' Then', ' I', ' realized', ' I', ' am', ' somebody', '.']","[' do', ' something', ' about', ' that', ';', ' then', ' I', ' realized', ' that', ' I', ' am', ' somebody']",0.4166666666666667,do something about that. Then I realized I am somebody., do something about that; then I realized that I am somebody. ,tensor([[0.9949]]),11,"[tensor([[0.7445]]), tensor([[0.7771]]), tensor([[0.8331]]), tensor([[0.8403]]), tensor([[0.8661]]), tensor([[0.8780]]), tensor([[0.9105]]), tensor([[0.9385]]), tensor([[0.9449]]), tensor([[0.9551]]), tensor([[0.9949]])]",0,18
gpt-3.5-turbo,Famous Quotes,9,25,"Let us develop respect for all living things. Let us try to replace violence and intolerance with understanding, compassion and love. ","['Let', ' us', ' develop', ' respect', ' for', ' all', ' living', ' things', '.', ' Let']","['us', ' develop', ' respect', ' for', ' all', ' living', ' things', '.', ' Let', ' us', ' not', ' forget', ' that', ' the', ' world']","[' us', ' try', ' to', ' replace', ' violence', ' and', ' intolerance', ' with', ' understanding', ',', ' compassion', ' and', ' love', '.', ' ']",1.0,"us develop respect for all living things. Let us not forget that the world we live in is interconnected, and that the well-being of one species is intricately tied to the well-being of all others. Let us remember that every plant, every animal"," us try to replace violence and intolerance with understanding, compassion and love. ",tensor([[0.8605]]),10,"[tensor([[0.7372]]), tensor([[0.7819]]), tensor([[0.7709]]), tensor([[0.8456]]), tensor([[0.8549]]), tensor([[0.8582]]), tensor([[0.8555]]), tensor([[0.8603]]), tensor([[0.8563]]), tensor([[0.8605]]), tensor([[0.8340]]), tensor([[0.8510]]), tensor([[0.8480]]), tensor([[0.8479]]), tensor([[0.8514]]), tensor([[0.8527]]), tensor([[0.8473]]), tensor([[0.8465]]), tensor([[0.8463]]), tensor([[0.8552]]), tensor([[0.8504]]), tensor([[0.8528]]), tensor([[0.8486]]), tensor([[0.8532]]), tensor([[0.8514]]), tensor([[0.8509]]), tensor([[0.8504]]), tensor([[0.8497]]), tensor([[0.8516]]), tensor([[0.8482]]), tensor([[0.8491]]), tensor([[0.8438]]), tensor([[0.8478]]), tensor([[0.8468]]), tensor([[0.8461]]), tensor([[0.8466]]), tensor([[0.8365]]), tensor([[0.8430]]), tensor([[0.8407]]), tensor([[0.8410]]), tensor([[0.8395]]), tensor([[0.8362]]), tensor([[0.8338]]), tensor([[0.8367]])]",0,24
gpt-4-1106-preview,Famous Quotes,9,25,"Let us develop respect for all living things. Let us try to replace violence and intolerance with understanding, compassion and love. ","['Let', ' us', ' develop', ' respect', ' for', ' all', ' living', ' things', '.', ' Let']","['us', ' try', ' to', ' replace', ' violence', ' and', ' intolerance', ' with', ' understanding', ' and', ' compassion', '.', ' And', ' love', '.']","[' us', ' try', ' to', ' replace', ' violence', ' and', ' intolerance', ' with', ' understanding', ',', ' compassion', ' and', ' love', '.', ' ']",0.3333333333333333,us try to replace violence and intolerance with understanding and compassion. And love.," us try to replace violence and intolerance with understanding, compassion and love. ",tensor([[0.9857]]),12,"[tensor([[0.7372]]), tensor([[0.7819]]), tensor([[0.8055]]), tensor([[0.8198]]), tensor([[0.8419]]), tensor([[0.8968]]), tensor([[0.9035]]), tensor([[0.9266]]), tensor([[0.9228]]), tensor([[0.9435]]), tensor([[0.9490]]), tensor([[0.9857]]), tensor([[0.9766]]), tensor([[0.9844]])]",0,24
gpt-4,Famous Quotes,9,25,"Let us develop respect for all living things. Let us try to replace violence and intolerance with understanding, compassion and love. ","['Let', ' us', ' develop', ' respect', ' for', ' all', ' living', ' things', '.', ' Let']","['us', ' try', ' to', ' replace', ' violence', ' and', ' intolerance', ' with', ' understanding', ' and', ' compassion', '.', ' And', ' love', '.']","[' us', ' try', ' to', ' replace', ' violence', ' and', ' intolerance', ' with', ' understanding', ',', ' compassion', ' and', ' love', '.', ' ']",0.3333333333333333,us try to replace violence and intolerance with understanding and compassion. And love.," us try to replace violence and intolerance with understanding, compassion and love. ",tensor([[0.9857]]),12,"[tensor([[0.7372]]), tensor([[0.7819]]), tensor([[0.8055]]), tensor([[0.8198]]), tensor([[0.8419]]), tensor([[0.8968]]), tensor([[0.9035]]), tensor([[0.9266]]), tensor([[0.9228]]), tensor([[0.9435]]), tensor([[0.9490]]), tensor([[0.9857]]), tensor([[0.9766]]), tensor([[0.9844]])]",0,24
gpt-3.5-turbo,Famous Quotes,10,23,"We say 'things will turn out', but no. It's what we do that actually creates the future. ","['We', ' say', "" '"", 'things', ' will', ' turn', ' out', ""',"", ' but']","['we', ' rarely', ' specify', ' in', ' what', ' way', '.""']","[' no', '.', ' It', ""'s"", ' what', ' we', ' do']",0.8571428571428571,"we rarely specify in what way.""", no. It's what we do that actually creates the future. ,tensor([[0.8164]]),3,"[tensor([[0.8046]]), tensor([[0.8012]]), tensor([[0.8164]]), tensor([[0.8094]]), tensor([[0.8082]]), tensor([[0.8004]]), tensor([[0.7889]])]",0,15
gpt-4-1106-preview,Famous Quotes,10,23,"We say 'things will turn out', but no. It's what we do that actually creates the future. ","['We', ' say', "" '"", 'things', ' will', ' turn', ' out', ""',"", ' but']","['I', ' cannot', ' provide', ' the', ' completion', ' to', ' your', ' quote', ' as', ' it', ' isn', ""'t"", ' a', ' recognized']","[' no', '.', ' It', ""'s"", ' what', ' we', ' do', ' that', ' actually', ' creates', ' the', ' future', '.', ' ']",1.0,"I cannot provide the completion to your quote as it isn't a recognized beginning of any well-known sayings or quotes in my current database. If this is part of a specific text or quote from a certain individual, please provide more context or verify the", no. It's what we do that actually creates the future. ,tensor([[0.8394]]),24,"[tensor([[0.8046]]), tensor([[0.7762]]), tensor([[0.7618]]), tensor([[0.7833]]), tensor([[0.7913]]), tensor([[0.7838]]), tensor([[0.7881]]), tensor([[0.7964]]), tensor([[0.8038]]), tensor([[0.8042]]), tensor([[0.8066]]), tensor([[0.8112]]), tensor([[0.8160]]), tensor([[0.8182]]), tensor([[0.8202]]), tensor([[0.8166]]), tensor([[0.8229]]), tensor([[0.8210]]), tensor([[0.8241]]), tensor([[0.8229]]), tensor([[0.8286]]), tensor([[0.8261]]), tensor([[0.8243]]), tensor([[0.8394]]), tensor([[0.8306]]), tensor([[0.8334]]), tensor([[0.8347]]), tensor([[0.8340]]), tensor([[0.8322]]), tensor([[0.8337]]), tensor([[0.8348]]), tensor([[0.8313]]), tensor([[0.8331]]), tensor([[0.8334]]), tensor([[0.8327]]), tensor([[0.8316]]), tensor([[0.8325]]), tensor([[0.8280]]), tensor([[0.8324]]), tensor([[0.8325]]), tensor([[0.8324]]), tensor([[0.8307]]), tensor([[0.8342]]), tensor([[0.8338]]), tensor([[0.8357]]), tensor([[0.8375]])]",0,22
gpt-4,Famous Quotes,10,23,"We say 'things will turn out', but no. It's what we do that actually creates the future. ","['We', ' say', "" '"", 'things', ' will', ' turn', ' out', ""',"", ' but']","['they', ' don', ""'t"", ' say', ' when', '.']","[' no', '.', ' It', ""'s"", ' what', ' we']",1.0,they don't say when., no. It's what we do that actually creates the future. ,tensor([[0.8142]]),3,"[tensor([[0.8046]]), tensor([[0.7718]]), tensor([[0.8142]]), tensor([[0.7583]]), tensor([[0.7791]])]",0,14
gpt-3.5-turbo,Famous Quotes,11,23,"When one tugs at a single thing in nature, one finds it attached to the rest of the world. ","['When', ' one', ' t', 'ugs', ' at', ' a', ' single', ' thing', ' in']","['nature', ',', ' he', ' finds', ' it', ' attached', ' to', ' the', ' rest', ' of', ' the', ' world', '.']","[' nature', ',', ' one', ' finds', ' it', ' attached', ' to', ' the', ' rest', ' of', ' the', ' world', '.']",0.15384615384615385,"nature, he finds it attached to the rest of the world."," nature, one finds it attached to the rest of the world. ",tensor([[0.9746]]),12,"[tensor([[0.7967]]), tensor([[0.8908]]), tensor([[0.8803]]), tensor([[0.8898]]), tensor([[0.8932]]), tensor([[0.9274]]), tensor([[0.9350]]), tensor([[0.9370]]), tensor([[0.9464]]), tensor([[0.9452]]), tensor([[0.9442]]), tensor([[0.9746]])]",0,21
gpt-4-1106-preview,Famous Quotes,11,23,"When one tugs at a single thing in nature, one finds it attached to the rest of the world. ","['When', ' one', ' t', 'ugs', ' at', ' a', ' single', ' thing', ' in']","['When', ' one', ' t', 'ugs', ' at', ' a', ' single', ' thing', ' in', ' nature', ',', ' he', ' finds', ' it']","[' nature', ',', ' one', ' finds', ' it', ' attached', ' to', ' the', ' rest', ' of', ' the', ' world', '.', ' ']",1.0,"When one tugs at a single thing in nature, he finds it attached to the rest of the world."," nature, one finds it attached to the rest of the world. ",tensor([[0.9497]]),20,"[tensor([[0.7967]]), tensor([[0.7735]]), tensor([[0.8191]]), tensor([[0.8260]]), tensor([[0.8314]]), tensor([[0.8321]]), tensor([[0.8155]]), tensor([[0.8345]]), tensor([[0.8288]]), tensor([[0.8822]]), tensor([[0.8834]]), tensor([[0.8972]]), tensor([[0.9002]]), tensor([[0.9088]]), tensor([[0.9105]]), tensor([[0.9125]]), tensor([[0.9193]]), tensor([[0.9197]]), tensor([[0.9216]]), tensor([[0.9497]])]",0,22
