,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
560,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",4417,40," yet. A single jersey
hangs in his stall, game-used, sleeves decorated with smudges of
dirt. And Giordano is standing there, whipping a pair of balled","[' yet', '.', ' A', ' single', ' jersey', '\n', 'hang', 's', ' in', ' his', ' stall', ',', ' game']","['w', 'orn', ' and', ' sweat', ' stained', '.', ' The', ' number', "" '"", '17', ""'"", ' boldly', ' emb', 'ossed', ' on', ' the', ' back', ' of', ' the', ' worn', ' fabric', ' serves', ' as', ' a', ' constant', ' reminder', ' of']","['-used', ',', ' sleeves', ' decorated', ' with', ' sm', 'ud', 'ges', ' of', '\n', 'd', 'irt', '.', ' And', ' Gi', 'ord', 'ano', ' is', ' standing', ' there', ',', ' whipping', ' a', ' pair', ' of', ' b', 'alled']",1.0,"worn and sweat stained. The number '17' boldly embossed on the back of the worn fabric serves as a constant reminder of his past, of the glory days now long gone. The once vibrant crimson and gold colors have faded over time,","-used, sleeves decorated with smudges of
dirt. And Giordano is standing there, whipping a pair of balled",tensor([[0.8276]]),14,"[tensor([[0.7716]]), tensor([[0.7807]]), tensor([[0.8015]]), tensor([[0.8129]]), tensor([[0.8081]]), tensor([[0.8141]]), tensor([[0.8044]]), tensor([[0.8137]]), tensor([[0.8126]]), tensor([[0.8231]]), tensor([[0.8242]]), tensor([[0.8230]]), tensor([[0.8264]]), tensor([[0.8276]]), tensor([[0.8256]]), tensor([[0.8254]]), tensor([[0.8226]]), tensor([[0.8255]]), tensor([[0.8195]]), tensor([[0.8169]]), tensor([[0.8176]]), tensor([[0.8152]]), tensor([[0.8139]]), tensor([[0.8135]]), tensor([[0.8129]]), tensor([[0.8171]]), tensor([[0.8152]]), tensor([[0.8156]]), tensor([[0.8137]]), tensor([[0.8138]]), tensor([[0.8122]]), tensor([[0.8007]]), tensor([[0.8089]]), tensor([[0.8089]]), tensor([[0.8060]]), tensor([[0.8086]]), tensor([[0.8100]]), tensor([[0.8078]]), tensor([[0.8071]]), tensor([[0.8067]]), tensor([[0.8035]]), tensor([[0.8028]]), tensor([[0.7963]])]",4416,4455,0.0010005002501250625
563,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",3356,27,"the night before, too intimidated to even whiff at it. Charlie
doesn’t say anything in response, long enough that Gordon says","['the', ' night', ' before', ',', ' too', ' intimidated', ' to', ' even', ' wh', 'iff', ' at', ' it', '.']","['She', ' felt', ' a', ' whole', ' other', ' level', ' of', ' fear', ' now', ',', ' keeping', ' her', ' locked', ' away']","[' Charlie', '\n', 'doesn', '’t', ' say', ' anything', ' in', ' response', ',', ' long', ' enough', ' that', ' Gordon', ' says']",1.0,"She felt a whole other level of fear now, keeping her locked away from the world, almost paralyzing her. The intensity of the wild fire, its red-orange ferocity, was hypnotic yet terrifyingly beautiful. As she hid in the"," Charlie
doesn’t say anything in response, long enough that Gordon says",tensor([[0.7737]]),13,"[tensor([[0.7553]]), tensor([[0.7399]]), tensor([[0.7413]]), tensor([[0.7567]]), tensor([[0.7518]]), tensor([[0.7490]]), tensor([[0.7421]]), tensor([[0.7476]]), tensor([[0.7545]]), tensor([[0.7444]]), tensor([[0.7565]]), tensor([[0.7596]]), tensor([[0.7737]]), tensor([[0.7680]]), tensor([[0.7695]]), tensor([[0.7662]]), tensor([[0.7502]]), tensor([[0.7574]]), tensor([[0.7659]]), tensor([[0.7520]]), tensor([[0.7575]]), tensor([[0.7708]]), tensor([[0.7601]]), tensor([[0.7605]]), tensor([[0.7680]]), tensor([[0.7559]]), tensor([[0.7566]]), tensor([[0.7517]]), tensor([[0.7439]]), tensor([[0.7429]]), tensor([[0.7397]]), tensor([[0.7408]]), tensor([[0.7372]]), tensor([[0.7310]]), tensor([[0.7339]]), tensor([[0.7346]]), tensor([[0.7330]]), tensor([[0.7324]]), tensor([[0.7333]])]",3355,3381,0.0010005002501250625
566,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",4972,31," meant the other ones.”
“You be sure to say that nice and loud when the reporters
come in.” He gives a low conspiratorial whistle.
Charlie laughs","[' meant', ' the', ' other', ' ones', '.”\n', '“You', ' be', ' sure']","['and', ' take', ' care', ' of', ' yourself', ',', ' alright', '?""', ' I', ' nodded', ',', ' understanding', ' his', ' concern', '.', ' Living', ' near', ' a', ' forest', ' that', ' was', ' prone', ' to']","[' to', ' say', ' that', ' nice', ' and', ' loud', ' when', ' the', ' reporters', '\n', 'come', ' in', '.”', ' He', ' gives', ' a', ' low', ' conspir', 'atorial', ' whistle', '.\n', 'Charlie', ' laughs']",1.0,"and take care of yourself, alright?"" I nodded, understanding his concern. Living near a forest that was prone to wildfires meant you had to be prepared for anything. Having your life uprooted at a moment's notice was commonplace, but that didn"," to say that nice and loud when the reporters
come in.” He gives a low conspiratorial whistle.
Charlie laughs",tensor([[0.7947]]),2,"[tensor([[0.7737]]), tensor([[0.7947]]), tensor([[0.7779]]), tensor([[0.7616]]), tensor([[0.7637]]), tensor([[0.7376]]), tensor([[0.7491]]), tensor([[0.7522]]), tensor([[0.7533]]), tensor([[0.7499]]), tensor([[0.7550]]), tensor([[0.7562]]), tensor([[0.7609]]), tensor([[0.7610]]), tensor([[0.7615]]), tensor([[0.7614]]), tensor([[0.7596]]), tensor([[0.7586]]), tensor([[0.7630]]), tensor([[0.7605]]), tensor([[0.7624]]), tensor([[0.7635]]), tensor([[0.7614]]), tensor([[0.7609]]), tensor([[0.7605]]), tensor([[0.7594]]), tensor([[0.7641]]), tensor([[0.7619]]), tensor([[0.7624]]), tensor([[0.7619]]), tensor([[0.7613]]), tensor([[0.7620]]), tensor([[0.7641]]), tensor([[0.7618]]), tensor([[0.7627]]), tensor([[0.7634]]), tensor([[0.7656]]), tensor([[0.7624]]), tensor([[0.7642]]), tensor([[0.7623]]), tensor([[0.7623]]), tensor([[0.7634]])]",4971,5001,0.0010005002501250625
569,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",4196,31," Charlie leans to
tap him at his waist, fingers brushing the leather of his belt, be‐
fore Giordano retreats into the clubhouse.
","[' Charlie', ' leans', ' to', '\n', 'tap', ' him', ' at', ' his']","['should', 'er', ',', ' a', ' gesture', ' imb', 'ued', ' with', ' familiarity', ' resulting', ' from', ' their', ' long', '-standing', ' friendship', '.', ' With', ' squ', 'int', 'ed', ' eyes', ' and', ' a']","[' waist', ',', ' fingers', ' brushing', ' the', ' leather', ' of', ' his', ' belt', ',', ' be', '‐', '\n', 'fore', ' Gi', 'ord', 'ano', ' retreat', 's', ' into', ' the', ' clubhouse', '.\n']",1.0,"shoulder, a gesture imbued with familiarity resulting from their long-standing friendship. With squinted eyes and a serious countenance, he delivers a warning to be more vigilant, despite the perceived calmness of the fire season. The deceptive tranquility"," waist, fingers brushing the leather of his belt, be‐
fore Giordano retreats into the clubhouse.
",tensor([[0.7956]]),3,"[tensor([[0.7657]]), tensor([[0.7880]]), tensor([[0.7956]]), tensor([[0.7918]]), tensor([[0.7937]]), tensor([[0.7906]]), tensor([[0.7818]]), tensor([[0.7803]]), tensor([[0.7728]]), tensor([[0.7749]]), tensor([[0.7642]]), tensor([[0.7751]]), tensor([[0.7616]]), tensor([[0.7689]]), tensor([[0.7687]]), tensor([[0.7710]]), tensor([[0.7716]]), tensor([[0.7646]]), tensor([[0.7758]]), tensor([[0.7756]]), tensor([[0.7872]]), tensor([[0.7881]]), tensor([[0.7844]]), tensor([[0.7835]]), tensor([[0.7841]]), tensor([[0.7850]]), tensor([[0.7942]]), tensor([[0.7886]]), tensor([[0.7923]]), tensor([[0.7845]]), tensor([[0.7819]]), tensor([[0.7820]]), tensor([[0.7861]]), tensor([[0.7760]]), tensor([[0.7856]]), tensor([[0.7813]]), tensor([[0.7803]]), tensor([[0.7748]])]",4195,4225,0.0010005002501250625
572,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",3944,26," nerves. But the
next two Seattle hitters are disinterested in scoring, and they
make for painless outs. Two down","[' nerves', '.', ' But', ' the', '\n', 'next', ' two', ' Seattle', ' hitters', ' are']","['quick', ' and', ' experienced', '.', ' They', ' size', ' up', ' their', ' chances', ' as', ' the', ' temperature', ' rises', ',', ' more', ' in']","[' dis', 'interested', ' in', ' scoring', ',', ' and', ' they', '\n', 'make', ' for', ' pain', 'less', ' outs', '.', ' Two', ' down']",1.0,"quick and experienced. They size up their chances as the temperature rises, more in the tension around them than in the weather. Each swing, each contact with the ball, echoes on the quiet field. It's more than a game, it's a"," disinterested in scoring, and they
make for painless outs. Two down",tensor([[0.8258]]),41,"[tensor([[0.7606]]), tensor([[0.7431]]), tensor([[0.7690]]), tensor([[0.7486]]), tensor([[0.7712]]), tensor([[0.7779]]), tensor([[0.7843]]), tensor([[0.7885]]), tensor([[0.8098]]), tensor([[0.8063]]), tensor([[0.8066]]), tensor([[0.8160]]), tensor([[0.8047]]), tensor([[0.8086]]), tensor([[0.8120]]), tensor([[0.8098]]), tensor([[0.8128]]), tensor([[0.8124]]), tensor([[0.8107]]), tensor([[0.8137]]), tensor([[0.8168]]), tensor([[0.8228]]), tensor([[0.8051]]), tensor([[0.8147]]), tensor([[0.8144]]), tensor([[0.8150]]), tensor([[0.8125]]), tensor([[0.8128]]), tensor([[0.8153]]), tensor([[0.8189]]), tensor([[0.8164]]), tensor([[0.8192]]), tensor([[0.8162]]), tensor([[0.8214]]), tensor([[0.8100]]), tensor([[0.8118]]), tensor([[0.8194]]), tensor([[0.8185]]), tensor([[0.8201]]), tensor([[0.8254]]), tensor([[0.8258]]), tensor([[0.8219]])]",3943,3968,0.0010005002501250625
575,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",5579,24," a question for
Giordano. “What, if anything, have you done to retool since your
last","[' a', ' question', ' for', '\n', 'Gi', 'ord']","['ano', '.', ' ""', 'Does', ' it', ' always', ' get', ' this', ' hot', ' during', ' fire', ' season', '?""', ' I', ' asked', ',', ' wiping', ' the']","['ano', '.', ' “', 'What', ',', ' if', ' anything', ',', ' have', ' you', ' done', ' to', ' re', 'tool', ' since', ' your', '\n', 'last']",0.8888888888888888,"ano. ""Does it always get this hot during fire season?"" I asked, wiping the sweat from my forehead. His hardened face broke into a slight grin as he paused from his work and looked out over the scorched landscape. ""No, kid","ano. “What, if anything, have you done to retool since your
last",tensor([[0.8739]]),5,"[tensor([[0.7766]]), tensor([[0.8519]]), tensor([[0.8639]]), tensor([[0.8703]]), tensor([[0.8739]]), tensor([[0.8591]]), tensor([[0.8572]]), tensor([[0.8504]]), tensor([[0.8445]]), tensor([[0.8318]]), tensor([[0.8423]]), tensor([[0.8388]]), tensor([[0.8262]]), tensor([[0.8472]]), tensor([[0.8405]]), tensor([[0.8414]]), tensor([[0.8408]]), tensor([[0.8310]]), tensor([[0.8271]]), tensor([[0.8211]]), tensor([[0.8295]]), tensor([[0.8361]]), tensor([[0.8337]]), tensor([[0.8312]]), tensor([[0.8299]]), tensor([[0.8340]]), tensor([[0.8373]]), tensor([[0.8300]]), tensor([[0.8299]]), tensor([[0.8332]]), tensor([[0.8294]]), tensor([[0.8302]]), tensor([[0.8328]]), tensor([[0.8281]]), tensor([[0.8313]]), tensor([[0.8311]]), tensor([[0.8313]]), tensor([[0.8296]]), tensor([[0.8290]]), tensor([[0.8262]]), tensor([[0.8259]]), tensor([[0.8278]])]",5578,5601,0.0010005002501250625
578,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",3711,21," is rosining his hands. “I did some
checking up on him. Guy’s got some issues","[' is', ' ros', 'ining', ' his', ' hands', '.', ' “']","['""There', ""'s"", ' a', ' particular', ' dance', ' to', ' it', ',""', ' he', ' says', ' as', ' his', ' fingers', ' slide']","['I', ' did', ' some', '\n', 'checking', ' up', ' on', ' him', '.', ' Guy', '’s', ' got', ' some', ' issues']",1.0,"""There's a particular dance to it,"" he says as his fingers slide purposefully across the amber block, flexing and unfurling with a dexterity earned from years of hard work. He rubs the sticky substance on his palms until they gle","I did some
checking up on him. Guy’s got some issues",tensor([[0.8183]]),4,"[tensor([[0.7638]]), tensor([[0.7831]]), tensor([[0.7898]]), tensor([[0.8183]]), tensor([[0.7826]]), tensor([[0.7815]]), tensor([[0.7890]]), tensor([[0.7850]]), tensor([[0.8060]]), tensor([[0.8041]]), tensor([[0.8105]]), tensor([[0.8080]]), tensor([[0.8057]]), tensor([[0.7961]]), tensor([[0.7954]]), tensor([[0.7962]]), tensor([[0.7989]]), tensor([[0.7991]]), tensor([[0.7921]]), tensor([[0.7977]]), tensor([[0.7978]]), tensor([[0.7987]]), tensor([[0.8016]]), tensor([[0.7955]]), tensor([[0.7936]]), tensor([[0.7938]]), tensor([[0.7971]]), tensor([[0.7986]]), tensor([[0.7971]]), tensor([[0.8017]]), tensor([[0.8007]]), tensor([[0.8007]]), tensor([[0.8030]]), tensor([[0.7988]]), tensor([[0.8008]]), tensor([[0.8004]]), tensor([[0.8010]]), tensor([[0.8012]]), tensor([[0.8003]]), tensor([[0.8023]]), tensor([[0.8022]])]",3710,3730,0.0010005002501250625
581,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",3480,29," hands are mercifully free of any reminders
about marriage.
It is an easy game, made easier because Charlie’s not playing in
it","[' hands', ' are', ' merc', 'iful', 'ly', ' free', ' of', ' any', ' reminders', '\n', 'about', ' marriage']","['or', ' commitment', ',', ' except', ' for', ' the', ' faint', ' indentation', ' where', ' a', ' gold', ' band', ' used', ' to', ' reside', '.', ' The']","['.\n', 'It', ' is', ' an', ' easy', ' game', ',', ' made', ' easier', ' because', ' Charlie', '’s', ' not', ' playing', ' in', '\n', 'it']",1.0,"or commitment, except for the faint indentation where a gold band used to reside. The absence of the ring is as tangible as its presence used to be, serving as a constant reminder of love lost and the insurmountable harshness of fate.",".
It is an easy game, made easier because Charlie’s not playing in
it",tensor([[0.8187]]),23,"[tensor([[0.7740]]), tensor([[0.7899]]), tensor([[0.8012]]), tensor([[0.8138]]), tensor([[0.8120]]), tensor([[0.8147]]), tensor([[0.8129]]), tensor([[0.8112]]), tensor([[0.8089]]), tensor([[0.8086]]), tensor([[0.8116]]), tensor([[0.8011]]), tensor([[0.7987]]), tensor([[0.7972]]), tensor([[0.7855]]), tensor([[0.7939]]), tensor([[0.8111]]), tensor([[0.8077]]), tensor([[0.8085]]), tensor([[0.8116]]), tensor([[0.8103]]), tensor([[0.8070]]), tensor([[0.8187]]), tensor([[0.8120]]), tensor([[0.8185]]), tensor([[0.8150]]), tensor([[0.8142]]), tensor([[0.8135]]), tensor([[0.8060]]), tensor([[0.8112]]), tensor([[0.8046]]), tensor([[0.8033]]), tensor([[0.8058]]), tensor([[0.8061]]), tensor([[0.8006]]), tensor([[0.7973]]), tensor([[0.7948]]), tensor([[0.7904]]), tensor([[0.7903]]), tensor([[0.7932]]), tensor([[0.7913]]), tensor([[0.7871]]), tensor([[0.7817]])]",3479,3507,0.0010005002501250625
584,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",2089,20,"ton. “What’s there to say?”
“Or maybe they weren’t, because that’s","['ton', '.', ' “', 'What', '’s', ' there', ' to', ' say', '?”', '\n']","['His', ' voice', ' was', ' gr', 'uff', ',', ' layered', ' thick', ' with', ' hardened']","['“', 'Or', ' maybe', ' they', ' weren', '’t', ',', ' because', ' that', '’s']",1.0,"His voice was gruff, layered thick with hardened resolve and shaded with the scars of countless battles fought not just with the raging infernos, but also with the unbearable guilt and loss etched deep within.","“Or maybe they weren’t, because that’s",tensor([[0.7772]]),2,"[tensor([[0.7321]]), tensor([[0.7772]]), tensor([[0.7109]]), tensor([[0.7691]]), tensor([[0.7488]]), tensor([[0.7345]]), tensor([[0.7411]]), tensor([[0.7427]]), tensor([[0.7450]]), tensor([[0.7359]]), tensor([[0.7358]]), tensor([[0.7403]]), tensor([[0.7432]]), tensor([[0.7436]]), tensor([[0.7422]]), tensor([[0.7440]]), tensor([[0.7405]]), tensor([[0.7340]]), tensor([[0.7344]]), tensor([[0.7601]]), tensor([[0.7391]]), tensor([[0.7381]]), tensor([[0.7394]]), tensor([[0.7384]]), tensor([[0.7334]]), tensor([[0.7371]]), tensor([[0.7382]]), tensor([[0.7388]]), tensor([[0.7397]]), tensor([[0.7357]]), tensor([[0.7395]]), tensor([[0.7394]]), tensor([[0.7359]]), tensor([[0.7337]]), tensor([[0.7345]]), tensor([[0.7290]])]",2088,2107,0.0010005002501250625
587,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",1788,28,"ibly even a joke at his own expense.
Reid laughs, loud enough to draw looks from a few other guys.
He helps himself to","['ibly', ' even', ' a', ' joke', ' at', ' his', ' own', ' expense', '.\n', 'Re', 'id', ' laughs']","['heart', 'ily', ',', ' a', ' deeply', ' satisfying', ' sound', ' that', ' rever', 'ber', 'ates', ' around', ' the', ' room', '.', ' The']","[',', ' loud', ' enough', ' to', ' draw', ' looks', ' from', ' a', ' few', ' other', ' guys', '.\n', 'He', ' helps', ' himself', ' to']",1.0,"heartily, a deeply satisfying sound that reverberates around the room. The warmth of it chases some of the chill away, melting through the tension in his shoulders. The laughter gives him something to cling to, a human connection forged in this",", loud enough to draw looks from a few other guys.
He helps himself to",tensor([[0.8231]]),29,"[tensor([[0.7593]]), tensor([[0.8142]]), tensor([[0.8182]]), tensor([[0.8063]]), tensor([[0.7934]]), tensor([[0.8045]]), tensor([[0.8070]]), tensor([[0.8141]]), tensor([[0.8183]]), tensor([[0.8149]]), tensor([[0.8121]]), tensor([[0.8130]]), tensor([[0.8131]]), tensor([[0.8099]]), tensor([[0.8134]]), tensor([[0.8126]]), tensor([[0.8215]]), tensor([[0.8153]]), tensor([[0.8129]]), tensor([[0.8102]]), tensor([[0.8056]]), tensor([[0.8031]]), tensor([[0.8030]]), tensor([[0.7972]]), tensor([[0.8048]]), tensor([[0.8014]]), tensor([[0.8021]]), tensor([[0.8197]]), tensor([[0.8231]]), tensor([[0.8138]]), tensor([[0.8140]]), tensor([[0.8165]]), tensor([[0.8172]]), tensor([[0.8163]]), tensor([[0.8160]]), tensor([[0.8106]]), tensor([[0.8158]]), tensor([[0.8186]]), tensor([[0.8194]]), tensor([[0.8167]]), tensor([[0.8165]]), tensor([[0.8157]])]",1787,1814,0.0010005002501250625
590,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",5811,38," this?” Giordano says.
“Not, um, that I’ve noticed.”
“Probably asking the wrong guy.” Giordano lets out a long
breath. “Man,","[' this', '?”', ' Gi', 'ord', 'ano']","['ask', 'ed', ',', ' his', ' tone', ' l', 'aced', ' with', ' confusion', ' and', ' worry', '.', ' His', ' gaze', ' was', ' pinned', ' on', ' the', ' streak', 's', ' of', ' vibrant', ' orange', ' and', ' red', ' that', ' spread', ' across', ' the', ' horizon', ',', ' the', ' looming']","[' says', '.\n', '“', 'Not', ',', ' um', ',', ' that', ' I', '’ve', ' noticed', '.”\n', '“', 'Probably', ' asking', ' the', ' wrong', ' guy', '.”', ' Gi', 'ord', 'ano', ' lets', ' out', ' a', ' long', '\n', 'bre', 'ath', '.', ' “', 'Man', ',']",1.0,"asked, his tone laced with confusion and worry. His gaze was pinned on the streaks of vibrant orange and red that spread across the horizon, the looming smoke thick and threatening. His heart pounded in his chest, fear bubbling up."," says.
“Not, um, that I’ve noticed.”
“Probably asking the wrong guy.” Giordano lets out a long
breath. “Man,",tensor([[0.8552]]),11,"[tensor([[0.7702]]), tensor([[0.8144]]), tensor([[0.8245]]), tensor([[0.8396]]), tensor([[0.8377]]), tensor([[0.8370]]), tensor([[0.8538]]), tensor([[0.8508]]), tensor([[0.8485]]), tensor([[0.8515]]), tensor([[0.8552]]), tensor([[0.8495]]), tensor([[0.8509]]), tensor([[0.8517]]), tensor([[0.8531]]), tensor([[0.8468]]), tensor([[0.8478]]), tensor([[0.8447]]), tensor([[0.8481]]), tensor([[0.8476]]), tensor([[0.8442]]), tensor([[0.8420]]), tensor([[0.8423]]), tensor([[0.8417]]), tensor([[0.8404]]), tensor([[0.8285]]), tensor([[0.8337]]), tensor([[0.8295]]), tensor([[0.8265]]), tensor([[0.8262]]), tensor([[0.8257]]), tensor([[0.8169]]), tensor([[0.8230]]), tensor([[0.8232]]), tensor([[0.8200]]), tensor([[0.8203]]), tensor([[0.8202]]), tensor([[0.8160]]), tensor([[0.8182]]), tensor([[0.8175]]), tensor([[0.8117]])]",5810,5847,0.0010005002501250625
593,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",6085,21,", even if the only thing he has going on at home is a ten-hour
wait. He calculates","[',', ' even', ' if', ' the', ' only']","['fire', ' you', ' ever', ' get', ' close', ' to', ' is', ' the', ' one', ' crack', 'ling', ' in', ' your', ' living', ' room', ""'s""]","[' thing', ' he', ' has', ' going', ' on', ' at', ' home', ' is', ' a', ' ten', '-hour', '\n', 'wait', '.', ' He', ' calculates']",1.0,"fire you ever get close to is the one crackling in your living room's fireplace. Inside the pages of this book, you'll come face-to-face with the harsh realities of wildfires. Not the romanticized versions of flames dancing on a dark night"," thing he has going on at home is a ten-hour
wait. He calculates",tensor([[0.8082]]),15,"[tensor([[0.7822]]), tensor([[0.7604]]), tensor([[0.7746]]), tensor([[0.7567]]), tensor([[0.7635]]), tensor([[0.7566]]), tensor([[0.7698]]), tensor([[0.7619]]), tensor([[0.7740]]), tensor([[0.7672]]), tensor([[0.7780]]), tensor([[0.7806]]), tensor([[0.8029]]), tensor([[0.7980]]), tensor([[0.8082]]), tensor([[0.7893]]), tensor([[0.7971]]), tensor([[0.7920]]), tensor([[0.7972]]), tensor([[0.7910]]), tensor([[0.7953]]), tensor([[0.7866]]), tensor([[0.7719]]), tensor([[0.7675]]), tensor([[0.7688]]), tensor([[0.7662]]), tensor([[0.7707]]), tensor([[0.7655]]), tensor([[0.7621]]), tensor([[0.7663]]), tensor([[0.7762]]), tensor([[0.7766]]), tensor([[0.7787]]), tensor([[0.7698]]), tensor([[0.7704]]), tensor([[0.7710]]), tensor([[0.7714]]), tensor([[0.7700]]), tensor([[0.7684]]), tensor([[0.7708]]), tensor([[0.7668]]), tensor([[0.7675]])]",6084,6104,0.0010005002501250625
596,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",1681,26," I escaped playing in some busted-ass minor-league sta‐
dium. Now I don’t even get a real bullpen.”
Br","[' I', ' escaped', ' playing', ' in', ' some', ' busted', '-ass', ' minor', '-league', ' sta']","['d', 'ium', 's', ',', ' but', ' now', ',', ' I', ' found', ' myself', ' fighting', ' wildfires', ' across', ' the', ' vast', ' wilderness']","['‐', '\n', 'd', 'ium', '.', ' Now', ' I', ' don', '’t', ' even', ' get', ' a', ' real', ' bullpen', '.”\n', 'Br']",1.0,"diums, but now, I found myself fighting wildfires across the vast wilderness corridors of Oregon. Digging trenches under the blood-red sky, clouded with choking smoke coming from the flames that towered over us; as we worked tirelessly to keep","‐
dium. Now I don’t even get a real bullpen.”
Br",tensor([[0.8689]]),8,"[tensor([[0.7783]]), tensor([[0.8156]]), tensor([[0.8483]]), tensor([[0.8450]]), tensor([[0.8546]]), tensor([[0.8429]]), tensor([[0.8476]]), tensor([[0.8689]]), tensor([[0.8450]]), tensor([[0.8384]]), tensor([[0.8396]]), tensor([[0.8293]]), tensor([[0.8262]]), tensor([[0.8180]]), tensor([[0.8203]]), tensor([[0.8055]]), tensor([[0.8185]]), tensor([[0.8152]]), tensor([[0.8148]]), tensor([[0.8150]]), tensor([[0.8136]]), tensor([[0.8098]]), tensor([[0.8102]]), tensor([[0.8108]]), tensor([[0.8110]]), tensor([[0.8064]]), tensor([[0.8059]]), tensor([[0.8060]]), tensor([[0.8075]]), tensor([[0.8035]]), tensor([[0.8071]]), tensor([[0.8020]]), tensor([[0.8018]]), tensor([[0.7962]]), tensor([[0.8031]]), tensor([[0.8055]]), tensor([[0.8002]]), tensor([[0.7965]]), tensor([[0.7959]]), tensor([[0.7943]])]",1680,1705,0.0010005002501250625
599,gpt-4,"FIRE SEASON (UNWRITTEN RULES BOOK 2)
KD Casey",397,33,"”—because she’s the only person on Earth
who still calls him that—“are you okay?”
Eight hours and two dehydrating flights later, lost","['”—', 'because', ' she', '’s', ' the', ' only']","['one', ' who', ' truly', ' understands', ' the', ' magnitude', ' of', ' my', ' job', '.', ' She', ' shares', ' the', ' anxiety', ' of', ' the', ' unpredictable', ' wild', 'ness', ',', ' she', ' shoulders', ' my', ' burden', ' when', ' I', ' come']","[' person', ' on', ' Earth', '\n', 'who', ' still', ' calls', ' him', ' that', '—', '“', 'are', ' you', ' okay', '?”', '\n', 'Eight', ' hours', ' and', ' two', ' de', 'hydr', 'ating', ' flights', ' later', ',', ' lost']",1.0,"one who truly understands the magnitude of my job. She shares the anxiety of the unpredictable wildness, she shoulders my burden when I come home defeated by the relentless, leaping flames that often leave nothing but charred remains. Together we find solace"," person on Earth
who still calls him that—“are you okay?”
Eight hours and two dehydrating flights later, lost",tensor([[0.8294]]),27,"[tensor([[0.7959]]), tensor([[0.7812]]), tensor([[0.7990]]), tensor([[0.8011]]), tensor([[0.7953]]), tensor([[0.8042]]), tensor([[0.8246]]), tensor([[0.8161]]), tensor([[0.8177]]), tensor([[0.7999]]), tensor([[0.7884]]), tensor([[0.7832]]), tensor([[0.7808]]), tensor([[0.8138]]), tensor([[0.7986]]), tensor([[0.8015]]), tensor([[0.8178]]), tensor([[0.8180]]), tensor([[0.8119]]), tensor([[0.8181]]), tensor([[0.8101]]), tensor([[0.8259]]), tensor([[0.8178]]), tensor([[0.8171]]), tensor([[0.8257]]), tensor([[0.8263]]), tensor([[0.8294]]), tensor([[0.8228]]), tensor([[0.8151]]), tensor([[0.8183]]), tensor([[0.8227]]), tensor([[0.8269]]), tensor([[0.8193]]), tensor([[0.8259]]), tensor([[0.8254]]), tensor([[0.8287]]), tensor([[0.8249]]), tensor([[0.8237]]), tensor([[0.8208]]), tensor([[0.8234]]), tensor([[0.8211]]), tensor([[0.8257]]), tensor([[0.8277]])]",396,428,0.0010005002501250625
