,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
270,gpt-4,Iron Flame by Rebecca Yarros,530,26," when he was trying to solve a problem. “It’s kind of creepy.” “Watching me eat is creepy,” I counter after","[' when', ' he', ' was', ' trying', ' to', ' solve', ' a', ' problem', '.', ' “', 'It']","[""'s"", ' an', ' issue', ' of', ' command', ' structure', ',', ' not', ' ability', ',""', ' he', ' would', ' say', ',', ' his']","['’s', ' kind', ' of', ' creepy', '.”', ' “', 'Watching', ' me', ' eat', ' is', ' creepy', ',”', ' I', ' counter', ' after']",1.0,"'s an issue of command structure, not ability,"" he would say, his eyes hyper-focused on the invisible chess board he mentally moved pieces on. His frustration was tangible in the room, a palpable force that caused the air to tighten around us.","’s kind of creepy.” “Watching me eat is creepy,” I counter after",tensor([[0.8180]]),18,"[tensor([[0.7506]]), tensor([[0.7993]]), tensor([[0.7934]]), tensor([[0.8040]]), tensor([[0.7939]]), tensor([[0.7893]]), tensor([[0.7718]]), tensor([[0.7778]]), tensor([[0.7751]]), tensor([[0.7753]]), tensor([[0.7801]]), tensor([[0.7835]]), tensor([[0.7887]]), tensor([[0.8134]]), tensor([[0.8168]]), tensor([[0.8159]]), tensor([[0.8180]]), tensor([[0.8180]]), tensor([[0.8120]]), tensor([[0.8104]]), tensor([[0.8107]]), tensor([[0.8130]]), tensor([[0.8125]]), tensor([[0.8094]]), tensor([[0.8068]]), tensor([[0.8124]]), tensor([[0.8029]]), tensor([[0.8019]]), tensor([[0.7996]]), tensor([[0.7978]]), tensor([[0.8002]]), tensor([[0.7932]]), tensor([[0.7982]]), tensor([[0.7923]]), tensor([[0.7925]]), tensor([[0.7950]]), tensor([[0.7927]]), tensor([[0.7955]]), tensor([[0.7886]]), tensor([[0.7906]]), tensor([[0.7923]]), tensor([[0.7910]]), tensor([[0.7943]])]",529,554,0.0010643959552953698
273,gpt-4,Iron Flame by Rebecca Yarros,681,24," I’m sure my lying in bed on the brink of death was more than enough drama for everyone in this castle, house","[' I', '’m', ' sure', ' my', ' lying', ' in', ' bed', ' on', ' the', ' brink', ' of', ' death']","['was', ' an', ' unsettling', ' sight', ' for', ' anyone', ',', ' but', ' for', ' my', ' family', ',']","[' was', ' more', ' than', ' enough', ' drama', ' for', ' everyone', ' in', ' this', ' castle', ',', ' house']",1.0,"was an unsettling sight for anyone, but for my family, it was a devastating blow. The once vibrant, all-conquering figure they knew, was now a pale shadow of his former self. I could see the silent agony in their eyes as"," was more than enough drama for everyone in this castle, house",tensor([[0.8215]]),14,"[tensor([[0.7496]]), tensor([[0.8016]]), tensor([[0.8110]]), tensor([[0.7840]]), tensor([[0.7729]]), tensor([[0.7796]]), tensor([[0.8083]]), tensor([[0.8047]]), tensor([[0.8105]]), tensor([[0.8093]]), tensor([[0.8199]]), tensor([[0.8157]]), tensor([[0.8186]]), tensor([[0.8215]]), tensor([[0.8102]]), tensor([[0.8060]]), tensor([[0.8072]]), tensor([[0.8046]]), tensor([[0.8074]]), tensor([[0.8176]]), tensor([[0.8096]]), tensor([[0.8102]]), tensor([[0.8105]]), tensor([[0.8070]]), tensor([[0.8082]]), tensor([[0.8086]]), tensor([[0.8004]]), tensor([[0.7985]]), tensor([[0.8002]]), tensor([[0.7985]]), tensor([[0.7952]]), tensor([[0.7959]]), tensor([[0.7966]]), tensor([[0.7966]]), tensor([[0.7981]]), tensor([[0.7974]]), tensor([[0.7921]]), tensor([[0.7903]]), tensor([[0.7900]]), tensor([[0.7907]]), tensor([[0.7899]]), tensor([[0.7885]])]",680,703,0.0010643959552953698
276,gpt-4,Iron Flame by Rebecca Yarros,4353,21, accurate. There’s no fucking way I’m going to let them cage me here. I scan each of,"[' accurate', '.', ' There', '’s', ' no', ' fucking', ' way', ' I']","['am', ' leaving', ' her', ' side', ',', ' not', ' while', ' danger', ' lur', 'ks', ' around', ' every', ' corner']","['’m', ' going', ' to', ' let', ' them', ' cage', ' me', ' here', '.', ' I', ' scan', ' each', ' of']",1.0,"am leaving her side, not while danger lurks around every corner. But even as my resolve strengthens, the unbearable fear clings to me, squeezing my heart with icy fingers. I can see the terror mirrored in her eyes, a shared sentiment that",’m going to let them cage me here. I scan each of,tensor([[0.8346]]),17,"[tensor([[0.7602]]), tensor([[0.7896]]), tensor([[0.8194]]), tensor([[0.7999]]), tensor([[0.8022]]), tensor([[0.7919]]), tensor([[0.8089]]), tensor([[0.8127]]), tensor([[0.8182]]), tensor([[0.8240]]), tensor([[0.8275]]), tensor([[0.8123]]), tensor([[0.8209]]), tensor([[0.8262]]), tensor([[0.8263]]), tensor([[0.8267]]), tensor([[0.8346]]), tensor([[0.8209]]), tensor([[0.8255]]), tensor([[0.8193]]), tensor([[0.8175]]), tensor([[0.8152]]), tensor([[0.8160]]), tensor([[0.8116]]), tensor([[0.8103]]), tensor([[0.8155]]), tensor([[0.8057]]), tensor([[0.8073]]), tensor([[0.8016]]), tensor([[0.8006]]), tensor([[0.8078]]), tensor([[0.8075]]), tensor([[0.8117]]), tensor([[0.8130]]), tensor([[0.8028]]), tensor([[0.7957]]), tensor([[0.7966]]), tensor([[0.7929]]), tensor([[0.7893]]), tensor([[0.7971]]), tensor([[0.7968]]), tensor([[0.7853]]), tensor([[0.7907]])]",4352,4372,0.0010643959552953698
279,gpt-4,Iron Flame by Rebecca Yarros,4275,22, with palpable loathing aimed in my direction. “She’s too dangerous not to keep prisoner.” The muscles,"[' with', ' palp', 'able', ' lo', 'athing', ' aimed', ' in', ' my', ' direction']","['.', ' His', ' se', 'aring', ' gaze', ' bore', ' into', ' mine', ',', ' silently', ' accusing', ' me', ' of']","['.', ' “', 'She', '’s', ' too', ' dangerous', ' not', ' to', ' keep', ' prisoner', '.”', ' The', ' muscles']",0.9230769230769232,". His searing gaze bore into mine, silently accusing me of a transgression I only half owned up to. A surge of defiance rose within me, challenging the judgment he passed upon me without understanding the entire truth of my actions.",. “She’s too dangerous not to keep prisoner.” The muscles,tensor([[0.8300]]),2,"[tensor([[0.7830]]), tensor([[0.8300]]), tensor([[0.8173]]), tensor([[0.7999]]), tensor([[0.8022]]), tensor([[0.7964]]), tensor([[0.7919]]), tensor([[0.7824]]), tensor([[0.7718]]), tensor([[0.7831]]), tensor([[0.7788]]), tensor([[0.7809]]), tensor([[0.7828]]), tensor([[0.7790]]), tensor([[0.7755]]), tensor([[0.7762]]), tensor([[0.7829]]), tensor([[0.7808]]), tensor([[0.7790]]), tensor([[0.7701]]), tensor([[0.7799]]), tensor([[0.7885]]), tensor([[0.7881]]), tensor([[0.7915]]), tensor([[0.7883]]), tensor([[0.7885]]), tensor([[0.7845]]), tensor([[0.7912]]), tensor([[0.7924]]), tensor([[0.7873]]), tensor([[0.7869]]), tensor([[0.7813]]), tensor([[0.7839]]), tensor([[0.7841]]), tensor([[0.7860]]), tensor([[0.7840]]), tensor([[0.7857]]), tensor([[0.7833]]), tensor([[0.7840]]), tensor([[0.7843]]), tensor([[0.7878]]), tensor([[0.7808]])]",4274,4295,0.0010643959552953698
282,gpt-4,Iron Flame by Rebecca Yarros,855,25," “Wait. You’re a lieutenant colonel? And who is Aisereigh?” I ask. Yeah, because that","[' “', 'Wait', '.', ' You', '’re']","['push', 'ing', ' yourself', ' too', ' hard', ',""', ' he', ' commented', ',', ' his', ' brown', ' eyes', ' filled', ' with', ' concern', '.', ' ""', 'There', ""'s"", ' bravery']","[' a', ' lieutenant', ' colon', 'el', '?', ' And', ' who', ' is', ' A', 'is', 'ere', 'igh', '?”', ' I', ' ask', '.', ' Yeah', ',', ' because', ' that']",0.95,"pushing yourself too hard,"" he commented, his brown eyes filled with concern. ""There's bravery and then there's recklessness, and right now, you're toeing that line a bit too closely for my comfort."" His hand rested on her"," a lieutenant colonel? And who is Aisereigh?” I ask. Yeah, because that",tensor([[0.7727]]),32,"[tensor([[0.7621]]), tensor([[0.7318]]), tensor([[0.7374]]), tensor([[0.7563]]), tensor([[0.7555]]), tensor([[0.7502]]), tensor([[0.7427]]), tensor([[0.7457]]), tensor([[0.7550]]), tensor([[0.7527]]), tensor([[0.7531]]), tensor([[0.7547]]), tensor([[0.7482]]), tensor([[0.7610]]), tensor([[0.7684]]), tensor([[0.7689]]), tensor([[0.7692]]), tensor([[0.7715]]), tensor([[0.7658]]), tensor([[0.7686]]), tensor([[0.7688]]), tensor([[0.7670]]), tensor([[0.7673]]), tensor([[0.7675]]), tensor([[0.7677]]), tensor([[0.7709]]), tensor([[0.7697]]), tensor([[0.7718]]), tensor([[0.7714]]), tensor([[0.7723]]), tensor([[0.7722]]), tensor([[0.7727]]), tensor([[0.7708]]), tensor([[0.7727]]), tensor([[0.7688]]), tensor([[0.7715]]), tensor([[0.7711]]), tensor([[0.7710]])]",854,878,0.0010643959552953698
285,gpt-4,Iron Flame by Rebecca Yarros,3059,23," I said, I’m working on a diplomatic solution for the luminary”— Brennan’s tone sharpens—“and","[' I', ' said', ',', ' I', '’m', ' working', ' on', ' a', ' diplomatic']","['solution', ' -', ' one', ' that', ' won', ""'t"", ' end', ' in', ' scor', 'ched', ' land', ' and', ' t', 'attered']","[' solution', ' for', ' the', ' lum', 'inary', '”—', ' Brennan', '’s', ' tone', ' sharp', 'ens', '—', '“', 'and']",1.0,"solution - one that won't end in scorched land and tattered alliances. This isn't a war born out of necessity but rather, the stubborn pride of a few power-hungry leaders. And while the skies are aflame, my place", solution for the luminary”— Brennan’s tone sharpens—“and,tensor([[0.8316]]),9,"[tensor([[0.7829]]), tensor([[0.7934]]), tensor([[0.8210]]), tensor([[0.7942]]), tensor([[0.8299]]), tensor([[0.7948]]), tensor([[0.8109]]), tensor([[0.8066]]), tensor([[0.8316]]), tensor([[0.8287]]), tensor([[0.8245]]), tensor([[0.8316]]), tensor([[0.8130]]), tensor([[0.8202]]), tensor([[0.8155]]), tensor([[0.8118]]), tensor([[0.8063]]), tensor([[0.8050]]), tensor([[0.8049]]), tensor([[0.8036]]), tensor([[0.8004]]), tensor([[0.8002]]), tensor([[0.8034]]), tensor([[0.8092]]), tensor([[0.8004]]), tensor([[0.8008]]), tensor([[0.8010]]), tensor([[0.8060]]), tensor([[0.8032]]), tensor([[0.8026]]), tensor([[0.7927]]), tensor([[0.8015]]), tensor([[0.8043]]), tensor([[0.8012]]), tensor([[0.8059]]), tensor([[0.8071]]), tensor([[0.8075]]), tensor([[0.8076]]), tensor([[0.8125]])]",3058,3080,0.0010643959552953698
288,gpt-4,Iron Flame by Rebecca Yarros,591,32," only boyish thing left about him. “A few days ago, I was pretty sure I’d never get to watch you do, well, anything again.”","[' only', ' boy', 'ish', ' thing', ' left', ' about', ' him', '.', ' “', 'A', ' few', ' days', ' ago', ',', ' I', ' was']","['sw', 'imming', ' in', ' anonymity', ',', ' another', ' face', ' in', ' the', ' crowd', '.', ' But', ' today', ',', ' here', ' I']","[' pretty', ' sure', ' I', '’d', ' never', ' get', ' to', ' watch', ' you', ' do', ',', ' well', ',', ' anything', ' again', '.”']",1.0,"swimming in anonymity, another face in the crowd. But today, here I stand, facing a destiny that's undeniably mine. There’s something about the imminent danger, the lurking unpredictability that sets my nerves on fire. A couple days"," pretty sure I’d never get to watch you do, well, anything again.”",tensor([[0.7984]]),35,"[tensor([[0.7377]]), tensor([[0.7124]]), tensor([[0.7289]]), tensor([[0.7708]]), tensor([[0.7721]]), tensor([[0.7739]]), tensor([[0.7718]]), tensor([[0.7728]]), tensor([[0.7509]]), tensor([[0.7613]]), tensor([[0.7595]]), tensor([[0.7627]]), tensor([[0.7677]]), tensor([[0.7785]]), tensor([[0.7786]]), tensor([[0.7780]]), tensor([[0.7808]]), tensor([[0.7828]]), tensor([[0.7908]]), tensor([[0.7935]]), tensor([[0.7892]]), tensor([[0.7810]]), tensor([[0.7847]]), tensor([[0.7849]]), tensor([[0.7833]]), tensor([[0.7943]]), tensor([[0.7952]]), tensor([[0.7943]]), tensor([[0.7934]]), tensor([[0.7971]]), tensor([[0.7921]]), tensor([[0.7959]]), tensor([[0.7953]]), tensor([[0.7956]]), tensor([[0.7984]]), tensor([[0.7966]]), tensor([[0.7921]]), tensor([[0.7933]])]",590,621,0.0010643959552953698
291,gpt-4,Iron Flame by Rebecca Yarros,352,31,"airn ever waits for permission, which means— “I, too, think you need to eat something.” Tairn’s low, arrogant voice fills","['air', 'n', ' ever', ' waits', ' for', ' permission', ',', ' which', ' means', '—', ' “', 'I', ',', ' too']","[',', ' am', ' un', 'ap', 'olo', 'getic', ' for', ' my', ' bra', 'zen', 'ess', ',""', ' he', ' said', ',', ' his', ' voice']","[',', ' think', ' you', ' need', ' to', ' eat', ' something', '.”', ' T', 'air', 'n', '’s', ' low', ',', ' arrogant', ' voice', ' fills']",0.8823529411764706,", am unapologetic for my brazeness,"" he said, his voice low but thunderous, resonating through the grand hall. ""Both our fates are intertwined, linked by the heat of this iron flame. So, don't",", think you need to eat something.” Tairn’s low, arrogant voice fills",tensor([[0.8168]]),2,"[tensor([[0.7542]]), tensor([[0.8168]]), tensor([[0.7878]]), tensor([[0.7744]]), tensor([[0.7687]]), tensor([[0.7679]]), tensor([[0.7768]]), tensor([[0.7733]]), tensor([[0.7743]]), tensor([[0.7784]]), tensor([[0.7916]]), tensor([[0.7997]]), tensor([[0.8024]]), tensor([[0.7937]]), tensor([[0.7929]]), tensor([[0.7931]]), tensor([[0.7937]]), tensor([[0.7879]]), tensor([[0.7736]]), tensor([[0.7802]]), tensor([[0.7807]]), tensor([[0.7717]]), tensor([[0.7748]]), tensor([[0.7644]]), tensor([[0.7708]]), tensor([[0.7710]]), tensor([[0.7725]]), tensor([[0.7718]]), tensor([[0.7737]]), tensor([[0.7724]]), tensor([[0.7780]]), tensor([[0.7659]]), tensor([[0.7703]]), tensor([[0.7798]])]",351,381,0.0010643959552953698
294,gpt-4,Iron Flame by Rebecca Yarros,1707,23, I’m pretty sure that’s an authentic Poromish tapestry hanging across the hall from where Bodhi and Im,"[' I', '’m', ' pretty', ' sure', ' that', '’s', ' an']","['un', 'official', ' law', ' of', ' human', ' nature', '—', 'something', ' unf', 'athom', 'ably', ' attractive', ' about', ' not', 'ori', 'ety']","[' authentic', ' Por', 'om', 'ish', ' tape', 'stry', ' hanging', ' across', ' the', ' hall', ' from', ' where', ' Bod', 'hi', ' and', ' Im']",1.0,"unofficial law of human nature—something unfathomably attractive about notoriety. Not fame, mind you, but the dark mysterious allure of being the topic of whispers and rumors. For the mind naturally seeks puzzle pieces, and what was life if", authentic Poromish tapestry hanging across the hall from where Bodhi and Im,tensor([[0.7972]]),8,"[tensor([[0.7798]]), tensor([[0.7632]]), tensor([[0.7514]]), tensor([[0.7744]]), tensor([[0.7775]]), tensor([[0.7803]]), tensor([[0.7928]]), tensor([[0.7972]]), tensor([[0.7948]]), tensor([[0.7807]]), tensor([[0.7662]]), tensor([[0.7750]]), tensor([[0.7732]]), tensor([[0.7765]]), tensor([[0.7732]]), tensor([[0.7684]]), tensor([[0.7696]]), tensor([[0.7689]]), tensor([[0.7679]]), tensor([[0.7598]]), tensor([[0.7627]]), tensor([[0.7582]]), tensor([[0.7609]]), tensor([[0.7570]]), tensor([[0.7640]]), tensor([[0.7563]]), tensor([[0.7677]]), tensor([[0.7533]]), tensor([[0.7525]]), tensor([[0.7605]]), tensor([[0.7588]]), tensor([[0.7581]]), tensor([[0.7629]]), tensor([[0.7646]]), tensor([[0.7541]]), tensor([[0.7579]]), tensor([[0.7564]]), tensor([[0.7599]]), tensor([[0.7546]])]",1706,1728,0.0010643959552953698
297,gpt-4,Iron Flame by Rebecca Yarros,4780,34," Basgiath, now. Should you return, you must know that Aetos will not be among your friends. He will do everything he can to kill you for","[' Bas', 'gi', 'ath', ',', ' now', '.', ' Should', ' you', ' return']","['from', ' your', ' mission', ' un', 'sc', 'athed', ',', ' we', ' will', ' continue', ' your', ' training', ',', ' expand', ' your', ' knowledge', ' of', ' the', ' realms', ' and', ' the', ' creatures', ' that', ' inhabit', ' them']","[',', ' you', ' must', ' know', ' that', ' A', 'et', 'os', ' will', ' not', ' be', ' among', ' your', ' friends', '.', ' He', ' will', ' do', ' everything', ' he', ' can', ' to', ' kill', ' you', ' for']",0.96,"from your mission unscathed, we will continue your training, expand your knowledge of the realms and the creatures that inhabit them. But, first and foremost, you must learn to rest - to pull back from the battle and understand that even the strongest",", you must know that Aetos will not be among your friends. He will do everything he can to kill you for",tensor([[0.8057]]),44,"[tensor([[0.7579]]), tensor([[0.7362]]), tensor([[0.7521]]), tensor([[0.7413]]), tensor([[0.7777]]), tensor([[0.7611]]), tensor([[0.7847]]), tensor([[0.7666]]), tensor([[0.7776]]), tensor([[0.7494]]), tensor([[0.7647]]), tensor([[0.7755]]), tensor([[0.7812]]), tensor([[0.7789]]), tensor([[0.7793]]), tensor([[0.7869]]), tensor([[0.7875]]), tensor([[0.7868]]), tensor([[0.7900]]), tensor([[0.7936]]), tensor([[0.7894]]), tensor([[0.7778]]), tensor([[0.7869]]), tensor([[0.7947]]), tensor([[0.7945]]), tensor([[0.7869]]), tensor([[0.7991]]), tensor([[0.8011]]), tensor([[0.7963]]), tensor([[0.7967]]), tensor([[0.7970]]), tensor([[0.7882]]), tensor([[0.7962]]), tensor([[0.7991]]), tensor([[0.7997]]), tensor([[0.7989]]), tensor([[0.8001]]), tensor([[0.8009]]), tensor([[0.7985]]), tensor([[0.7996]]), tensor([[0.8005]]), tensor([[0.8012]]), tensor([[0.7989]]), tensor([[0.8057]])]",4779,4812,0.0010643959552953698
300,gpt-4,Iron Flame by Rebecca Yarros,4675,26, an eyebrow. “We all know how you ended up in Athebyne.” Guilt clogs my throat. “That was,"[' an', ' eyebrow', '.', ' “', 'We', ' all', ' know', ' how', ' you', ' ended', ' up', ' in', ' Athe']","['na', ',', ' working', ' as', ' a', ' fire', 'man', ' and', ' spending', ' your', ' off', ' hours', ' getting']","['by', 'ne', '.”', ' Gu', 'ilt', ' c', 'logs', ' my', ' throat', '.', ' “', 'That', ' was']",1.0,"na, working as a fireman and spending your off hours getting lost in the ancient ruins. You were literally running away from your past, from the ghosts that haunted your nightmares. We saw the telltale signs of trauma, of deep-rooted",byne.” Guilt clogs my throat. “That was,tensor([[0.8227]]),2,"[tensor([[0.7693]]), tensor([[0.8227]]), tensor([[0.7992]]), tensor([[0.8005]]), tensor([[0.8037]]), tensor([[0.7979]]), tensor([[0.7961]]), tensor([[0.7929]]), tensor([[0.8082]]), tensor([[0.8048]]), tensor([[0.8033]]), tensor([[0.8078]]), tensor([[0.8045]]), tensor([[0.8088]]), tensor([[0.8167]]), tensor([[0.7960]]), tensor([[0.7912]]), tensor([[0.8122]]), tensor([[0.8141]]), tensor([[0.8074]]), tensor([[0.7945]]), tensor([[0.7924]]), tensor([[0.7935]]), tensor([[0.8003]]), tensor([[0.7971]]), tensor([[0.8013]]), tensor([[0.8092]]), tensor([[0.7983]]), tensor([[0.8040]]), tensor([[0.8012]]), tensor([[0.8059]]), tensor([[0.8022]]), tensor([[0.8144]]), tensor([[0.8092]]), tensor([[0.8183]]), tensor([[0.7973]]), tensor([[0.7998]]), tensor([[0.8100]]), tensor([[0.8055]]), tensor([[0.8145]]), tensor([[0.8097]])]",4674,4699,0.0010643959552953698
303,gpt-4,Iron Flame by Rebecca Yarros,3638,32," He’s gone. All because he promised Xaden he’d guard me. “None of the eight are expendable, Suri.” Silver Beard leans on the","[' He', '’s', ' gone', '.', ' All', ' because', ' he', ' promised', ' X', 'aden', ' he', '’d', ' guard']","['me', ',', ' that', ' he', '’d', ' keep', ' me', ' safe', ' from', ' the', ' dangers', ' lurking', ' in', ' the', ' shadows', ' of', ' our', ' world', '.']","[' me', '.', ' “', 'None', ' of', ' the', ' eight', ' are', ' expend', 'able', ',', ' S', 'uri', '.”', ' Silver', ' Beard', ' leans', ' on', ' the']",1.0,"me, that he’d keep me safe from the dangers lurking in the shadows of our world. But he couldn't protect himself, caught in the crossfire that was meant for me. The weight of guilt and sorrow is suffocating, dragging me"," me. “None of the eight are expendable, Suri.” Silver Beard leans on the",tensor([[0.8497]]),20,"[tensor([[0.7792]]), tensor([[0.8268]]), tensor([[0.8090]]), tensor([[0.7895]]), tensor([[0.8023]]), tensor([[0.8103]]), tensor([[0.8201]]), tensor([[0.8198]]), tensor([[0.8217]]), tensor([[0.8248]]), tensor([[0.8262]]), tensor([[0.8267]]), tensor([[0.8253]]), tensor([[0.8422]]), tensor([[0.8414]]), tensor([[0.8362]]), tensor([[0.8397]]), tensor([[0.8449]]), tensor([[0.8375]]), tensor([[0.8497]]), tensor([[0.8472]]), tensor([[0.8444]]), tensor([[0.8449]]), tensor([[0.8442]]), tensor([[0.8439]]), tensor([[0.8450]]), tensor([[0.8452]]), tensor([[0.8422]]), tensor([[0.8410]]), tensor([[0.8415]]), tensor([[0.8404]]), tensor([[0.8396]]), tensor([[0.8426]]), tensor([[0.8423]]), tensor([[0.8386]]), tensor([[0.8375]]), tensor([[0.8355]]), tensor([[0.8334]]), tensor([[0.8436]]), tensor([[0.8317]]), tensor([[0.8333]])]",3637,3668,0.0010643959552953698
306,gpt-4,Iron Flame by Rebecca Yarros,399,36," for Andarna again as one of the kitchen workers hurries by, offering a quick smile to Brennan. There’s no response from Andarna, but I can feel the shimmering","[' for', ' And', 'arna', ' again', ' as', ' one', ' of', ' the', ' kitchen', ' workers']","['sl', 'ipped', ' her', ' a', ' knowing', ' glance', '.', ' It', ' was', ' clear', ' that', ' her', ' secret', ' was', ' not', ' so', ' secret', ' anymore', '.', ' She', ' sank', ' into', ' her', ' role', ' with', ' practiced']","[' hur', 'ries', ' by', ',', ' offering', ' a', ' quick', ' smile', ' to', ' Brennan', '.', ' There', '’s', ' no', ' response', ' from', ' And', 'arna', ',', ' but', ' I', ' can', ' feel', ' the', ' shimmer', 'ing']",1.0,"slipped her a knowing glance. It was clear that her secret was not so secret anymore. She sank into her role with practiced ease, scrubbing the pots and pans till they shone like polished metal and preparing the ingredients for the evening's feast"," hurries by, offering a quick smile to Brennan. There’s no response from Andarna, but I can feel the shimmering",tensor([[0.8044]]),28,"[tensor([[0.7735]]), tensor([[0.7546]]), tensor([[0.7589]]), tensor([[0.7778]]), tensor([[0.7642]]), tensor([[0.7817]]), tensor([[0.7888]]), tensor([[0.7948]]), tensor([[0.7957]]), tensor([[0.7912]]), tensor([[0.7878]]), tensor([[0.7852]]), tensor([[0.7802]]), tensor([[0.7954]]), tensor([[0.7929]]), tensor([[0.7953]]), tensor([[0.7914]]), tensor([[0.7927]]), tensor([[0.8008]]), tensor([[0.8022]]), tensor([[0.8033]]), tensor([[0.7968]]), tensor([[0.7932]]), tensor([[0.7953]]), tensor([[0.7935]]), tensor([[0.8011]]), tensor([[0.7960]]), tensor([[0.8044]]), tensor([[0.7999]]), tensor([[0.7956]]), tensor([[0.7951]]), tensor([[0.7943]]), tensor([[0.7953]]), tensor([[0.7933]]), tensor([[0.7953]]), tensor([[0.7922]]), tensor([[0.7900]]), tensor([[0.7892]]), tensor([[0.7859]]), tensor([[0.7874]]), tensor([[0.7865]]), tensor([[0.7855]]), tensor([[0.7886]]), tensor([[0.7901]])]",398,433,0.0010643959552953698
309,gpt-4,Iron Flame by Rebecca Yarros,1381,36,", ornate doors is pitched open. As I approach, I immediately recognize Brennan’s voice, and my chest tightens at the familiar timbre. “That’s not going to","[',', ' orn', 'ate', ' doors', ' is', ' pitched']","['into', ' darkness', ',', ' only', ' faint', 'ly', ' illuminated', ' by', ' the', ' eerie', ' glow', ' of', ' moon', 'light', ' se', 'eping', ' in', ' through', ' the', ' antique', ' stained', ' glass', ' windows', '.', ' Mystery', ' sh', 'rou', 'ds', ' the', ' grand']","[' open', '.', ' As', ' I', ' approach', ',', ' I', ' immediately', ' recognize', ' Brennan', '’s', ' voice', ',', ' and', ' my', ' chest', ' tight', 'ens', ' at', ' the', ' familiar', ' tim', 'bre', '.', ' “', 'That', '’s', ' not', ' going', ' to']",0.9666666666666668,"into darkness, only faintly illuminated by the eerie glow of moonlight seeping in through the antique stained glass windows. Mystery shrouds the grandeur of the weathered mansion. The eeriness amplifies the silence, only occasionally disrupted by the"," open. As I approach, I immediately recognize Brennan’s voice, and my chest tightens at the familiar timbre. “That’s not going to",tensor([[0.7746]]),9,"[tensor([[0.7509]]), tensor([[0.7700]]), tensor([[0.7742]]), tensor([[0.7596]]), tensor([[0.7709]]), tensor([[0.7624]]), tensor([[0.7655]]), tensor([[0.7704]]), tensor([[0.7746]]), tensor([[0.7656]]), tensor([[0.7686]]), tensor([[0.7624]]), tensor([[0.7624]]), tensor([[0.7619]]), tensor([[0.7630]]), tensor([[0.7652]]), tensor([[0.7603]]), tensor([[0.7544]]), tensor([[0.7524]]), tensor([[0.7377]]), tensor([[0.7517]]), tensor([[0.7518]]), tensor([[0.7500]]), tensor([[0.7517]]), tensor([[0.7530]]), tensor([[0.7509]]), tensor([[0.7459]]), tensor([[0.7274]]), tensor([[0.7378]]), tensor([[0.7423]]), tensor([[0.7432]]), tensor([[0.7425]]), tensor([[0.7364]]), tensor([[0.7448]]), tensor([[0.7462]]), tensor([[0.7452]]), tensor([[0.7439]]), tensor([[0.7443]])]",1380,1415,0.0010643959552953698
312,gpt-4,Iron Flame by Rebecca Yarros,2106,21, marring the tawny-brown skin under his eyes from lack of sleep. The high slopes of,"[' m', 'arring', ' the', ' t', 'aw', 'ny', '-b', 'rown', ' skin', ' under']","['his', ' eyes', '.', ' He', ' stared', ' at', ' the', ' unf', 'org', 'iving', ' mountain']","[' his', ' eyes', ' from', ' lack', ' of', ' sleep', '.', ' The', ' high', ' slopes', ' of']",0.9090909090909092,"his eyes. He stared at the unforgiving mountain terrain through the hazed wave of exhaustion, his tense body showing signs of the brutal skirmish he had just survived. His safe return was far from guaranteed, his heart pounding in sync with the", his eyes from lack of sleep. The high slopes of,tensor([[0.9045]]),23,"[tensor([[0.7798]]), tensor([[0.8171]]), tensor([[0.9010]]), tensor([[0.8921]]), tensor([[0.8612]]), tensor([[0.8665]]), tensor([[0.8709]]), tensor([[0.8804]]), tensor([[0.8903]]), tensor([[0.8984]]), tensor([[0.8954]]), tensor([[0.8968]]), tensor([[0.8933]]), tensor([[0.8889]]), tensor([[0.8953]]), tensor([[0.8969]]), tensor([[0.9007]]), tensor([[0.8989]]), tensor([[0.8990]]), tensor([[0.8985]]), tensor([[0.9006]]), tensor([[0.9030]]), tensor([[0.9045]]), tensor([[0.8967]]), tensor([[0.8805]]), tensor([[0.8863]]), tensor([[0.8823]]), tensor([[0.8836]]), tensor([[0.8728]]), tensor([[0.8797]]), tensor([[0.8732]]), tensor([[0.8703]]), tensor([[0.8725]]), tensor([[0.8694]]), tensor([[0.8723]]), tensor([[0.8711]]), tensor([[0.8763]]), tensor([[0.8724]]), tensor([[0.8712]]), tensor([[0.8711]]), tensor([[0.8706]]), tensor([[0.8721]]), tensor([[0.8743]])]",2105,2125,0.0010643959552953698
