,Unnamed: 0,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token,Percent Bad
61,86,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,485,32,"ist simulacra that includes sexuality as a whole. If Sontagist camp holds, we have to choose between modernist theory and the postcultural","['ist', ' simul', 'ac', 'ra', ' that']","['is', ' prevalent', ' in', ' Gibson', ""'s"", ' works', ',', ' particularly', ' his', ' novel', ' Neu', 'rom', 'ancer', ',', ' is', ' not', ' merely', ' a', ' depiction', ' of', ' advanced', ' technologies', ',', ' but', ' a', ' profound', ' critique']","[' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural']",0.9629629629629628,"is prevalent in Gibson's works, particularly his novel Neuromancer, is not merely a depiction of advanced technologies, but a profound critique of capitalist society. It presents a dystopian vision where human agency is fragmented and swallowed by the overbearing system of"," includes sexuality as a whole. If Sontagist camp holds, we have to choose between modernist theory and the postcultural",tensor([[0.8109]]),4,"[tensor([[0.7801]]), tensor([[0.7896]]), tensor([[0.8108]]), tensor([[0.8109]]), tensor([[0.7522]]), tensor([[0.7589]]), tensor([[0.7675]]), tensor([[0.7674]]), tensor([[0.7488]]), tensor([[0.7508]]), tensor([[0.7575]]), tensor([[0.7712]]), tensor([[0.7651]]), tensor([[0.7679]]), tensor([[0.7670]]), tensor([[0.7664]]), tensor([[0.7683]]), tensor([[0.7633]]), tensor([[0.7634]]), tensor([[0.7631]]), tensor([[0.7653]]), tensor([[0.7695]]), tensor([[0.7715]]), tensor([[0.7723]]), tensor([[0.7737]]), tensor([[0.7761]]), tensor([[0.7687]]), tensor([[0.7717]]), tensor([[0.7670]]), tensor([[0.7672]]), tensor([[0.7699]]), tensor([[0.7696]]), tensor([[0.7680]]), tensor([[0.7677]]), tensor([[0.7672]]), tensor([[0.7699]]), tensor([[0.7665]]), tensor([[0.7664]]), tensor([[0.7734]]), tensor([[0.7661]]), tensor([[0.7651]]), tensor([[0.7719]])]",484,515,0.3033088235294117
63,89,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,208,39," as a totality.
2. Subdeconstructivist feminism and postcapitalist theory
The primary theme of la Tournier’s[2] essay on Sontagist camp is the","[' as', ' a', ' tot', 'ality', '.\n', '2', '.', ' Sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital', 'ist', ' theory']","['""In', ' the', ' realm', ' of', ' literary', ' specification', ',', ' the', ' inter', 'we', 'aving', ' of', ' sub', 'de', 'construct', 'ivist', ' feminism', ' and', ' post', 'capital', 'ist', ' theory']","['\n', 'The', ' primary', ' theme', ' of', ' la', ' T', 'ourn', 'ier', '’s', '[', '2', ']', ' essay', ' on', ' S', 'ont', 'ag', 'ist', ' camp', ' is', ' the']",1.0,"""In the realm of literary specification, the interweaving of subdeconstructivist feminism and postcapitalist theory forms a complex matrix. This complex can be further analyzed by delving into Gibson's works, which uniquely embodies this interplay. His dyst","
The primary theme of la Tournier’s[2] essay on Sontagist camp is the",tensor([[0.7840]]),8,"[tensor([[0.7422]]), tensor([[0.7485]]), tensor([[0.7753]]), tensor([[0.7421]]), tensor([[0.7496]]), tensor([[0.7686]]), tensor([[0.7753]]), tensor([[0.7840]]), tensor([[0.7802]]), tensor([[0.7817]]), tensor([[0.7745]]), tensor([[0.7681]]), tensor([[0.7688]]), tensor([[0.7765]]), tensor([[0.7737]]), tensor([[0.7728]]), tensor([[0.7798]]), tensor([[0.7768]]), tensor([[0.7809]]), tensor([[0.7810]]), tensor([[0.7806]]), tensor([[0.7800]]), tensor([[0.7804]]), tensor([[0.7799]]), tensor([[0.7799]]), tensor([[0.7797]]), tensor([[0.7790]]), tensor([[0.7799]]), tensor([[0.7770]]), tensor([[0.7766]]), tensor([[0.7784]]), tensor([[0.7741]]), tensor([[0.7738]]), tensor([[0.7739]]), tensor([[0.7766]]), tensor([[0.7785]]), tensor([[0.7778]])]",207,245,0.3033088235294117
65,92,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,515,24,"cultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer he","['c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern']","['Recognition', ',', ' Gibson', ' examines', ' post', 'dia', 'lectic', ' capitalism', ';', ' hence', ' we', ' can', ' infer', ' that', ' he']","[' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer', ' he']",0.8,"Recognition, Gibson examines postdialectic capitalism; hence we can infer that he upholds the economic and social system of capitalist society, presenting it as an effective mechanism for structuring narratives. In an illuminating representation, one may disclose the importance of capitalist"," Recognition, Gibson analyses Sontagist camp; in Neuromancer he",tensor([[0.9056]]),5,"[tensor([[0.7619]]), tensor([[0.8276]]), tensor([[0.8852]]), tensor([[0.9042]]), tensor([[0.9056]]), tensor([[0.8802]]), tensor([[0.8799]]), tensor([[0.8770]]), tensor([[0.8765]]), tensor([[0.8796]]), tensor([[0.8773]]), tensor([[0.8788]]), tensor([[0.8763]]), tensor([[0.8767]]), tensor([[0.8652]]), tensor([[0.8669]]), tensor([[0.8687]]), tensor([[0.8639]]), tensor([[0.8654]]), tensor([[0.8663]]), tensor([[0.8660]]), tensor([[0.8592]]), tensor([[0.8577]]), tensor([[0.8550]]), tensor([[0.8570]]), tensor([[0.8556]]), tensor([[0.8605]]), tensor([[0.8592]]), tensor([[0.8602]]), tensor([[0.8662]]), tensor([[0.8599]]), tensor([[0.8619]]), tensor([[0.8582]]), tensor([[0.8698]]), tensor([[0.8606]]), tensor([[0.8617]]), tensor([[0.8592]]), tensor([[0.8573]]), tensor([[0.8549]]), tensor([[0.8530]]), tensor([[0.8518]])]",514,537,0.3033088235294117
67,95,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,104,20,". The characteristic theme of the works of Spelling is a mythopoetical paradox.
It could be","['.', ' The', ' characteristic', ' theme', ' of', ' the', ' works', ' of', ' Sp']","['e', 'ck', 'ler', ' is', ' the', ' bridge', ' between', ' society', ' and', ' medi', 'ocr']","['elling', ' is', ' a', ' myth', 'opo', 'etical', ' paradox', '.\n', 'It', ' could', ' be']",1.0,eckler is the bridge between society and mediocrity. He suggests that the chasm created by capitalist societies can only be bridged by elevating the standards of mediocrity. This notion brings into the limelight the urgent requirement of intellectual,"elling is a mythopoetical paradox.
It could be",tensor([[0.8234]]),7,"[tensor([[0.7860]]), tensor([[0.7742]]), tensor([[0.8009]]), tensor([[0.7927]]), tensor([[0.7985]]), tensor([[0.8105]]), tensor([[0.8234]]), tensor([[0.8223]]), tensor([[0.8029]]), tensor([[0.8067]]), tensor([[0.8179]]), tensor([[0.8206]]), tensor([[0.8144]]), tensor([[0.8170]]), tensor([[0.8189]]), tensor([[0.8085]]), tensor([[0.8096]]), tensor([[0.8082]]), tensor([[0.8032]]), tensor([[0.8044]]), tensor([[0.8012]]), tensor([[0.8071]]), tensor([[0.8032]]), tensor([[0.8075]]), tensor([[0.7981]]), tensor([[0.7976]]), tensor([[0.7914]]), tensor([[0.8013]]), tensor([[0.7885]]), tensor([[0.7981]]), tensor([[0.7871]]), tensor([[0.7878]]), tensor([[0.7863]]), tensor([[0.7941]]), tensor([[0.7857]]), tensor([[0.7846]]), tensor([[0.7856]]), tensor([[0.7810]]), tensor([[0.7846]])]",103,122,0.3033088235294117
69,98,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,69,37," term ‘capitalist narrative’ to denote not deconstruction, but subdeconstruction.
However, if Sontagist camp holds, the works of Spelling are postmodern. The","[' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but', ' sub', 'de', 'construction', '.\n']","['The', ' sublime', ' characteristic', ' of', ' this', "" '"", 'capital', 'ist', ' narrative', ""'"", ' sheds', ' light', ' on', ' the', ' text', ""'s"", ' intrinsic', ' ability', ' to', ' push']","['However', ',', ' if', ' S', 'ont', 'ag', 'ist', ' camp', ' holds', ',', ' the', ' works', ' of', ' Sp', 'elling', ' are', ' post', 'modern', '.', ' The']",1.0,"The sublime characteristic of this 'capitalist narrative' sheds light on the text's intrinsic ability to push the boundaries of the reader's understanding, challenging them to reconsider preconceived notions of both capitalism and cultural contexts. Gibson's works serve as a fertile","However, if Sontagist camp holds, the works of Spelling are postmodern. The",tensor([[0.8191]]),16,"[tensor([[0.7505]]), tensor([[0.7852]]), tensor([[0.7549]]), tensor([[0.7601]]), tensor([[0.7777]]), tensor([[0.7771]]), tensor([[0.7934]]), tensor([[0.7982]]), tensor([[0.7991]]), tensor([[0.7900]]), tensor([[0.7909]]), tensor([[0.7974]]), tensor([[0.8088]]), tensor([[0.8136]]), tensor([[0.8144]]), tensor([[0.8191]]), tensor([[0.8151]]), tensor([[0.8189]]), tensor([[0.8181]]), tensor([[0.8177]]), tensor([[0.8189]]), tensor([[0.8155]]), tensor([[0.8139]]), tensor([[0.8083]]), tensor([[0.8058]]), tensor([[0.8050]]), tensor([[0.8056]]), tensor([[0.8081]]), tensor([[0.8044]]), tensor([[0.8077]]), tensor([[0.8027]]), tensor([[0.7976]]), tensor([[0.7973]]), tensor([[0.7971]]), tensor([[0.8082]]), tensor([[0.7993]]), tensor([[0.7938]]), tensor([[0.7870]]), tensor([[0.7880]]), tensor([[0.7917]]), tensor([[0.7804]])]",68,104,0.3033088235294117
71,101,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,499,40,"agist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer he","['ag', 'ist', ' camp', ' holds', ',']","['we', ' must', ' choose', ' between', ' dialect', 'ic', ' discourse', ' and', ' the', ' cultural', ' paradigm', ' of', ' context', '.', ' In', ' essence', ',', ' the', ' primary', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' the', ' dialect', 'ic', ',', ' and', ' eventually', ' the', ' failure', ',']","[' we', ' have', ' to', ' choose', ' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But', ' in', ' Pattern', ' Recognition', ',', ' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer', ' he']",0.9142857142857144,"we must choose between dialectic discourse and the cultural paradigm of context. In essence, the primary theme of the works of Gibson is the dialectic, and eventually the failure, of pre-constructivist capitalism. Therefore, the task of the reader is"," we have to choose between modernist theory and the postcultural paradigm of narrative.
But in Pattern Recognition, Gibson analyses Sontagist camp; in Neuromancer he",tensor([[0.8872]]),23,"[tensor([[0.7742]]), tensor([[0.7757]]), tensor([[0.7591]]), tensor([[0.7821]]), tensor([[0.8023]]), tensor([[0.8203]]), tensor([[0.8208]]), tensor([[0.8286]]), tensor([[0.8315]]), tensor([[0.8264]]), tensor([[0.8385]]), tensor([[0.8466]]), tensor([[0.8434]]), tensor([[0.8570]]), tensor([[0.8588]]), tensor([[0.8565]]), tensor([[0.8572]]), tensor([[0.8570]]), tensor([[0.8553]]), tensor([[0.8534]]), tensor([[0.8533]]), tensor([[0.8522]]), tensor([[0.8872]]), tensor([[0.8768]]), tensor([[0.8774]]), tensor([[0.8782]]), tensor([[0.8731]]), tensor([[0.8739]]), tensor([[0.8774]]), tensor([[0.8796]]), tensor([[0.8733]]), tensor([[0.8827]]), tensor([[0.8864]]), tensor([[0.8858]]), tensor([[0.8836]]), tensor([[0.8808]]), tensor([[0.8802]]), tensor([[0.8806]]), tensor([[0.8782]]), tensor([[0.8758]])]",498,537,0.3033088235294117
73,104,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,489,33," that includes sexuality as a whole. If Sontagist camp holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But","[' that', ' includes', ' sexuality', ' as', ' a', ' whole', '.', ' If', ' S', 'ont', 'ag', 'ist', ' camp']","['holds', ',', ' we', ' have', ' to', ' choose', ' between', ' S', 'ont', 'ag', 'ist', ' camp', ' and', ' cultural', ' capitalism', '.', ' Though', ' some', ' critics', ' might']","[' holds', ',', ' we', ' have', ' to', ' choose', ' between', ' modern', 'ist', ' theory', ' and', ' the', ' post', 'c', 'ultural', ' paradigm', ' of', ' narrative', '.\n', 'But']",0.7,"holds, we have to choose between Sontagist camp and cultural capitalism. Though some critics might argue that Sontag’s critique of sexuality is fundamentally flawed, Gibson's works illuminates the capitalist narrative enveloped in it. His exploration of the"," holds, we have to choose between modernist theory and the postcultural paradigm of narrative.
But",tensor([[0.8681]]),17,"[tensor([[0.7498]]), tensor([[0.7482]]), tensor([[0.7545]]), tensor([[0.7558]]), tensor([[0.7782]]), tensor([[0.8174]]), tensor([[0.8411]]), tensor([[0.8335]]), tensor([[0.8275]]), tensor([[0.8299]]), tensor([[0.8602]]), tensor([[0.8483]]), tensor([[0.8650]]), tensor([[0.8639]]), tensor([[0.8604]]), tensor([[0.8636]]), tensor([[0.8681]]), tensor([[0.8675]]), tensor([[0.8632]]), tensor([[0.8606]]), tensor([[0.8613]]), tensor([[0.8528]]), tensor([[0.8437]]), tensor([[0.8436]]), tensor([[0.8507]]), tensor([[0.8415]]), tensor([[0.8324]]), tensor([[0.8264]]), tensor([[0.8341]]), tensor([[0.8205]]), tensor([[0.8226]]), tensor([[0.8245]]), tensor([[0.8229]]), tensor([[0.8396]]), tensor([[0.8371]]), tensor([[0.8293]]), tensor([[0.8315]]), tensor([[0.8316]])]",488,520,0.3033088235294117
75,107,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,59,25," the genre, of class. Lacan uses the term ‘capitalist narrative’ to denote not deconstruction, but subde","[' the', ' genre', ',', ' of', ' class', '.', ' Lac', 'an', ' uses']","['the', ' term', ' ‘', 'ne', 'ot', 'ext', 'ual', ' object', 'ivism', '’', ' to', ' denote', ' the', ' role', ' of', ' the']","[' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to', ' denote', ' not', ' de', 'construction', ',', ' but', ' sub', 'de']",0.875,"the term ‘neotextual objectivism’ to denote the role of the participant as writer. Therefore, the primary theme of Gibson's model of capitalist narrative is a self-justifying paradox. The intrinsic characteristic of this narrative highlights the use of"," the term ‘capitalist narrative’ to denote not deconstruction, but subde",tensor([[0.8546]]),24,"[tensor([[0.7844]]), tensor([[0.7817]]), tensor([[0.8267]]), tensor([[0.7979]]), tensor([[0.8428]]), tensor([[0.8351]]), tensor([[0.8475]]), tensor([[0.8427]]), tensor([[0.8413]]), tensor([[0.8381]]), tensor([[0.8355]]), tensor([[0.8395]]), tensor([[0.8370]]), tensor([[0.8439]]), tensor([[0.8306]]), tensor([[0.8244]]), tensor([[0.8338]]), tensor([[0.8369]]), tensor([[0.8251]]), tensor([[0.8151]]), tensor([[0.8209]]), tensor([[0.8106]]), tensor([[0.8497]]), tensor([[0.8546]]), tensor([[0.8411]]), tensor([[0.8443]]), tensor([[0.8411]]), tensor([[0.8482]]), tensor([[0.8431]]), tensor([[0.8391]]), tensor([[0.8377]]), tensor([[0.8381]]), tensor([[0.8392]]), tensor([[0.8405]]), tensor([[0.8375]]), tensor([[0.8384]]), tensor([[0.8391]]), tensor([[0.8400]])]",58,82,0.3033088235294117
77,110,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,368,24," capitalist narrative is the stasis, and some would say the meaninglessness, of predialectic sexual identity. Therefore,","[' capitalist', ' narrative', ' is', ' the', ' st', 'asis']","['of', ' culture', ',', ' and', ' vice', ' versa', '.', ' It', ' presents', ' a', ' dich', 'otomy', ',', ' a', ' confrontation', ' of', ' perspectives', ' which']","[',', ' and', ' some', ' would', ' say', ' the', ' meaning', 'lessness', ',', ' of', ' pred', 'ialect', 'ic', ' sexual', ' identity', '.', ' Therefore', ',']",1.0,"of culture, and vice versa. It presents a dichotomy, a confrontation of perspectives which inevitably shape our understanding of societal structures. In the universe of Gibson's works, we can discern a clear push towards dissecting the mysterious mechanisms of capitalism. Through",", and some would say the meaninglessness, of predialectic sexual identity. Therefore,",tensor([[0.8385]]),10,"[tensor([[0.7692]]), tensor([[0.7653]]), tensor([[0.7914]]), tensor([[0.7941]]), tensor([[0.7767]]), tensor([[0.7987]]), tensor([[0.7997]]), tensor([[0.8106]]), tensor([[0.8115]]), tensor([[0.8385]]), tensor([[0.8300]]), tensor([[0.8330]]), tensor([[0.8283]]), tensor([[0.8339]]), tensor([[0.8285]]), tensor([[0.8351]]), tensor([[0.8355]]), tensor([[0.8336]]), tensor([[0.8296]]), tensor([[0.8259]]), tensor([[0.8273]]), tensor([[0.8309]]), tensor([[0.8148]]), tensor([[0.8160]]), tensor([[0.8248]]), tensor([[0.8146]]), tensor([[0.8107]]), tensor([[0.8125]]), tensor([[0.7991]]), tensor([[0.8005]]), tensor([[0.8042]]), tensor([[0.7970]]), tensor([[0.8028]]), tensor([[0.8044]]), tensor([[0.8048]]), tensor([[0.8029]]), tensor([[0.7954]]), tensor([[0.8026]]), tensor([[0.8037]]), tensor([[0.7953]]), tensor([[0.8052]]), tensor([[0.7850]])]",367,390,0.3033088235294117
79,113,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,257,31," masculine/feminine distinction intrinsic to Spelling’s Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist narrative’ to","[' masculine', '/f', 'emin', 'ine', ' distinction', ' intrinsic', ' to', ' Sp', 'elling', '’s']","['Mel', 'rose', ' Place', ' is', ' also', ' evident', ' in', ' Gibson', '’s', ' Neu', 'rom', 'ancer', ',', ' yet', ' in', ' a', ' more', ' post', 'modern', 'ist', ' sense']","[' Models', ',', ' Inc', '.', ' emerges', ' again', ' in', ' Mel', 'rose', ' Place', '.', ' Marx', ' uses', ' the', ' term', ' ‘', 'capital', 'ist', ' narrative', '’', ' to']",0.9523809523809524,"Melrose Place is also evident in Gibson’s Neuromancer, yet in a more postmodernist sense. The theme of Gibson's work is the paradox of dialectic society, encompassing pre-capitalistic and capitalistic elements. By illustrating a reality"," Models, Inc. emerges again in Melrose Place. Marx uses the term ‘capitalist narrative’ to",tensor([[0.8475]]),7,"[tensor([[0.7464]]), tensor([[0.8006]]), tensor([[0.8158]]), tensor([[0.8256]]), tensor([[0.8303]]), tensor([[0.8394]]), tensor([[0.8475]]), tensor([[0.8331]]), tensor([[0.8279]]), tensor([[0.8244]]), tensor([[0.8276]]), tensor([[0.8316]]), tensor([[0.8276]]), tensor([[0.8326]]), tensor([[0.8304]]), tensor([[0.8346]]), tensor([[0.8251]]), tensor([[0.8278]]), tensor([[0.8274]]), tensor([[0.8251]]), tensor([[0.8185]]), tensor([[0.8194]]), tensor([[0.8145]]), tensor([[0.8114]]), tensor([[0.8154]]), tensor([[0.8106]]), tensor([[0.8153]]), tensor([[0.8250]]), tensor([[0.8236]]), tensor([[0.8256]]), tensor([[0.8249]]), tensor([[0.8284]]), tensor([[0.8255]]), tensor([[0.8287]]), tensor([[0.8250]])]",256,286,0.3033088235294117
81,116,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,526,40," Gibson analyses Sontagist camp; in Neuromancer he reiterates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of","[' Gibson', ' analyses', ' S', 'ont', 'ag', 'ist', ' camp', ';', ' in', ' Neu', 'rom', 'ancer', ' he', ' re', 'iter']","['ates', ' the', ' post', '-d', 'ialect', 'ic', ' paradigm', ' of', ' reality', ',', ' which', ' suggests', ' that', ' culture', ' is', ' intr', 'ins', 'ically', ' un', 'att', 'ain', 'able', '.', ' This', ' interpretation']","['ates', ' capitalist', ' narrative', '.', ' The', ' main', ' theme', ' of', ' the', ' works', ' of', ' Gibson', ' is', ' a', ' self', '-support', 'ing', ' tot', 'ality', '.\n', 'Thus', ',', ' the', ' example', ' of']",0.92,"ates the post-dialectic paradigm of reality, which suggests that culture is intrinsically unattainable. This interpretation contradicts the capitalist narrative that asserts the creation and consumption of goods lead to social ascendancy. Gibson's depictions lean more","ates capitalist narrative. The main theme of the works of Gibson is a self-supporting totality.
Thus, the example of",tensor([[0.8706]]),36,"[tensor([[0.7425]]), tensor([[0.7998]]), tensor([[0.8038]]), tensor([[0.8008]]), tensor([[0.8166]]), tensor([[0.8238]]), tensor([[0.8067]]), tensor([[0.8186]]), tensor([[0.8141]]), tensor([[0.8172]]), tensor([[0.8027]]), tensor([[0.8100]]), tensor([[0.8073]]), tensor([[0.7784]]), tensor([[0.7978]]), tensor([[0.7992]]), tensor([[0.7914]]), tensor([[0.7868]]), tensor([[0.8128]]), tensor([[0.8180]]), tensor([[0.8105]]), tensor([[0.8142]]), tensor([[0.8118]]), tensor([[0.8149]]), tensor([[0.8113]]), tensor([[0.8172]]), tensor([[0.8157]]), tensor([[0.8163]]), tensor([[0.8167]]), tensor([[0.8170]]), tensor([[0.8166]]), tensor([[0.8063]]), tensor([[0.8589]]), tensor([[0.8656]]), tensor([[0.8670]]), tensor([[0.8706]])]",525,564,0.3033088235294117
84,119,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,124,27," said that Derrida suggests the use of capitalist narrative to challenge the status quo. In Beverly Hills 90210, Spelling re","[' said', ' that', ' D', 'err', 'ida', ' suggests', ' the', ' use', ' of', ' capitalist', ' narrative', ' to', ' challenge']","['class', ' divisions', ' and', ' to', ' de', 'construct', ' societal', ' norms', '.', ' This', ' concept', ' is', ' conspic', 'uously']","[' the', ' status', ' quo', '.', ' In', ' Beverly', ' Hills', ' ', '902', '10', ',', ' Sp', 'elling', ' re']",1.0,"class divisions and to deconstruct societal norms. This concept is conspicuously present in Gibson's works, particularly in his dystopian cyberpunk narratives, where corporate power is omnipresent and individual freedom is challenged under the suffocating regime of capitalism. In"," the status quo. In Beverly Hills 90210, Spelling re",tensor([[0.8186]]),13,"[tensor([[0.7681]]), tensor([[0.7458]]), tensor([[0.7674]]), tensor([[0.7720]]), tensor([[0.7881]]), tensor([[0.7968]]), tensor([[0.8002]]), tensor([[0.8052]]), tensor([[0.8156]]), tensor([[0.8152]]), tensor([[0.8107]]), tensor([[0.8182]]), tensor([[0.8186]]), tensor([[0.8143]]), tensor([[0.7924]]), tensor([[0.7777]]), tensor([[0.7778]]), tensor([[0.7779]]), tensor([[0.7771]]), tensor([[0.7910]]), tensor([[0.7891]]), tensor([[0.7769]]), tensor([[0.7746]]), tensor([[0.7746]]), tensor([[0.7787]]), tensor([[0.7782]]), tensor([[0.7748]]), tensor([[0.7702]]), tensor([[0.7752]]), tensor([[0.7736]]), tensor([[0.7718]]), tensor([[0.7710]]), tensor([[0.7700]]), tensor([[0.7690]]), tensor([[0.7716]]), tensor([[0.7709]]), tensor([[0.7701]]), tensor([[0.7705]]), tensor([[0.7711]])]",123,149,0.3033088235294117
86,122,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,278,22," Marx uses the term ‘capitalist narrative’ to denote not dematerialism, but predematerialism.
","[' Marx', ' uses', ' the', ' term', ' ‘', 'capital']","['ist', ' realism', '’', ' to', ' denote', ' not', ' discourse', ',', ' as', ' Fou', 'ca', 'ult', ' would', ' have', ' it', ',']","['ist', ' narrative', '’', ' to', ' denote', ' not', ' dem', 'aterial', 'ism', ',', ' but', ' pred', 'em', 'aterial', 'ism', '.\n']",0.6875,"ist realism’ to denote not discourse, as Foucault would have it, but sub-discourse. Here Gibson deconstructs capitalist narrative, and hence he depicts subcultural textual theory to analyze society. It may thus be concluded that the premise","ist narrative’ to denote not dematerialism, but predematerialism.
",tensor([[0.8994]]),7,"[tensor([[0.7748]]), tensor([[0.7835]]), tensor([[0.8564]]), tensor([[0.8551]]), tensor([[0.8697]]), tensor([[0.8832]]), tensor([[0.8994]]), tensor([[0.8980]]), tensor([[0.8879]]), tensor([[0.8838]]), tensor([[0.8820]]), tensor([[0.8833]]), tensor([[0.8818]]), tensor([[0.8867]]), tensor([[0.8777]]), tensor([[0.8677]]), tensor([[0.8532]]), tensor([[0.8424]]), tensor([[0.8635]]), tensor([[0.8512]]), tensor([[0.8451]]), tensor([[0.8501]]), tensor([[0.8401]]), tensor([[0.8367]]), tensor([[0.8366]]), tensor([[0.8330]]), tensor([[0.8347]]), tensor([[0.8281]]), tensor([[0.8439]]), tensor([[0.8311]]), tensor([[0.8300]]), tensor([[0.8265]]), tensor([[0.8259]]), tensor([[0.8228]]), tensor([[0.8242]]), tensor([[0.8264]]), tensor([[0.8257]])]",277,298,0.3033088235294117
88,125,gpt-4,Capitalist narrative in the works of Gibson by Henry O. C. d’Erlette,345,25,"isms concerning postcapitalist theory may be found.
The primary theme of Buxton’s[3] critique of capitalist narrative","['isms', ' concerning', ' post', 'capital', 'ist', ' theory', ' may', ' be']","['found', ' throughout', ' the', ' labyrinth', 'ine', ' plots', ' of', ' Gibson', ""'s"", ' works', '.', ' They', ' reflect', ' Gibson', ""'s"", ' paradox', 'ical']","[' found', '.\n', 'The', ' primary', ' theme', ' of', ' B', 'ux', 'ton', '’s', '[', '3', ']', ' critique', ' of', ' capitalist', ' narrative']",1.0,"found throughout the labyrinthine plots of Gibson's works. They reflect Gibson's paradoxical view of capitalism: as a simultaneously destructive and creative force. Postcapitalist theory, in this context, serves as a means to critique and deconstruct the rampant consumer"," found.
The primary theme of Buxton’s[3] critique of capitalist narrative",tensor([[0.8440]]),24,"[tensor([[0.7531]]), tensor([[0.7724]]), tensor([[0.7659]]), tensor([[0.7938]]), tensor([[0.7653]]), tensor([[0.7795]]), tensor([[0.7904]]), tensor([[0.7846]]), tensor([[0.7693]]), tensor([[0.7904]]), tensor([[0.8022]]), tensor([[0.8083]]), tensor([[0.8104]]), tensor([[0.8146]]), tensor([[0.8093]]), tensor([[0.8439]]), tensor([[0.8404]]), tensor([[0.8396]]), tensor([[0.8392]]), tensor([[0.8417]]), tensor([[0.8382]]), tensor([[0.8402]]), tensor([[0.8422]]), tensor([[0.8440]]), tensor([[0.8423]]), tensor([[0.8401]]), tensor([[0.8417]]), tensor([[0.8407]]), tensor([[0.8352]]), tensor([[0.8312]]), tensor([[0.8306]]), tensor([[0.8339]]), tensor([[0.8294]]), tensor([[0.8385]]), tensor([[0.8317]]), tensor([[0.8328]]), tensor([[0.8293]]), tensor([[0.8302]]), tensor([[0.8288]])]",344,368,0.3033088235294117
