,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
167,gpt-4,Lorem Ipsum Standard Passage,44,26, consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Except,"[' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate']","['vel', 'it', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.']","[' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except']",0.2307692307692307,"velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum.", velit esse cillum dolore eu fugiat nulla pariatur. Except,tensor([[0.9896]]),10,"[tensor([[0.7897]]), tensor([[0.8165]]), tensor([[0.8055]]), tensor([[0.8770]]), tensor([[0.9020]]), tensor([[0.8940]]), tensor([[0.9365]]), tensor([[0.9666]]), tensor([[0.9795]]), tensor([[0.9896]]), tensor([[0.9860]]), tensor([[0.9826]]), tensor([[0.9704]]), tensor([[0.9716]]), tensor([[0.9628]]), tensor([[0.9653]]), tensor([[0.9648]]), tensor([[0.9662]]), tensor([[0.9646]]), tensor([[0.9614]]), tensor([[0.9623]]), tensor([[0.9595]]), tensor([[0.9599]]), tensor([[0.9562]]), tensor([[0.9566]]), tensor([[0.9491]])]",43,68
170,gpt-4,Lorem Ipsum Standard Passage,24,24," enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute","[' enim', ' ad', ' minim', ' veniam', ',', ' quis']","['no', 'str', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis']","[' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute']",0.1666666666666666,nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non pro, nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute,tensor([[1.]]),14,"[tensor([[0.8081]]), tensor([[0.8260]]), tensor([[0.9169]]), tensor([[0.9308]]), tensor([[0.9483]]), tensor([[0.9567]]), tensor([[0.9635]]), tensor([[0.9727]]), tensor([[0.9771]]), tensor([[0.9809]]), tensor([[0.9831]]), tensor([[0.9865]]), tensor([[0.9968]]), tensor([[1.]]), tensor([[0.9977]]), tensor([[0.9950]]), tensor([[0.9938]]), tensor([[0.9845]]), tensor([[0.9827]]), tensor([[0.9788]]), tensor([[0.9792]]), tensor([[0.9808]]), tensor([[0.9775]]), tensor([[0.9764]]), tensor([[0.9726]]), tensor([[0.9783]]), tensor([[0.9775]]), tensor([[0.9749]]), tensor([[0.9754]]), tensor([[0.9751]]), tensor([[0.9740]]), tensor([[0.9682]]), tensor([[0.9691]]), tensor([[0.9680]])]",23,46
173,gpt-4,Lorem Ipsum Standard Passage,14,21," tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco","[' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut']","['en', 'im', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam']","[' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co']",0.2727272727272727,"enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occ"," enim ad minim veniam, quis nostrud exercitation ullamco",tensor([[1.]]),9,"[tensor([[0.7989]]), tensor([[0.8160]]), tensor([[0.8319]]), tensor([[0.8922]]), tensor([[0.9348]]), tensor([[0.9315]]), tensor([[0.9396]]), tensor([[0.9853]]), tensor([[1.]]), tensor([[0.9846]]), tensor([[0.9818]]), tensor([[0.9813]]), tensor([[0.9773]]), tensor([[0.9775]]), tensor([[0.9740]]), tensor([[0.9724]]), tensor([[0.9667]]), tensor([[0.9670]]), tensor([[0.9639]]), tensor([[0.9636]]), tensor([[0.9627]]), tensor([[0.9639]]), tensor([[0.9580]]), tensor([[0.9583]]), tensor([[0.9592]]), tensor([[0.9607]]), tensor([[0.9602]]), tensor([[0.9590]]), tensor([[0.9602]]), tensor([[0.9547]]), tensor([[0.9573]]), tensor([[0.9575]]), tensor([[0.9529]]), tensor([[0.9521]]), tensor([[0.9527]]), tensor([[0.9533]])]",13,33
176,gpt-4,Lorem Ipsum Standard Passage,14,35," tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute ir","[' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore']","['m', 'agna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute']","[' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir']",0.1034482758620689,"magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur."," magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute ir",tensor([[0.9997]]),23,"[tensor([[0.8035]]), tensor([[0.8400]]), tensor([[0.9148]]), tensor([[0.8974]]), tensor([[0.9350]]), tensor([[0.9299]]), tensor([[0.9496]]), tensor([[0.9630]]), tensor([[0.9663]]), tensor([[0.9644]]), tensor([[0.9816]]), tensor([[0.9837]]), tensor([[0.9886]]), tensor([[0.9898]]), tensor([[0.9906]]), tensor([[0.9939]]), tensor([[0.9946]]), tensor([[0.9953]]), tensor([[0.9966]]), tensor([[0.9949]]), tensor([[0.9990]]), tensor([[0.9995]]), tensor([[0.9997]]), tensor([[0.9988]]), tensor([[0.9981]]), tensor([[0.9931]]), tensor([[0.9920]]), tensor([[0.9906]]), tensor([[0.9912]]), tensor([[0.9919]]), tensor([[0.9897]]), tensor([[0.9884]]), tensor([[0.9844]]), tensor([[0.9890]]), tensor([[0.9891]]), tensor([[0.9854]])]",13,47
179,gpt-4,Lorem Ipsum Standard Passage,21,26," aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis","[' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation']","['ull', 'am', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.']","[' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis']",0.2142857142857142,"ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt", ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis,tensor([[1.0000]]),11,"[tensor([[0.8016]]), tensor([[0.8512]]), tensor([[0.8944]]), tensor([[0.9077]]), tensor([[0.9209]]), tensor([[0.9372]]), tensor([[0.9532]]), tensor([[0.9592]]), tensor([[0.9713]]), tensor([[0.9779]]), tensor([[1.0000]]), tensor([[0.9932]]), tensor([[0.9897]]), tensor([[0.9874]]), tensor([[0.9855]]), tensor([[0.9707]]), tensor([[0.9701]]), tensor([[0.9638]]), tensor([[0.9656]]), tensor([[0.9674]]), tensor([[0.9605]]), tensor([[0.9575]]), tensor([[0.9522]]), tensor([[0.9595]]), tensor([[0.9580]]), tensor([[0.9572]]), tensor([[0.9573]]), tensor([[0.9561]]), tensor([[0.9533]]), tensor([[0.9480]]), tensor([[0.9477]]), tensor([[0.9417]]), tensor([[0.9448]])]",20,45
182,gpt-4,Lorem Ipsum Standard Passage,52,36," reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deser","[' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari']","['atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic', 'ia', ' deser']","['atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic', 'ia', ' deser']",0.0,"atur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum. Thus completing the frequently used Latin text passage.","atur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deser",tensor([[0.9990]]),14,"[tensor([[0.8104]]), tensor([[0.8542]]), tensor([[0.9118]]), tensor([[0.9255]]), tensor([[0.9461]]), tensor([[0.9652]]), tensor([[0.9687]]), tensor([[0.9731]]), tensor([[0.9754]]), tensor([[0.9738]]), tensor([[0.9899]]), tensor([[0.9923]]), tensor([[0.9980]]), tensor([[0.9990]]), tensor([[0.9953]]), tensor([[0.9954]]), tensor([[0.9904]]), tensor([[0.9931]]), tensor([[0.9820]]), tensor([[0.9822]]), tensor([[0.9730]]), tensor([[0.9688]]), tensor([[0.9661]]), tensor([[0.9621]]), tensor([[0.9466]]), tensor([[0.9417]]), tensor([[0.9395]])]",51,86
185,gpt-4,Lorem Ipsum Standard Passage,27,21," veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute","[' veniam', ',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co']","['l', 'abor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis']","[' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute']",0.2307692307692307,"laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa", laboris nisi ut aliquip ex ea commodo consequat. Duis aute,tensor([[1.0000]]),11,"[tensor([[0.8074]]), tensor([[0.8572]]), tensor([[0.8742]]), tensor([[0.8896]]), tensor([[0.9197]]), tensor([[0.9428]]), tensor([[0.9529]]), tensor([[0.9710]]), tensor([[0.9819]]), tensor([[0.9912]]), tensor([[1.0000]]), tensor([[0.9953]]), tensor([[0.9901]]), tensor([[0.9872]]), tensor([[0.9698]]), tensor([[0.9688]]), tensor([[0.9621]]), tensor([[0.9635]]), tensor([[0.9658]]), tensor([[0.9594]]), tensor([[0.9551]]), tensor([[0.9483]]), tensor([[0.9576]]), tensor([[0.9549]]), tensor([[0.9548]]), tensor([[0.9536]]), tensor([[0.9526]]), tensor([[0.9495]]), tensor([[0.9454]]), tensor([[0.9448]]), tensor([[0.9410]]), tensor([[0.9438]]), tensor([[0.9427]]), tensor([[0.9435]])]",26,46
188,gpt-4,Lorem Ipsum Standard Passage,30,30, nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse c,"[' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu']","['ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c']","['ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c']",0.0,"ip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt moll",ip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse c,tensor([[0.9958]]),16,"[tensor([[0.8084]]), tensor([[0.8350]]), tensor([[0.8801]]), tensor([[0.8963]]), tensor([[0.9168]]), tensor([[0.9440]]), tensor([[0.9531]]), tensor([[0.9574]]), tensor([[0.9697]]), tensor([[0.9729]]), tensor([[0.9760]]), tensor([[0.9862]]), tensor([[0.9877]]), tensor([[0.9912]]), tensor([[0.9943]]), tensor([[0.9958]]), tensor([[0.9917]]), tensor([[0.9894]]), tensor([[0.9843]]), tensor([[0.9871]]), tensor([[0.9850]]), tensor([[0.9850]]), tensor([[0.9776]]), tensor([[0.9770]]), tensor([[0.9742]]), tensor([[0.9687]]), tensor([[0.9690]]), tensor([[0.9674]]), tensor([[0.9657]]), tensor([[0.9666]]), tensor([[0.9658]]), tensor([[0.9652]]), tensor([[0.9631]]), tensor([[0.9617]]), tensor([[0.9609]])]",29,58
191,gpt-4,Lorem Ipsum Standard Passage,53,29,"enderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt","['enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat']","['null', 'a', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',']","[' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt']",0.1764705882352941,"nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."," nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt",tensor([[1.]]),10,"[tensor([[0.8032]]), tensor([[0.8382]]), tensor([[0.9193]]), tensor([[0.9452]]), tensor([[0.9583]]), tensor([[0.9699]]), tensor([[0.9872]]), tensor([[0.9895]]), tensor([[0.9933]]), tensor([[1.]]), tensor([[0.9981]]), tensor([[0.9903]]), tensor([[0.9916]]), tensor([[0.9840]]), tensor([[0.9835]]), tensor([[0.9822]]), tensor([[0.9811]]), tensor([[0.9758]]), tensor([[0.9773]]), tensor([[0.9713]])]",52,80
194,gpt-4,Lorem Ipsum Standard Passage,25,21," ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.","[' ad', ' minim', ' veniam', ',', ' quis', ' nostr', 'ud']","['ex', 'erc', 'itation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo']","[' exercitation', ' ullam', 'co', ' labor', 'is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.']",0.3571428571428571,exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.,tensor([[1.]]),11,"[tensor([[0.8042]]), tensor([[0.8906]]), tensor([[0.9113]]), tensor([[0.9295]]), tensor([[0.9383]]), tensor([[0.9548]]), tensor([[0.9655]]), tensor([[0.9699]]), tensor([[0.9727]]), tensor([[0.9761]]), tensor([[1.]]), tensor([[0.9891]]), tensor([[0.9882]]), tensor([[0.9881]]), tensor([[0.9841]]), tensor([[0.9850]]), tensor([[0.9764]]), tensor([[0.9766]]), tensor([[0.9716]]), tensor([[0.9734]]), tensor([[0.9751]]), tensor([[0.9722]]), tensor([[0.9705]]), tensor([[0.9683]]), tensor([[0.9732]]), tensor([[0.9722]]), tensor([[0.9747]]), tensor([[0.9690]]), tensor([[0.9689]]), tensor([[0.9682]]), tensor([[0.9635]]), tensor([[0.9644]]), tensor([[0.9630]])]",24,44
197,gpt-4,Lorem Ipsum Standard Passage,54,36," in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt moll","[' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat']","['null', 'a', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic', 'ia', ' deser', 'unt']","[' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui', ' offic', 'ia', ' deser', 'unt', ' moll']",0.12,"nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."," nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt moll",tensor([[0.9980]]),16,"[tensor([[0.8026]]), tensor([[0.8356]]), tensor([[0.9153]]), tensor([[0.9421]]), tensor([[0.9492]]), tensor([[0.9612]]), tensor([[0.9753]]), tensor([[0.9765]]), tensor([[0.9774]]), tensor([[0.9811]]), tensor([[0.9804]]), tensor([[0.9891]]), tensor([[0.9903]]), tensor([[0.9953]]), tensor([[0.9966]]), tensor([[0.9980]]), tensor([[0.9973]]), tensor([[0.9903]]), tensor([[0.9934]]), tensor([[0.9855]])]",53,88
200,gpt-4,Lorem Ipsum Standard Passage,36,30,is nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla,"['is', ' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo']","['con', 'sequ', 'at', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug']","[' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla']",0.2272727272727272,"consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim", consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla,tensor([[1.0000]]),17,"[tensor([[0.8015]]), tensor([[0.9174]]), tensor([[0.9155]]), tensor([[0.9315]]), tensor([[0.9504]]), tensor([[0.9610]]), tensor([[0.9623]]), tensor([[0.9640]]), tensor([[0.9651]]), tensor([[0.9690]]), tensor([[0.9711]]), tensor([[0.9740]]), tensor([[0.9872]]), tensor([[0.9890]]), tensor([[0.9833]]), tensor([[0.9956]]), tensor([[1.0000]]), tensor([[0.9957]]), tensor([[0.9871]]), tensor([[0.9867]]), tensor([[0.9834]]), tensor([[0.9766]]), tensor([[0.9780]]), tensor([[0.9776]]), tensor([[0.9767]]), tensor([[0.9780]]), tensor([[0.9761]]), tensor([[0.9747]]), tensor([[0.9729]]), tensor([[0.9715]]), tensor([[0.9712]]), tensor([[0.9710]])]",35,64
203,gpt-4,Lorem Ipsum Standard Passage,48,37," irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui","[' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse']","['c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui']","[' c', 'illum', ' dolore', ' eu', ' fug', 'iat', ' nulla', ' pari', 'atur', '.', ' Except', 'eur', ' sint', ' occ', 'aec', 'at', ' cupid', 'atat', ' non', ' pro', 'ident', ',', ' sunt', ' in', ' culpa', ' qui']",0.0384615384615384,"cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim id est laborum."," cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui",tensor([[1.]]),17,"[tensor([[0.7993]]), tensor([[0.8466]]), tensor([[0.8828]]), tensor([[0.8785]]), tensor([[0.9062]]), tensor([[0.9280]]), tensor([[0.9528]]), tensor([[0.9665]]), tensor([[0.9707]]), tensor([[0.9799]]), tensor([[0.9900]]), tensor([[0.9922]]), tensor([[0.9938]]), tensor([[0.9962]]), tensor([[0.9961]]), tensor([[0.9993]]), tensor([[1.]]), tensor([[0.9979]]), tensor([[0.9973]]), tensor([[0.9967]]), tensor([[0.9958]]), tensor([[0.9925]]), tensor([[0.9930]]), tensor([[0.9876]])]",47,83
206,gpt-4,Lorem Ipsum Standard Passage,37,23, nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse c,"[' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo']","['con', 'sequ', 'at', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit']","[' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh', 'enderit', ' in', ' volupt', 'ate', ' velit', ' esse', ' c']",0.3125,"consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui officia deserunt mollit anim", consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse c,tensor([[0.9912]]),12,"[tensor([[0.7957]]), tensor([[0.9056]]), tensor([[0.9235]]), tensor([[0.9296]]), tensor([[0.9511]]), tensor([[0.9625]]), tensor([[0.9686]]), tensor([[0.9775]]), tensor([[0.9793]]), tensor([[0.9837]]), tensor([[0.9884]]), tensor([[0.9912]]), tensor([[0.9846]]), tensor([[0.9826]]), tensor([[0.9763]]), tensor([[0.9768]]), tensor([[0.9737]]), tensor([[0.9746]]), tensor([[0.9596]]), tensor([[0.9595]]), tensor([[0.9557]]), tensor([[0.9519]]), tensor([[0.9529]]), tensor([[0.9546]]), tensor([[0.9517]]), tensor([[0.9537]]), tensor([[0.9510]]), tensor([[0.9494]]), tensor([[0.9471]]), tensor([[0.9437]]), tensor([[0.9428]]), tensor([[0.9440]])]",36,58
209,gpt-4,Lorem Ipsum Standard Passage,5,26," amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostr","[' amet', ',', ' consectetur', ' adipiscing', ' elit', ',', ' sed']","['do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr']","[' do', ' eiusmod', ' tempor', ' incididunt', ' ut', ' labore', ' et', ' dolore', ' magna', ' aliqua', '.', ' Ut', ' enim', ' ad', ' minim', ' veniam', ',', ' quis', ' nostr']",0.0526315789473684,"do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore"," do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostr",tensor([[0.9994]]),18,"[tensor([[0.8085]]), tensor([[0.8225]]), tensor([[0.8909]]), tensor([[0.9029]]), tensor([[0.9096]]), tensor([[0.9068]]), tensor([[0.9237]]), tensor([[0.9233]]), tensor([[0.9301]]), tensor([[0.9509]]), tensor([[0.9809]]), tensor([[0.9787]]), tensor([[0.9863]]), tensor([[0.9847]]), tensor([[0.9921]]), tensor([[0.9959]]), tensor([[0.9984]]), tensor([[0.9994]]), tensor([[0.9911]]), tensor([[0.9898]]), tensor([[0.9891]]), tensor([[0.9891]]), tensor([[0.9891]]), tensor([[0.9903]]), tensor([[0.9900]]), tensor([[0.9895]]), tensor([[0.9885]]), tensor([[0.9859]]), tensor([[0.9869]]), tensor([[0.9860]]), tensor([[0.9858]]), tensor([[0.9852]]), tensor([[0.9849]]), tensor([[0.9838]]), tensor([[0.9835]]), tensor([[0.9821]]), tensor([[0.9834]]), tensor([[0.9834]]), tensor([[0.9830]]), tensor([[0.9831]])]",4,29
212,gpt-4,Lorem Ipsum Standard Passage,28,25,", quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in repreh","[',', ' quis', ' nostr', 'ud', ' exercitation', ' ullam', 'co', ' labor', 'is']","['n', 'isi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in']","[' nisi', ' ut', ' aliqu', 'ip', ' ex', ' ea', ' commodo', ' consequat', '.', ' Duis', ' aute', ' ir', 'ure', ' dolor', ' in', ' repreh']",0.1875,"nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in reprehenderit in voluptate velit esse cillum dolore eu fugiat nulla pariatur. Excepteur sint occaecat cupidatat non proident, sunt in culpa qui offic", nisi ut aliquip ex ea commodo consequat. Duis aute irure dolor in repreh,tensor([[0.9886]]),15,"[tensor([[0.7993]]), tensor([[0.8049]]), tensor([[0.8193]]), tensor([[0.8668]]), tensor([[0.8871]]), tensor([[0.9018]]), tensor([[0.9231]]), tensor([[0.9483]]), tensor([[0.9642]]), tensor([[0.9666]]), tensor([[0.9742]]), tensor([[0.9800]]), tensor([[0.9832]]), tensor([[0.9883]]), tensor([[0.9886]]), tensor([[0.9811]]), tensor([[0.9803]]), tensor([[0.9822]]), tensor([[0.9763]]), tensor([[0.9737]]), tensor([[0.9654]]), tensor([[0.9727]]), tensor([[0.9691]]), tensor([[0.9691]]), tensor([[0.9624]]), tensor([[0.9613]]), tensor([[0.9579]]), tensor([[0.9534]]), tensor([[0.9528]]), tensor([[0.9513]]), tensor([[0.9522]]), tensor([[0.9526]]), tensor([[0.9514]]), tensor([[0.9496]]), tensor([[0.9502]])]",27,51
