,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
48,gpt-3.5-turbo,Famous Quotes,17,9,Not all those who wander are lost. ,"['Not', ' all', ' those', ' who']","['w', 'ander', ' are', ' lost', '.']","[' wander', ' are', ' lost', '.', ' ']",0.6,wander are lost., wander are lost. ,tensor([[1.0000]]),4,"[tensor([[0.7734]]), tensor([[0.9053]]), tensor([[0.9054]]), tensor([[1.0000]])]",0,8
51,gpt-3.5-turbo,Famous Quotes,18,14,Life can only be understood backwards but it must be lived forwards. ,"['Life', ' can', ' only']","['be', ' understood', ' backwards', ',', ' but', ' it', ' must', ' be', ' lived', ' forwards', '.']","[' be', ' understood', ' backwards', ' but', ' it', ' must', ' be', ' lived', ' forwards', '.', ' ']",0.2727272727272727,"be understood backwards, but it must be lived forwards.", be understood backwards but it must be lived forwards. ,tensor([[0.9975]]),10,"[tensor([[0.7848]]), tensor([[0.8292]]), tensor([[0.8652]]), tensor([[0.9438]]), tensor([[0.9476]]), tensor([[0.9489]]), tensor([[0.9650]]), tensor([[0.9654]]), tensor([[0.9853]]), tensor([[0.9975]])]",0,13
54,gpt-3.5-turbo,Famous Quotes,19,18,"You have to create your life. You have to carve it, like a sculpture. ","['You', ' have', ' to', ' create', ' your', ' life']","['or', ' someone', ' else', ' will', ' create', ' it', ' for', ' you', '.']","['.', ' You', ' have', ' to', ' carve', ' it', ',', ' like', ' a']",0.8888888888888888,or someone else will create it for you.,". You have to carve it, like a sculpture. ",tensor([[0.8612]]),9,"[tensor([[0.7864]]), tensor([[0.8136]]), tensor([[0.8066]]), tensor([[0.7968]]), tensor([[0.8009]]), tensor([[0.8272]]), tensor([[0.8470]]), tensor([[0.8436]]), tensor([[0.8612]])]",0,14
57,gpt-3.5-turbo,Famous Quotes,20,30,"The purpose of life is to live it, to taste experience to the utmost, to reach out eagerly and without fear for newer and richer experience. ","['The', ' purpose', ' of', ' life', ' is', ' to', ' live', ' it', ',', ' to', ' taste', ' experience', ' to', ' the', ' utmost']","[',', ' to', ' reach', ' out', ' eagerly', ' and', ' without', ' fear', ' for', ' newer', ' and', ' richer', ' experience', '.']","[',', ' to', ' reach', ' out', ' eagerly', ' and', ' without', ' fear', ' for', ' newer', ' and', ' richer', ' experience', '.']",0.0,", to reach out eagerly and without fear for newer and richer experience.",", to reach out eagerly and without fear for newer and richer experience. ",tensor([[1.]]),14,"[tensor([[0.7733]]), tensor([[0.8150]]), tensor([[0.8111]]), tensor([[0.8495]]), tensor([[0.8898]]), tensor([[0.9232]]), tensor([[0.9290]]), tensor([[0.9237]]), tensor([[0.9490]]), tensor([[0.9533]]), tensor([[0.9758]]), tensor([[0.9749]]), tensor([[0.9675]]), tensor([[1.]])]",0,28
60,gpt-3.5-turbo,Famous Quotes,21,36,"If you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward. ","['If', ' you', ' can', ""'t"", ' fly', ' then', ' run', ',']","['if', ' you', ' can', ""'t"", ' run', ' then', ' walk', ',', ' if', ' you', ' can', ""'t"", ' walk', ' then', ' crawl', ',', ' but', ' whatever', ' you', ' do', ',', ' you', ' have', ' to', ' keep', ' moving', ' forward', '.']","[' if', ' you', ' can', ""'t"", ' run', ' then', ' walk', ',', ' if', ' you', ' can', ""'t"", ' walk', ' then', ' crawl', ',', ' but', ' whatever', ' you', ' do', ' you', ' have', ' to', ' keep', ' moving', ' forward', '.', ' ']",0.1071428571428571,"if you can't run then walk, if you can't walk then crawl, but whatever you do, you have to keep moving forward."," if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward. ",tensor([[0.9984]]),23,"[tensor([[0.8002]]), tensor([[0.7853]]), tensor([[0.7927]]), tensor([[0.8308]]), tensor([[0.8825]]), tensor([[0.8953]]), tensor([[0.9240]]), tensor([[0.9243]]), tensor([[0.9325]]), tensor([[0.9340]]), tensor([[0.9352]]), tensor([[0.9449]]), tensor([[0.9638]]), tensor([[0.9653]]), tensor([[0.9663]]), tensor([[0.9685]]), tensor([[0.9707]]), tensor([[0.9718]]), tensor([[0.9705]]), tensor([[0.9735]]), tensor([[0.9738]]), tensor([[0.9841]]), tensor([[0.9984]])]",0,35
63,gpt-3.5-turbo,Famous Quotes,22,22,Ask yourself: Have you been kind today? Make kindness your modus operandi and change your world.  ,"['Ask', ' yourself']","['if', ' what', ' you', ""'re"", ' doing', ' today', '\n\n', 'is', ' getting', ' you', ' closer', ' to', ' where', '\n\n', 'you', ' want', ' to', ' be', ' tomorrow', '.']","[':', ' Have', ' you', ' been', ' kind', ' today', '?', ' Make', ' kindness', ' your', ' mod', 'us', ' operand', 'i', ' and', ' change', ' your', ' world', '.', '  ']",0.9,"if what you're doing today

is getting you closer to where

you want to be tomorrow.",: Have you been kind today? Make kindness your modus operandi and change your world.  ,tensor([[0.8578]]),8,"[tensor([[0.7821]]), tensor([[0.7994]]), tensor([[0.8025]]), tensor([[0.8134]]), tensor([[0.8036]]), tensor([[0.8549]]), tensor([[0.8548]]), tensor([[0.8578]]), tensor([[0.8512]]), tensor([[0.8531]]), tensor([[0.8492]]), tensor([[0.8486]]), tensor([[0.8473]]), tensor([[0.8506]]), tensor([[0.8409]])]",0,21
66,gpt-3.5-turbo,Famous Quotes,23,10,One kind word can warm three winter months. ,"['One', ' kind', ' word', ' can']","['change', ' someone', ""'s"", ' entire', ' day', '.']","[' warm', ' three', ' winter', ' months', '.', ' ']",1.0,change someone's entire day., warm three winter months. ,tensor([[0.7752]]),3,"[tensor([[0.7707]]), tensor([[0.7595]]), tensor([[0.7752]]), tensor([[0.7740]]), tensor([[0.7733]])]",0,9
69,gpt-3.5-turbo,Famous Quotes,24,25,"You can be rich in spirit, kindness, love and all those things that you can't put a dollar sign on. ","['You', ' can', ' be', ' rich']","['you', ' can', ' be', ' happy', ',', ' or', ' you', ' can', ' be', ' both', '.']","[' in', ' spirit', ',', ' kindness', ',', ' love', ' and', ' all', ' those', ' things', ' that']",0.9090909090909092,"you can be happy, or you can be both."," in spirit, kindness, love and all those things that you can't put a dollar sign on. ",tensor([[0.8278]]),5,"[tensor([[0.7575]]), tensor([[0.7454]]), tensor([[0.8071]]), tensor([[0.7865]]), tensor([[0.8278]]), tensor([[0.8224]]), tensor([[0.8204]]), tensor([[0.8267]]), tensor([[0.8251]]), tensor([[0.8109]])]",0,14
72,gpt-3.5-turbo,Famous Quotes,25,25,"Do things for people not because of who they are or what they do in return, but because of who you are. ","['Do', ' things', ' for', ' people']","['and', ' they', ' will', ' remember', ' you', '.']","[' not', ' because', ' of', ' who', ' they', ' are']",1.0,and they will remember you.," not because of who they are or what they do in return, but because of who you are. ",tensor([[0.8437]]),6,"[tensor([[0.7852]]), tensor([[0.7972]]), tensor([[0.8008]]), tensor([[0.8203]]), tensor([[0.7999]]), tensor([[0.8437]])]",0,9
75,gpt-3.5-turbo,Famous Quotes,26,25,"Ah, kindness. What a simple way to tell another struggling soul that there is love to be found in the world. ","['Ah', ',', ' kindness', '.', ' What', ' a', ' simple', ' way', ' to', ' tell']","['another', ' person', ' that', ' there', ' is', ' still', ' love', ' in', ' this', ' world', '.']","[' another', ' struggling', ' soul', ' that', ' there', ' is', ' love', ' to', ' be', ' found', ' in']",0.7272727272727273,another person that there is still love in this world., another struggling soul that there is love to be found in the world. ,tensor([[0.9122]]),11,"[tensor([[0.7600]]), tensor([[0.8107]]), tensor([[0.8275]]), tensor([[0.8440]]), tensor([[0.8397]]), tensor([[0.8548]]), tensor([[0.8534]]), tensor([[0.8967]]), tensor([[0.8958]]), tensor([[0.8948]]), tensor([[0.9122]])]",0,20
78,gpt-3.5-turbo,Famous Quotes,27,37,"One of the greatest things you can do to help others is not just to share and give what you have, but to help them discover what they have within themselves to help themselves. ","['One', ' of', ' the', ' greatest', ' things', ' you', ' can', ' do', ' to', ' help']","['others', ' is', ' to', ' listen', ' to', ' them', '.']","[' others', ' is', ' not', ' just', ' to', ' share', ' and']",0.7142857142857143,others is to listen to them.," others is not just to share and give what you have, but to help them discover what they have within themselves to help themselves. ",tensor([[0.8900]]),7,"[tensor([[0.7708]]), tensor([[0.8699]]), tensor([[0.8879]]), tensor([[0.8898]]), tensor([[0.8723]]), tensor([[0.8763]]), tensor([[0.8900]])]",0,16
81,gpt-3.5-turbo,Famous Quotes,28,25,Believe that there's light at the end of the tunnel. Believe that you might be that light for someone else. ,"['Bel', 'ieve']","['in', ' yourself', ',', ' and', ' all', ' that', ' you', ' are', '.']","[' that', ' there', ""'s"", ' light', ' at', ' the', ' end', ' of', ' the']",1.0,"in yourself, and all that you are.", that there's light at the end of the tunnel. Believe that you might be that light for someone else. ,tensor([[0.8409]]),8,"[tensor([[0.8079]]), tensor([[0.7681]]), tensor([[0.8256]]), tensor([[0.8240]]), tensor([[0.8197]]), tensor([[0.8240]]), tensor([[0.8319]]), tensor([[0.8409]])]",0,10
84,gpt-3.5-turbo,Famous Quotes,29,17,"Great opportunities to help others seldom come, but small ones surround us every day. ","['Great', ' opportunities', ' to', ' help']","['others', ' seldom', ' come', ',', ' but', ' small', ' ones', ' surround', ' us', ' every', ' day', '.']","[' others', ' seldom', ' come', ',', ' but', ' small', ' ones', ' surround', ' us', ' every', ' day', '.']",0.0833333333333333,"others seldom come, but small ones surround us every day."," others seldom come, but small ones surround us every day. ",tensor([[1.0000]]),11,"[tensor([[0.7799]]), tensor([[0.8166]]), tensor([[0.8938]]), tensor([[0.9160]]), tensor([[0.9238]]), tensor([[0.9373]]), tensor([[0.9441]]), tensor([[0.9549]]), tensor([[0.9721]]), tensor([[0.9772]]), tensor([[1.0000]])]",0,15
87,gpt-3.5-turbo,Famous Quotes,30,13,"If you get, give. If you learn, teach. ","['If', ' you']","['can', ""'t"", ' fly', ',', ' then', ' run', '.', ' If', ' you', ' can', ""'t""]","[' get', ',', ' give', '.', ' If', ' you', ' learn', ',', ' teach', '.', ' ']",0.9090909090909092,"can't fly, then run. If you can't run, then walk. If you can't walk, then crawl. But whatever you do, keep moving forward."," get, give. If you learn, teach. ",tensor([[0.8181]]),22,"[tensor([[0.7589]]), tensor([[0.7370]]), tensor([[0.7612]]), tensor([[0.7474]]), tensor([[0.7554]]), tensor([[0.7611]]), tensor([[0.7894]]), tensor([[0.7997]]), tensor([[0.8023]]), tensor([[0.8000]]), tensor([[0.7994]]), tensor([[0.8120]]), tensor([[0.8126]]), tensor([[0.8062]]), tensor([[0.8045]]), tensor([[0.8050]]), tensor([[0.7938]]), tensor([[0.8035]]), tensor([[0.8029]]), tensor([[0.8083]]), tensor([[0.8125]]), tensor([[0.8181]]), tensor([[0.8145]]), tensor([[0.8139]])]",0,12
90,gpt-3.5-turbo,Famous Quotes,31,15,The future belongs to those who believe in the beauty of their dreams. ,"['The', ' future', ' belongs', ' to', ' those', ' who', ' believe']","['in', ' the', ' beauty', ' of', ' their', ' dreams', '.']","[' in', ' the', ' beauty', ' of', ' their', ' dreams', '.']",0.1428571428571428,in the beauty of their dreams., in the beauty of their dreams. ,tensor([[1.0000]]),7,"[tensor([[0.7639]]), tensor([[0.7774]]), tensor([[0.7940]]), tensor([[0.8625]]), tensor([[0.8920]]), tensor([[0.9079]]), tensor([[1.0000]])]",0,13
93,gpt-3.5-turbo,Famous Quotes,32,31,"If we had no winter, the spring would not be so pleasant; if we did not sometimes taste of adversity, prosperity would not be so welcome. ","['If', ' we']","['cannot', ' now', ' end', ' our', ' differences', ',', ' at', ' least', ' we', ' can', ' help', ' make', ' the', ' world', ' safe', ' for', ' diversity', '.']","[' had', ' no', ' winter', ',', ' the', ' spring', ' would', ' not', ' be', ' so', ' pleasant', ';', ' if', ' we', ' did', ' not', ' sometimes', ' taste']",1.0,"cannot now end our differences, at least we can help make the world safe for diversity."," had no winter, the spring would not be so pleasant; if we did not sometimes taste of adversity, prosperity would not be so welcome. ",tensor([[0.8058]]),8,"[tensor([[0.7396]]), tensor([[0.7682]]), tensor([[0.7835]]), tensor([[0.7602]]), tensor([[0.7597]]), tensor([[0.7885]]), tensor([[0.7916]]), tensor([[0.8058]]), tensor([[0.8013]]), tensor([[0.7969]]), tensor([[0.7935]]), tensor([[0.8026]]), tensor([[0.8022]]), tensor([[0.8046]]), tensor([[0.7930]]), tensor([[0.7937]]), tensor([[0.7892]])]",0,19
96,gpt-3.5-turbo,Famous Quotes,33,22,"Wherever there is a human in need, there is an opportunity for kindness and to make a difference. ","['Where', 'ver', ' there', ' is']","['love', ',', ' there', ' is', ' life', '.']","[' a', ' human', ' in', ' need', ',', ' there']",1.0,"love, there is life."," a human in need, there is an opportunity for kindness and to make a difference. ",tensor([[0.8279]]),5,"[tensor([[0.7508]]), tensor([[0.8030]]), tensor([[0.7995]]), tensor([[0.8201]]), tensor([[0.8279]])]",0,9
99,gpt-3.5-turbo,Famous Quotes,34,22,"From what we get, we can make a living; what we give, however, makes a life. ","['From', ' what', ' we', ' get', ',', ' we', ' can']","['make', ' a', ' living', ';', ' what', ' we', ' give', ',', ' however', ',', ' makes', ' a', ' life', '.']","[' make', ' a', ' living', ';', ' what', ' we', ' give', ',', ' however', ',', ' makes', ' a', ' life', '.']",0.0714285714285714,"make a living; what we give, however, makes a life."," make a living; what we give, however, makes a life. ",tensor([[1.]]),11,"[tensor([[0.7634]]), tensor([[0.8112]]), tensor([[0.8074]]), tensor([[0.8837]]), tensor([[0.9024]]), tensor([[0.9228]]), tensor([[0.9575]]), tensor([[0.9807]]), tensor([[0.9867]]), tensor([[0.9852]]), tensor([[1.]])]",0,20
102,gpt-3.5-turbo,Famous Quotes,35,8,"The heart that gives, gathers. ","['The', ' heart', ' that', ' gives']","['g', 'athers', '.']","[',', ' gathers', '.']",0.6666666666666666,gathers.,", gathers. ",tensor([[0.9797]]),2,"[tensor([[0.7909]]), tensor([[0.9797]])]",0,6
105,gpt-3.5-turbo,Famous Quotes,36,21,"Make the most of yourself by fanning the tiny, inner sparks of possibility into flames of achievement.   ","['Make', ' the', ' most', ' of', ' yourself', ' by', ' f', 'anning']","['the', ' tiny', ',', ' inner', ' sparks', ' of', ' possibility', ' into', ' flames', ' of', ' achievement', '.']","[' the', ' tiny', ',', ' inner', ' sparks', ' of', ' possibility', ' into', ' flames', ' of', ' achievement', '.']",0.0833333333333333,"the tiny, inner sparks of possibility into flames of achievement."," the tiny, inner sparks of possibility into flames of achievement.   ",tensor([[1.0000]]),11,"[tensor([[0.7902]]), tensor([[0.8039]]), tensor([[0.8442]]), tensor([[0.8556]]), tensor([[0.9178]]), tensor([[0.9204]]), tensor([[0.9466]]), tensor([[0.9488]]), tensor([[0.9517]]), tensor([[0.9583]]), tensor([[1.0000]])]",0,19
108,gpt-3.5-turbo,Famous Quotes,37,16,"To achieve the impossible, it is precisely the unthinkable that must be thought. ","['To', ' achieve', ' the']","['im', 'possible', ',', ' one', ' must', ' attempt', ' the', ' absurd', '.']","[' impossible', ',', ' it', ' is', ' precisely', ' the', ' unthinkable', ' that', ' must']",0.8888888888888888,"impossible, one must attempt the absurd."," impossible, it is precisely the unthinkable that must be thought. ",tensor([[0.8773]]),7,"[tensor([[0.7908]]), tensor([[0.8628]]), tensor([[0.8550]]), tensor([[0.8595]]), tensor([[0.8475]]), tensor([[0.8539]]), tensor([[0.8773]])]",0,11
