,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
30,gpt-3.5-turbo,Slogans,11,13,"Sometimes you feel like a nut, sometimes you don’t. ","['Sometimes', ' you', ' feel']","['like', ' a', ' nut', ',', ' sometimes', ' you', ' don', ""'t"", '.']","[' like', ' a', ' nut', ',', ' sometimes', ' you', ' don', '’t', '.']",0.2222222222222222,"like a nut, sometimes you don't."," like a nut, sometimes you don’t. ",tensor([[0.9916]]),7,"[tensor([[0.7926]]), tensor([[0.7961]]), tensor([[0.8294]]), tensor([[0.8994]]), tensor([[0.9345]]), tensor([[0.9538]]), tensor([[0.9916]])]",0,11
33,gpt-3.5-turbo,Slogans,12,11,I’d like to teach the world to sing… ,"['I', '’d']","['D', 'ove', ' for', ' a', ' little', ' bird', '.']","[' like', ' to', ' teach', ' the', ' world', ' to', ' sing']",1.0,Dove for a little bird., like to teach the world to sing… ,tensor([[0.7934]]),4,"[tensor([[0.7362]]), tensor([[0.7388]]), tensor([[0.7933]]), tensor([[0.7934]]), tensor([[0.7784]]), tensor([[0.7665]])]",0,8
36,gpt-3.5-turbo,Slogans,13,11,I wish I were an Oscar Mayer Wiener. ,"['I', ' wish', ' I', ' were', ' an']","['O', 'scar', ' Mayer', ' wi', 'ener', '!']","[' Oscar', ' Mayer', ' Wi', 'ener', '.', ' ']",0.8333333333333334,Oscar Mayer wiener!, Oscar Mayer Wiener. ,tensor([[0.9640]]),4,"[tensor([[0.7711]]), tensor([[0.8484]]), tensor([[0.9266]]), tensor([[0.9640]])]",0,10
39,gpt-3.5-turbo,Slogans,14,25,"Two all beef patties, special sauce, lettuce, cheese, pickles, onions, on a sesame seed bun. ","['Two', ' all']","['be', 'ef', ' patt', 'ies', ',', ' special', ' sauce', ',', ' lettuce', ',', ' cheese', ',', ' pick', 'les', ',', ' onions', ' on', ' a', ' sesame', ' seed', ' bun', '.']","[' beef', ' patt', 'ies', ',', ' special', ' sauce', ',', ' lettuce', ',', ' cheese', ',', ' pick', 'les', ',', ' onions', ',', ' on', ' a', ' sesame', ' seed', ' bun', '.']",0.1363636363636363,"beef patties, special sauce, lettuce, cheese, pickles, onions on a sesame seed bun."," beef patties, special sauce, lettuce, cheese, pickles, onions, on a sesame seed bun. ",tensor([[0.9992]]),14,"[tensor([[0.7692]]), tensor([[0.8125]]), tensor([[0.8754]]), tensor([[0.8823]]), tensor([[0.9028]]), tensor([[0.9153]]), tensor([[0.9194]]), tensor([[0.9334]]), tensor([[0.9356]]), tensor([[0.9439]]), tensor([[0.9468]]), tensor([[0.9690]]), tensor([[0.9795]]), tensor([[0.9992]])]",0,23
42,gpt-3.5-turbo,Slogans,15,7,Things go better with Coke. ,"['Things', ' go', ' better']","['with', ' Coke', '!']","[' with', ' Coke', '.']",0.6666666666666666,with Coke!, with Coke. ,tensor([[0.9379]]),3,"[tensor([[0.7929]]), tensor([[0.8434]]), tensor([[0.9379]])]",0,5
45,gpt-3.5-turbo,Slogans,16,19,In the valley of the jolly–ho-ho-ho!–Green Giant. ,"['In', ' the']","['world', ' today']","[' valley', ' of']",1.0,world today, valley of the jolly–ho-ho-ho!–Green Giant. ,tensor([[0.7932]]),1,"[tensor([[0.7932]]), tensor([[0.7353]]), tensor([[0.7639]])]",0,3
48,gpt-3.5-turbo,Slogans,17,12,There’s always room for J-E-L-L-O. ,"['There', '’s', ' always', ' room']","['for', ' improvement', '.']","[' for', ' J', '-E']",1.0,for improvement., for J-E-L-L-O. ,tensor([[0.8532]]),2,"[tensor([[0.7990]]), tensor([[0.8532]]), tensor([[0.8414]])]",0,6
51,gpt-3.5-turbo,Slogans,18,16,"I’m a pepper, he’s a pepper, she’s a pepper… ","['I', '’m', ' a']","['star', '!']","[' pepper', ',']",1.0,star!," pepper, he’s a pepper, she’s a pepper… ",tensor([[0.8002]]),2,"[tensor([[0.7711]]), tensor([[0.8002]])]",0,4
54,gpt-3.5-turbo,Slogans,19,11,"Just for the taste of it, Diet Coke. ","['Just', ' for', ' the', ' taste']","['of', ' it', '.']","[' of', ' it', ',']",0.6666666666666666,of it.," of it, Diet Coke. ",tensor([[0.8370]]),3,"[tensor([[0.7617]]), tensor([[0.7828]]), tensor([[0.8370]])]",0,6
57,gpt-3.5-turbo,Slogans,20,8,See the USA in your Chevrolet. ,"['See', ' the', ' USA']","['in', ' a', ' Chevrolet', '.']","[' in', ' your', ' Chevrolet', '.']",0.5,in a Chevrolet., in your Chevrolet. ,tensor([[0.9641]]),4,"[tensor([[0.7694]]), tensor([[0.8106]]), tensor([[0.8278]]), tensor([[0.9641]])]",0,6
60,gpt-3.5-turbo,Slogans,21,8,Nobody doesn’t like Sara Lee. ,"['Nobody', ' doesn']","['does', ' it', ' better', '.']","['’t', ' like', ' Sara', ' Lee']",1.0,does it better.,’t like Sara Lee. ,tensor([[0.7406]]),2,"[tensor([[0.7309]]), tensor([[0.7406]]), tensor([[0.7195]]), tensor([[0.7226]])]",0,5
63,gpt-3.5-turbo,Slogans,22,15,Nothing says lovin’ like somethin’ from the oven. ,"['Nothing', ' says', ' lo', 'vin', '’', ' like', ' som']","['ething', ' from', ' the', ' oven', '!']","['eth', 'in', '’', ' from', ' the']",1.0,ething from the oven!,ethin’ from the oven. ,tensor([[0.9526]]),5,"[tensor([[0.7821]]), tensor([[0.8075]]), tensor([[0.8468]]), tensor([[0.8544]]), tensor([[0.9526]])]",0,11
66,gpt-3.5-turbo,Slogans,23,12,What would you do for a Klondike Bar? ,"['What', ' would', ' you', ' do', ' for', ' a']","['K', 'l', 'ond', 'ike', ' Bar', '?']","[' Kl', 'ond', 'ike', ' Bar', '?', ' ']",0.5,Klondike Bar?, Klondike Bar? ,tensor([[1.]]),3,"[tensor([[0.7998]]), tensor([[0.9249]]), tensor([[1.]])]",0,11
69,gpt-3.5-turbo,Slogans,24,10,Winston tastes good like a cigarette should. ,"['W', 'inston', ' tastes']","['good', ' like', ' a', ' cigarette', ' should', '.']","[' good', ' like', ' a', ' cigarette', ' should', '.']",0.1666666666666666,good like a cigarette should., good like a cigarette should. ,tensor([[1.]]),6,"[tensor([[0.7764]]), tensor([[0.8313]]), tensor([[0.8798]]), tensor([[0.8958]]), tensor([[0.9659]]), tensor([[1.]])]",0,8
72,gpt-3.5-turbo,Slogans,25,14,"If you’ve got the time, we’ve got the beer. ","['If', ' you', '’ve', ' got', ' the', ' time']","['we', ""'ve"", ' got', ' the', ' beer', '.']","[',', ' we', '’ve', ' got', ' the', ' beer']",0.6666666666666666,we've got the beer.,", we’ve got the beer. ",tensor([[0.9934]]),5,"[tensor([[0.7342]]), tensor([[0.8412]]), tensor([[0.8758]]), tensor([[0.9007]]), tensor([[0.9934]])]",0,11
75,gpt-3.5-turbo,Slogans,26,19,You’ll wonder where the yellow went when you brush your teeth with Pepsodent. ,['You'],"['only', ' live', ' once', '.']","['’ll', ' wonder', ' where', ' the']",1.0,only live once.,’ll wonder where the yellow went when you brush your teeth with Pepsodent. ,tensor([[0.8089]]),1,"[tensor([[0.8089]]), tensor([[0.7736]]), tensor([[0.7571]]), tensor([[0.7614]])]",0,4
78,gpt-3.5-turbo,Slogans,27,7,Here’s to good friends. ,['Here'],"['is', ' the', ' answer', '.']","['’s', ' to', ' good', ' friends']",1.0,is the answer.,’s to good friends. ,tensor([[0.7935]]),4,"[tensor([[0.7657]]), tensor([[0.7809]]), tensor([[0.7861]]), tensor([[0.7935]])]",0,4
81,gpt-3.5-turbo,Slogans,28,11,"Rice-a-Roni, the San Francisco treat.",['R'],"['""', 'R', 'ise', ' above', ' the', ' rest', '!']","['ice', '-a', '-R', 'oni', ',', ' the', ' San']",1.0,"""Rise above the rest!","ice-a-Roni, the San Francisco treat.",tensor([[0.7694]]),1,"[tensor([[0.7694]]), tensor([[0.7335]]), tensor([[0.7259]]), tensor([[0.7472]]), tensor([[0.7409]])]",0,7
84,gpt-3.5-turbo,Slogans,29,8,Away go troubles down the drain. ,"['Away', ' go', ' troubles']","['down', ' the', ' drain']","[' down', ' the', ' drain']",0.3333333333333333,down the drain, down the drain. ,tensor([[0.9835]]),4,"[tensor([[0.7698]]), tensor([[0.8657]]), tensor([[0.8815]]), tensor([[0.9835]])]",0,5
87,gpt-3.5-turbo,Slogans,30,10,Maxwell House coffee pot percolator theme ,"['Max', 'well', ' House', ' coffee', ' pot']","['...', ' is', ' good', ' to', ' the']","[' per', 'col', 'ator', ' theme', ' ']",1.0,... is good to the last drop., percolator theme ,tensor([[0.8132]]),2,"[tensor([[0.7969]]), tensor([[0.8132]]), tensor([[0.8025]]), tensor([[0.7744]]), tensor([[0.7720]]), tensor([[0.7793]]), tensor([[0.7686]]), tensor([[0.7670]])]",0,9
90,gpt-3.5-turbo,Slogans,31,3,Got Milk?,['Got'],"['m', 'ilk']","[' Milk', '?']",1.0,milk?, Milk?,tensor([[1.0000]]),2,"[tensor([[0.7867]]), tensor([[1.0000]])]",0,2
93,gpt-3.5-turbo,Slogans,32,5,Where’s the Beef?,"['Where', '’s']","['the', ' beef', '?']","[' the', ' Beef', '?']",0.6666666666666666,the beef?, the Beef?,tensor([[1.0000]]),3,"[tensor([[0.7735]]), tensor([[0.8562]]), tensor([[1.0000]])]",0,4
96,gpt-3.5-turbo,Slogans,33,2,Think Different,['Think'],['outside'],[' Different'],1.0,outside the box., Different,tensor([[0.8294]]),2,"[tensor([[0.8091]]), tensor([[0.8294]]), tensor([[0.8069]]), tensor([[0.7866]])]",0,1
99,gpt-3.5-turbo,Slogans,34,10,Melts in your mouth not in your hands ,"['Mel', 'ts']","['in', ' your', ' mouth', ',', ' not', ' in', ' your', ' hands']","[' in', ' your', ' mouth', ' not', ' in', ' your', ' hands', ' ']",0.375,"in your mouth, not in your hands.", in your mouth not in your hands ,tensor([[0.9731]]),8,"[tensor([[0.8013]]), tensor([[0.8320]]), tensor([[0.8568]]), tensor([[0.9098]]), tensor([[0.9529]]), tensor([[0.9595]]), tensor([[0.9605]]), tensor([[0.9731]])]",0,9
102,gpt-3.5-turbo,Slogans,35,12,"Is it live, or is it Memorex? ","['Is', ' it', ' live', ',', ' or']","['is', ' it', ' Mem', 'ore', 'x', '?']","[' is', ' it', ' Mem', 'ore', 'x', '?']",0.1666666666666666,is it Memorex?, is it Memorex? ,tensor([[1.]]),4,"[tensor([[0.8007]]), tensor([[0.8521]]), tensor([[0.8620]]), tensor([[1.]])]",0,10
105,gpt-3.5-turbo,Slogans,36,7,Let your fingers do the walking ,['Let'],"['us', ' all', ' come', ' together', ' and', ' make']","[' your', ' fingers', ' do', ' the', ' walking', ' ']",1.0,us all come together and make a difference., your fingers do the walking ,tensor([[0.7832]]),9,"[tensor([[0.7828]]), tensor([[0.7618]]), tensor([[0.7692]]), tensor([[0.7755]]), tensor([[0.7684]]), tensor([[0.7734]]), tensor([[0.7700]]), tensor([[0.7815]]), tensor([[0.7832]])]",0,6
108,gpt-3.5-turbo,Slogans,37,8,It takes a licking and keeps on ticking,"['It', ' takes']","['two', ' to']","[' a', ' licking']",1.0,two to, a licking and keeps on ticking,tensor([[0.7854]]),1,"[tensor([[0.7854]]), tensor([[0.7603]]), tensor([[0.7800]])]",0,3
111,gpt-3.5-turbo,Slogans,38,7,All the News That Fit to Print,"['All', ' the', ' News']","['That', ""'s"", ' Fit', ' to']","[' That', ' Fit', ' to', ' Print']",0.75,That's Fit to Print., That Fit to Print,tensor([[0.9694]]),5,"[tensor([[0.7786]]), tensor([[0.8408]]), tensor([[0.8916]]), tensor([[0.9098]]), tensor([[0.9694]])]",0,6
114,gpt-3.5-turbo,Slogans,39,38,"Breakfast of Champions – Wheaties. Also, it serves as the title for Kurt Vonnegut’s famous novel. In his book, the Breakfast of Champions is a martini.","['Break', 'fast', ' of', ' Champions', ' –', ' Wheat']",['ies'],['ies'],0.0,ies,"ies. Also, it serves as the title for Kurt Vonnegut’s famous novel. In his book, the Breakfast of Champions is a martini.",tensor([[0.7969]]),2,"[tensor([[0.7959]]), tensor([[0.7969]])]",0,6
117,gpt-3.5-turbo,Slogans,40,6,When it rains it pours ,"['When', ' it', ' rains']","['it', ' pours', '.']","[' it', ' pours', ' ']",0.6666666666666666,it pours., it pours ,tensor([[0.9830]]),3,"[tensor([[0.8006]]), tensor([[0.8665]]), tensor([[0.9830]])]",0,5
120,gpt-3.5-turbo,Slogans,41,6,It’s the Real Thing ,"['It', '’s', ' the']","['real', ' thing', '.']","[' Real', ' Thing', ' ']",1.0,real thing., Real Thing ,tensor([[0.9555]]),3,"[tensor([[0.7885]]), tensor([[0.9157]]), tensor([[0.9555]])]",0,5
123,gpt-3.5-turbo,Slogans,42,6,Good to the Last Drop ,"['Good', ' to', ' the']","['last', ' drop', '!']","[' Last', ' Drop', ' ']",1.0,last drop!, Last Drop ,tensor([[0.9624]]),3,"[tensor([[0.8038]]), tensor([[0.8915]]), tensor([[0.9624]])]",0,5
126,gpt-3.5-turbo,Slogans,43,5,The Quicker Picker Upper,['The'],"['rest', ' of', ' the', ' sentence']","[' Qu', 'icker', ' Picker', ' Upper']",1.0,"rest of the sentence is ""Just do it.""", Quicker Picker Upper,tensor([[0.8115]]),1,"[tensor([[0.8115]]), tensor([[0.7605]]), tensor([[0.7870]]), tensor([[0.7867]]), tensor([[0.7827]]), tensor([[0.7808]]), tensor([[0.7835]]), tensor([[0.7757]]), tensor([[0.7769]])]",0,4
129,gpt-3.5-turbo,Slogans,44,4,Think outside the bun,['Think'],"['different', '.']","[' outside', ' the']",1.0,different., outside the bun,tensor([[0.8153]]),1,"[tensor([[0.8153]]), tensor([[0.7904]])]",0,2
132,gpt-3.5-turbo,Slogans,45,3,The Uncola,['The'],"['rest', ' of']","[' Unc', 'ola']",1.0,"rest of the sentence is ""Just Do It.""", Uncola,tensor([[0.7946]]),1,"[tensor([[0.7946]]), tensor([[0.7683]]), tensor([[0.7728]]), tensor([[0.7752]]), tensor([[0.7745]]), tensor([[0.7601]]), tensor([[0.7723]]), tensor([[0.7584]]), tensor([[0.7476]])]",0,2
135,gpt-3.5-turbo,Slogans,46,7,Nothing runs like a Deere ,"['Nothing', ' runs', ' like']","['a', ' De', 'ere', '.']","[' a', ' De', 'ere', ' ']",0.5,a Deere., a Deere ,tensor([[0.9830]]),3,"[tensor([[0.7851]]), tensor([[0.8146]]), tensor([[0.9830]])]",0,6
138,gpt-3.5-turbo,Slogans,47,41,"We try harder – Avis. Adopted in 1962, the campaign spoke to the fact that Avis was the second biggest car rental company, and as a result, needed to try harder.","['We', ' try', ' harder', ' –', ' A', 'vis', '.', ' Adopt', 'ed', ' in', ' ', '196', '2', ',', ' the']","['s', 'logan', ' ""', 'We', ' try', ' harder', '""', ' has', ' become', ' one', ' of', ' the', ' most', ' well', '-known', ' and', ' enduring', ' catch', 'ph', 'rases', ' in', ' the', ' world', ' of', ' advertising', '.']","[' campaign', ' spoke', ' to', ' the', ' fact', ' that', ' A', 'vis', ' was', ' the', ' second', ' biggest', ' car', ' rental', ' company', ',', ' and', ' as', ' a', ' result', ',', ' needed', ' to', ' try', ' harder', '.']",0.9615384615384616,"slogan ""We try harder"" has become one of the most well-known and enduring catchphrases in the world of advertising. It perfectly encapsulates Avis' commitment to providing exceptional customer service and going above and beyond to meet their customers' needs"," campaign spoke to the fact that Avis was the second biggest car rental company, and as a result, needed to try harder.",tensor([[0.8620]]),27,"[tensor([[0.7206]]), tensor([[0.7465]]), tensor([[0.7689]]), tensor([[0.7963]]), tensor([[0.8163]]), tensor([[0.8210]]), tensor([[0.8217]]), tensor([[0.8122]]), tensor([[0.8220]]), tensor([[0.8268]]), tensor([[0.8242]]), tensor([[0.8190]]), tensor([[0.8254]]), tensor([[0.8189]]), tensor([[0.8080]]), tensor([[0.8098]]), tensor([[0.8112]]), tensor([[0.8052]]), tensor([[0.8067]]), tensor([[0.8153]]), tensor([[0.8158]]), tensor([[0.8111]]), tensor([[0.8089]]), tensor([[0.8555]]), tensor([[0.8606]]), tensor([[0.8594]]), tensor([[0.8620]]), tensor([[0.8582]]), tensor([[0.8610]]), tensor([[0.8610]]), tensor([[0.8597]]), tensor([[0.8607]]), tensor([[0.8599]]), tensor([[0.8599]]), tensor([[0.8587]]), tensor([[0.8587]]), tensor([[0.8581]]), tensor([[0.8586]]), tensor([[0.8607]]), tensor([[0.8585]])]",0,40
141,gpt-3.5-turbo,Slogans,48,5,Snap Crackle Pop!,['Snap'],"['...', ' into', ' action', '!']","[' Cr', 'ackle', ' Pop', '!']",0.75,... into action!, Crackle Pop!,tensor([[0.8373]]),4,"[tensor([[0.7921]]), tensor([[0.8296]]), tensor([[0.8206]]), tensor([[0.8373]])]",0,4
144,gpt-3.5-turbo,Slogans,49,5,I want my MTV ,"['I', ' want']","['...', 'you', ' to']","[' my', ' MTV', ' ']",1.0,...you to be happy., my MTV ,tensor([[0.8092]]),2,"[tensor([[0.7894]]), tensor([[0.8092]]), tensor([[0.7963]]), tensor([[0.7971]]), tensor([[0.7700]])]",0,4
147,gpt-3.5-turbo,Slogans,50,8,Finger-Lickin’ Good ,"['F', 'inger', '-L']","['ick', 'in', ""'"", ' good', '!']","['ick', 'in', '’', ' Good', ' ']",0.6,ickin' good!,ickin’ Good ,tensor([[0.9654]]),3,"[tensor([[0.7969]]), tensor([[0.9344]]), tensor([[0.9654]])]",0,7
150,gpt-3.5-turbo,Slogans,51,3,Think small ,['Think'],"['outside', ' the']","[' small', ' ']",1.0,outside the box., small ,tensor([[0.8501]]),2,"[tensor([[0.8159]]), tensor([[0.8501]]), tensor([[0.8133]]), tensor([[0.7954]])]",0,2
153,gpt-3.5-turbo,Slogans,52,9,There’s always room for Jell-O ,"['There', '’s', ' always', ' room']","['for', ' improvement', '.']","[' for', ' J', 'ell']",1.0,for improvement., for Jell-O ,tensor([[0.8599]]),2,"[tensor([[0.8109]]), tensor([[0.8599]]), tensor([[0.8220]])]",0,6
156,gpt-3.5-turbo,Slogans,53,6,Because you’re worth it ,"['Because', ' you']","[""'re"", ' worth', ' it', '.']","['’re', ' worth', ' it', ' ']",0.5,'re worth it.,’re worth it ,tensor([[0.9808]]),4,"[tensor([[0.7863]]), tensor([[0.8536]]), tensor([[0.9423]]), tensor([[0.9808]])]",0,5
159,gpt-3.5-turbo,Slogans,54,5,The ultimate driving machine ,['The'],"['rest', ' of', ' the', ' sentence']","[' ultimate', ' driving', ' machine', ' ']",1.0,"rest of the sentence is ""Just Do It.""", ultimate driving machine ,tensor([[0.7773]]),1,"[tensor([[0.7773]]), tensor([[0.7462]]), tensor([[0.7571]]), tensor([[0.7603]]), tensor([[0.7511]]), tensor([[0.7398]]), tensor([[0.7473]]), tensor([[0.7338]]), tensor([[0.7396]])]",0,4
162,gpt-3.5-turbo,Slogans,55,9,The Few. The Proud. The Marines.,"['The', ' Few', '.']","['The', ' Proud', '.']","[' The', ' Proud', '.']",0.3333333333333333,The Proud., The Proud. The Marines.,tensor([[0.9017]]),3,"[tensor([[0.7663]]), tensor([[0.8070]]), tensor([[0.9017]])]",0,5
165,gpt-3.5-turbo,Slogans,56,10,When you care enough to send the very best ,"['When', ' you', ' care']","['en', 'ough', ' to', ' send', ' the', ' very', ' best']","[' enough', ' to', ' send', ' the', ' very', ' best', ' ']",0.4285714285714285,enough to send the very best., enough to send the very best ,tensor([[0.9935]]),7,"[tensor([[0.7694]]), tensor([[0.8455]]), tensor([[0.8738]]), tensor([[0.9386]]), tensor([[0.9349]]), tensor([[0.9533]]), tensor([[0.9935]])]",0,9
168,gpt-3.5-turbo,Slogans,57,7,I’m Lovin’ it ,"['I', '’m']","['lo', 'vin', ""'"", ' it', '!']","[' Lov', 'in', '’', ' it', ' ']",0.8,lovin' it!, Lovin’ it ,tensor([[0.9695]]),3,"[tensor([[0.7577]]), tensor([[0.9516]]), tensor([[0.9695]])]",0,6
171,gpt-3.5-turbo,Slogans,58,3,Just Do It,['Just'],"['Do', ' It']","[' Do', ' It']",0.5,Do It., Do It,tensor([[0.9724]]),3,"[tensor([[0.7830]]), tensor([[0.9140]]), tensor([[0.9724]])]",0,2
174,gpt-3.5-turbo,Slogans,59,11,"Sometimes you feel like a nut, sometimes you don’t","['Sometimes', ' you', ' feel', ' like', ' a']","['nut', ',', ' sometimes', ' you', ' don', ""'t""]","[' nut', ',', ' sometimes', ' you', ' don', '’t']",0.3333333333333333,"nut, sometimes you don't."," nut, sometimes you don’t",tensor([[0.9750]]),5,"[tensor([[0.7932]]), tensor([[0.8919]]), tensor([[0.9314]]), tensor([[0.9505]]), tensor([[0.9750]])]",0,10
177,gpt-3.5-turbo,Slogans,60,5,Coke is it!,"['C', 'oke']","['Is', ' it', '!']","[' is', ' it', '!']",0.3333333333333333,Is it!, is it!,tensor([[1.0000]]),3,"[tensor([[0.7693]]), tensor([[0.9165]]), tensor([[1.0000]])]",0,4
180,gpt-3.5-turbo,Slogans,61,8,You’re in good hands with Allstate,"['You', '’re', ' in', ' good']","['hands', '.']","[' hands', ' with']",1.0,hands., hands with Allstate,tensor([[0.8618]]),2,"[tensor([[0.7919]]), tensor([[0.8618]])]",0,5
183,gpt-3.5-turbo,Slogans,62,8,Betcha can’t eat just one,"['B', 'etch', 'a']","['can', ""'t"", ' eat', ' just', ' one']","[' can', '’t', ' eat', ' just', ' one']",0.4,can't eat just one!, can’t eat just one,tensor([[0.9651]]),5,"[tensor([[0.7875]]), tensor([[0.8680]]), tensor([[0.8873]]), tensor([[0.9397]]), tensor([[0.9651]])]",0,7
186,gpt-3.5-turbo,Slogans,63,4,Have it Your Way,"['Have', ' it']","['your', ' way']","[' Your', ' Way']",1.0,your way, Your Way,tensor([[1.0000]]),3,"[tensor([[0.7706]]), tensor([[0.8775]]), tensor([[1.0000]])]",0,3
189,gpt-3.5-turbo,Slogans,64,7,You can’t top the copper top,['You'],"['can', ' do', ' it', '!']","[' can', '’t', ' top', ' the']",1.0,can do it!, can’t top the copper top,tensor([[0.8310]]),2,"[tensor([[0.7757]]), tensor([[0.8310]]), tensor([[0.8204]]), tensor([[0.8183]])]",0,4
192,gpt-3.5-turbo,Slogans,65,7,Be all that you can be ,"['Be', ' all']","['that', ' you', ' can', ' be', '.']","[' that', ' you', ' can', ' be', ' ']",0.4,that you can be., that you can be ,tensor([[0.9903]]),5,"[tensor([[0.7409]]), tensor([[0.8466]]), tensor([[0.8732]]), tensor([[0.9500]]), tensor([[0.9903]])]",0,6
195,gpt-3.5-turbo,Slogans,66,8,A little dab’ll do ya! ,"['A', ' little', ' dab']","[""'ll"", ' do', ' ya', '!']","['’ll', ' do', ' ya', '!']",0.25,'ll do ya!,’ll do ya! ,tensor([[0.9913]]),4,"[tensor([[0.7682]]), tensor([[0.8617]]), tensor([[0.9213]]), tensor([[0.9913]])]",0,6
198,gpt-3.5-turbo,Slogans,67,12,"Tastes so good, cats ask for it by name ","['T', 'astes', ' so', ' good', ',', ' cats']","['prefer', ' it', '!']","[' ask', ' for', ' it']",1.0,prefer it!, ask for it by name ,tensor([[0.7962]]),2,"[tensor([[0.7820]]), tensor([[0.7962]]), tensor([[0.7900]])]",0,8
