,model,file,randtoken,randtoken_count,gt,gt_portion,pred,answer,levenshtein_distance,full_pred,full_answer,optimal_cosine,optimal_index,cosine_scores,start_token,end_token
30,gpt-3.5-turbo,Famous Bible Verses,11,19,"You will keep in perfect peace him whose mind is steadfast, because he trusts in you. ","['You', ' will', ' keep', ' in', ' perfect']","['peace', ' those', ' whose', ' minds', ' are', ' steadfast', ',', ' because', ' they', ' trust', ' in', ' you', '.', ' -']","[' peace', ' him', ' whose', ' mind', ' is', ' steadfast', ',', ' because', ' he', ' trusts', ' in', ' you', '.', ' ']",0.5,"peace those whose minds are steadfast, because they trust in you. - Isaiah 26:3"," peace him whose mind is steadfast, because he trusts in you. ",tensor([[0.9527]]),12,"[tensor([[0.7657]]), tensor([[0.8156]]), tensor([[0.8145]]), tensor([[0.8214]]), tensor([[0.8460]]), tensor([[0.8516]]), tensor([[0.9017]]), tensor([[0.9119]]), tensor([[0.9132]]), tensor([[0.9296]]), tensor([[0.9300]]), tensor([[0.9527]]), tensor([[0.9474]]), tensor([[0.9186]]), tensor([[0.9073]])]",0,18
33,gpt-3.5-turbo,Famous Bible Verses,12,48,Jesus replied: ” ‘Love the Lord your God with all your heart and with all your soul and with all your mind.’ This is the first and greatest commandment. And the second is like it: ‘Love your neighbor as yourself.’,['Jesus'],"['answered', ',', ' ""', 'I', ' am', ' the', ' way', ' and', ' the', ' truth', ' and', ' the', ' life', '.""', ' -', ' John', ' ', '14', ':', '6']","[' replied', ':', ' ”', ' ‘', 'Love', ' the', ' Lord', ' your', ' God', ' with', ' all', ' your', ' heart', ' and', ' with', ' all', ' your', ' soul', ' and', ' with']",0.95,"answered, ""I am the way and the truth and the life."" - John 14:6", replied: ” ‘Love the Lord your God with all your heart and with all your soul and with all your mind.’ This is the first and greatest commandment. And the second is like it: ‘Love your neighbor as yourself.’,tensor([[0.8204]]),15,"[tensor([[0.7498]]), tensor([[0.7918]]), tensor([[0.7773]]), tensor([[0.7718]]), tensor([[0.7768]]), tensor([[0.7809]]), tensor([[0.7867]]), tensor([[0.7941]]), tensor([[0.7850]]), tensor([[0.7875]]), tensor([[0.7948]]), tensor([[0.7936]]), tensor([[0.7942]]), tensor([[0.7974]]), tensor([[0.8204]])]",0,20
36,gpt-3.5-turbo,Famous Bible Verses,13,34,"Be strong and courageous. Do not be afraid or terrified because of them, for the LORD your God goes with you; he will never leave you nor forsake you.","['Be', ' strong', ' and', ' courageous', '.']","['Do', ' not', ' be', ' afraid', ';', ' do', ' not', ' be', ' discouraged', ',', ' for', ' the', ' LORD', ' your', ' God', ' will', ' be', ' with', ' you', ' wherever', ' you', ' go', '.', ' (', 'Josh', 'ua', ' ', '1', ':']","[' Do', ' not', ' be', ' afraid', ' or', ' terrified', ' because', ' of', ' them', ',', ' for', ' the', ' LORD', ' your', ' God', ' goes', ' with', ' you', ';', ' he', ' will', ' never', ' leave', ' you', ' nor', ' fors', 'ake', ' you', '.']",0.6551724137931034,"Do not be afraid; do not be discouraged, for the LORD your God will be with you wherever you go. (Joshua 1:9)"," Do not be afraid or terrified because of them, for the LORD your God goes with you; he will never leave you nor forsake you.",tensor([[0.9494]]),21,"[tensor([[0.7755]]), tensor([[0.7718]]), tensor([[0.8106]]), tensor([[0.8140]]), tensor([[0.8821]]), tensor([[0.8659]]), tensor([[0.8644]]), tensor([[0.8692]]), tensor([[0.8721]]), tensor([[0.8786]]), tensor([[0.8803]]), tensor([[0.9015]]), tensor([[0.9132]]), tensor([[0.9172]]), tensor([[0.9134]]), tensor([[0.9165]]), tensor([[0.9300]]), tensor([[0.9373]]), tensor([[0.9368]]), tensor([[0.9372]]), tensor([[0.9494]]), tensor([[0.9238]]), tensor([[0.9157]])]",0,33
39,gpt-3.5-turbo,Famous Bible Verses,14,19,A merry heart does good like a medicine; but a broken spirit dries the bones. ,"['A', ' merry', ' heart']","['does', ' good', ' like', ' a', ' medicine', ',', ' but', ' a', ' broken', ' spirit', ' d', 'ries', ' up', ' the', ' bones', '.']","[' does', ' good', ' like', ' a', ' medicine', ';', ' but', ' a', ' broken', ' spirit', ' d', 'ries', ' the', ' bones', '.', ' ']",0.25,"does good like a medicine, but a broken spirit dries up the bones. (Proverbs 17:22)", does good like a medicine; but a broken spirit dries the bones. ,tensor([[0.9968]]),14,"[tensor([[0.7797]]), tensor([[0.8011]]), tensor([[0.8489]]), tensor([[0.8468]]), tensor([[0.8525]]), tensor([[0.9069]]), tensor([[0.9143]]), tensor([[0.9129]]), tensor([[0.9403]]), tensor([[0.9539]]), tensor([[0.9623]]), tensor([[0.9606]]), tensor([[0.9628]]), tensor([[0.9968]]), tensor([[0.9665]]), tensor([[0.9644]])]",0,18
42,gpt-3.5-turbo,Famous Bible Verses,15,37,"But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faithfulness, gentleness and self-control. Against such things there is no law. ","['But', ' the', ' fruit', ' of', ' the', ' Spirit']","['is', ' love', ',', ' joy', ',', ' peace', ',', ' forb', 'ear', 'ance', ',', ' kindness', ',', ' goodness', ',', ' faith', 'fulness', ',', ' gent', 'leness', ',', ' and', ' self', '-control', '.', ' Against', ' such', ' things', ' there', ' is', ' no']","[' is', ' love', ',', ' joy', ',', ' peace', ',', ' patience', ',', ' kindness', ',', ' goodness', ',', ' faith', 'fulness', ',', ' gent', 'leness', ' and', ' self', '-control', '.', ' Against', ' such', ' things', ' there', ' is', ' no', ' law', '.', ' ']",0.2580645161290322,"is love, joy, peace, forbearance, kindness, goodness, faithfulness, gentleness, and self-control. Against such things there is no law. (Galatians 5:22-23)"," is love, joy, peace, patience, kindness, goodness, faithfulness, gentleness and self-control. Against such things there is no law. ",tensor([[0.9934]]),19,"[tensor([[0.7961]]), tensor([[0.8132]]), tensor([[0.8491]]), tensor([[0.8545]]), tensor([[0.8715]]), tensor([[0.8684]]), tensor([[0.8773]]), tensor([[0.8789]]), tensor([[0.8870]]), tensor([[0.8920]]), tensor([[0.8936]]), tensor([[0.9159]]), tensor([[0.9211]]), tensor([[0.9302]]), tensor([[0.9351]]), tensor([[0.9334]]), tensor([[0.9374]]), tensor([[0.9504]]), tensor([[0.9934]]), tensor([[0.9556]]), tensor([[0.9583]])]",0,36
45,gpt-3.5-turbo,Famous Bible Verses,16,34,"What good will it be for a man if he gains the whole world, yet forfeits his soul? Or what can a man give in exchange for his soul? ","['What', ' good', ' will', ' it']","['be', ' for', ' someone', ' to', ' gain', ' the', ' whole', ' world', ',', ' yet', ' forfe', 'it', ' their', ' soul', '?', ' -', ' Mark', ' ', '8', ':', '36']","[' be', ' for', ' a', ' man', ' if', ' he', ' gains', ' the', ' whole', ' world', ',', ' yet', ' forfe', 'its', ' his', ' soul', '?', ' Or', ' what', ' can', ' a']",0.6666666666666666,"be for someone to gain the whole world, yet forfeit their soul? - Mark 8:36"," be for a man if he gains the whole world, yet forfeits his soul? Or what can a man give in exchange for his soul? ",tensor([[0.9433]]),13,"[tensor([[0.8033]]), tensor([[0.8243]]), tensor([[0.8295]]), tensor([[0.8303]]), tensor([[0.8245]]), tensor([[0.8361]]), tensor([[0.8388]]), tensor([[0.8667]]), tensor([[0.8800]]), tensor([[0.8720]]), tensor([[0.9026]]), tensor([[0.9011]]), tensor([[0.9433]]), tensor([[0.9387]]), tensor([[0.9129]]), tensor([[0.9141]])]",0,24
48,gpt-3.5-turbo,Famous Bible Verses,17,41,"No one can serve two masters. Either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve both God and Money. ","['No', ' one']","['comes', ' to', ' the', ' Father', ' except', ' through', ' me', '.', ' (', 'John', ' ', '14', ':', '6', ')']","[' can', ' serve', ' two', ' masters', '.', ' Either', ' he', ' will', ' hate', ' the', ' one', ' and', ' love', ' the', ' other']",1.0,comes to the Father except through me. (John 14:6)," can serve two masters. Either he will hate the one and love the other, or he will be devoted to the one and despise the other. You cannot serve both God and Money. ",tensor([[0.7932]]),10,"[tensor([[0.7628]]), tensor([[0.7650]]), tensor([[0.7685]]), tensor([[0.7624]]), tensor([[0.7703]]), tensor([[0.7795]]), tensor([[0.7786]]), tensor([[0.7698]]), tensor([[0.7732]]), tensor([[0.7932]])]",0,16
51,gpt-3.5-turbo,Famous Bible Verses,18,25,"Jesus answered, “I am the way and the truth and the life. No one comes to the Father except through me.","['Jesus', ' answered', ',']","['""I', ' am', ' the', ' way', ' and', ' the', ' truth', ' and', ' the', ' life', '.', ' No', ' one', ' comes', ' to', ' the', ' Father', ' except', ' through', ' me', '.""', ' (']","[' “', 'I', ' am', ' the', ' way', ' and', ' the', ' truth', ' and', ' the', ' life', '.', ' No', ' one', ' comes', ' to', ' the', ' Father', ' except', ' through', ' me', '.']",0.1818181818181818,"""I am the way and the truth and the life. No one comes to the Father except through me."" (John 14:6)", “I am the way and the truth and the life. No one comes to the Father except through me.,tensor([[0.9922]]),20,"[tensor([[0.7750]]), tensor([[0.8065]]), tensor([[0.8157]]), tensor([[0.8452]]), tensor([[0.8802]]), tensor([[0.8928]]), tensor([[0.8979]]), tensor([[0.9050]]), tensor([[0.9102]]), tensor([[0.9127]]), tensor([[0.9210]]), tensor([[0.9230]]), tensor([[0.9402]]), tensor([[0.9545]]), tensor([[0.9549]]), tensor([[0.9579]]), tensor([[0.9798]]), tensor([[0.9841]]), tensor([[0.9857]]), tensor([[0.9922]]), tensor([[0.9710]]), tensor([[0.9609]])]",0,24
54,gpt-3.5-turbo,Famous Bible Verses,19,20,The name of the LORD is a strong tower; the righteous run to it and are safe. ,"['The', ' name', ' of', ' the']","['Lord', '\n', 'is', ' a', ' strong', ' tower', ';\n', 'the', ' righteous', ' run', ' to', ' it', ' and', ' are', ' safe', '.\n']","[' LORD', ' is', ' a', ' strong', ' tower', ';', ' the', ' righteous', ' run', ' to', ' it', ' and', ' are', ' safe', '.', ' ']",0.4375,"Lord
is a strong tower;
the righteous run to it and are safe.
- Proverbs 18:10", LORD is a strong tower; the righteous run to it and are safe. ,tensor([[0.9940]]),12,"[tensor([[0.7496]]), tensor([[0.8424]]), tensor([[0.8618]]), tensor([[0.9021]]), tensor([[0.9382]]), tensor([[0.9520]]), tensor([[0.9579]]), tensor([[0.9637]]), tensor([[0.9651]]), tensor([[0.9659]]), tensor([[0.9661]]), tensor([[0.9940]]), tensor([[0.9591]]), tensor([[0.9621]])]",0,19
57,gpt-3.5-turbo,Famous Bible Verses,20,78,"Jabez was more honorable than his brothers. His mother had named him Jabez, saying, “I gave birth to him in pain.” Jabez cried out to the God of Israel, “Oh, that you would bless me and enlarge my territory! Let your hand be with me, and keep me from harm so that I will be free from pain.” And God granted his request.","['J', 'abez', ' was', ' more', ' honorable', ' than', ' his', ' brothers']","['and', ' his', ' mother', ' named', ' him', ' J', 'abez', ',', ' saying', ',', ' ""', 'Because', ' I', ' bore', ' him', ' in', ' pain', '.""']","['.', ' His', ' mother', ' had', ' named', ' him', ' J', 'abez', ',', ' saying', ',', ' “', 'I', ' gave', ' birth', ' to', ' him', ' in']",0.5555555555555556,"and his mother named him Jabez, saying, ""Because I bore him in pain.""",". His mother had named him Jabez, saying, “I gave birth to him in pain.” Jabez cried out to the God of Israel, “Oh, that you would bless me and enlarge my territory! Let your hand be with me, and keep me from harm so that I will be free from pain.” And God granted his request.",tensor([[0.9122]]),14,"[tensor([[0.7447]]), tensor([[0.7652]]), tensor([[0.7676]]), tensor([[0.7890]]), tensor([[0.8304]]), tensor([[0.8343]]), tensor([[0.8790]]), tensor([[0.8852]]), tensor([[0.8927]]), tensor([[0.8925]]), tensor([[0.8871]]), tensor([[0.8917]]), tensor([[0.8902]]), tensor([[0.9122]])]",0,25
60,gpt-3.5-turbo,Famous Bible Verses,21,32,"And without faith it is impossible to please God, because anyone who comes to him must believe that he exists and that he rewards those who earnestly seek him.","['And', ' without', ' faith', ' it', ' is', ' impossible', ' to', ' please', ' God', ',', ' because', ' anyone', ' who']","['comes', ' to', ' him', ' must', ' believe', ' that', ' he', ' exists', ' and', ' that', ' he', ' rewards', ' those', ' who', ' earnest', 'ly', ' seek', ' him', '.']","[' comes', ' to', ' him', ' must', ' believe', ' that', ' he', ' exists', ' and', ' that', ' he', ' rewards', ' those', ' who', ' earnest', 'ly', ' seek', ' him', '.']",0.0526315789473684,comes to him must believe that he exists and that he rewards those who earnestly seek him. - Hebrews 11:6, comes to him must believe that he exists and that he rewards those who earnestly seek him.,tensor([[1.0000]]),18,"[tensor([[0.7539]]), tensor([[0.7882]]), tensor([[0.8012]]), tensor([[0.8541]]), tensor([[0.8731]]), tensor([[0.9075]]), tensor([[0.9157]]), tensor([[0.9196]]), tensor([[0.9417]]), tensor([[0.9487]]), tensor([[0.9499]]), tensor([[0.9472]]), tensor([[0.9775]]), tensor([[0.9802]]), tensor([[0.9824]]), tensor([[0.9891]]), tensor([[0.9922]]), tensor([[1.0000]]), tensor([[0.9975]]), tensor([[0.9579]]), tensor([[0.9452]])]",0,31
63,gpt-3.5-turbo,Famous Bible Verses,22,17,"Above all, love each other deeply, because love covers over a multitude of sins.","['Above', ' all', ',']","['love', ' each', ' other', ' deeply', ',', ' because', ' love', ' covers', ' over', ' a', ' multitude', ' of', ' sins', '.']","[' love', ' each', ' other', ' deeply', ',', ' because', ' love', ' covers', ' over', ' a', ' multitude', ' of', ' sins', '.']",0.0714285714285714,"love each other deeply, because love covers over a multitude of sins. (1 Peter 4:8)"," love each other deeply, because love covers over a multitude of sins.",tensor([[1.]]),13,"[tensor([[0.7693]]), tensor([[0.8363]]), tensor([[0.8348]]), tensor([[0.8672]]), tensor([[0.9246]]), tensor([[0.9355]]), tensor([[0.9386]]), tensor([[0.8964]]), tensor([[0.9445]]), tensor([[0.9446]]), tensor([[0.9591]]), tensor([[0.9541]]), tensor([[1.]]), tensor([[0.9827]]), tensor([[0.9547]]), tensor([[0.9619]])]",0,16
